,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
0,Flamengo,2.11685906179509,1.1147029608071768,1.4764537496988301,1.7640451749795059
1,Botafogo,0.8456444892764912,1.3958731170957814,0.9983341288661947,2.4702719347508797
2,Corinthians,0.6130424672812885,0.5554069021905671,0.718671188968051,1.6463943369430667
3,Bahia,1.690794789557275,0.49462162784623664,1.1786052214562357,1.3246573546315346
4,Fluminense,0.9725708926760112,1.2246942857516283,1.807995842003907,2.077764430895089
5,Vasco,1.1813666197553006,1.1310807794783369,0.7218826733205927,2.2358062746495
6,Palmeiras,1.8407385277827593,0.7867067112777093,0.9313200347210577,0.9663886593126554
7,São Paulo,1.4287399451925449,1.9181387404518986,1.4692345546338654,1.471707461866572
8,Santos,1.0948930457016437,1.165331078428394,1.9477764347028232,1.7007155470753186
9,Bragantino,1.2808860877882706,1.2613937369576242,0.6737089108547529,1.2246302778684246
10,Atlético-MG,1.83751111410076,0.6093282106068221,0.9465392654658543,0.632419653406986
11,Cruzeiro,2.1189265625336873,1.0963241788702798,1.02591272871448,0.9609222568963531
12,Grêmio,1.7007155470753186,1.9477764347028232,1.2001138462144882,1.6930517041905784
13,Internacional,1.7194317674803958,1.3710886553667896,1.278098276368607,2.242378885804419
14,Goiás,1.3341443482976636,0.6643131947105541,1.2834407897465903,1.413672632993352
15,Athletico-PR,1.1525269060054177,1.3011580184584313,0.8607340168223399,1.2058934231140155
16,Coritiba,1.7442532728425602,1.8070671330276566,0.7273592917282008,0.9839690436456964
17,América-MG,1.6101263862893316,1.9780536152000467,1.651130815921416,1.4930531915944232
18,Fortaleza,2.3938906806526328,1.4580181725881871,2.071538273883364,1.3907361112284675
19,Cuiabá,1.245903561857947,0.9888062122067247,0.8003842393298706,1.7228327299770487
