,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
0,Flamengo,1.5452014651260455,1.6220875109930903,1.1979504008708393,1.7856064384223824
1,Botafogo,1.675900209840612,0.7720210922017542,1.0481096786248822,1.7137795939878058
2,Corinthians,1.2916554297326843,1.214440205299724,0.9682767718748043,1.076429383378509
3,Bahia,1.5712422289589991,1.137357384527226,1.1761435834265357,1.107589680975766
4,Fluminense,1.2035468442255552,1.0555671640475355,1.283245668695739,1.902825066619213
5,Vasco,1.3643388053968897,0.9004244603526509,0.9201505865271234,1.5035878427234124
6,Palmeiras,2.2670376792078253,0.8239138290516289,0.9862292603051154,1.127671255870754
7,São Paulo,1.6111045337448913,1.1573123309398037,1.102452203642407,1.3943078563200175
8,Santos,1.0022672981654779,1.0560495926863283,0.9013933407062128,1.4069663135202544
9,Bragantino,1.6549629129180952,1.0166098609194631,1.1069854868259994,1.6452789949155981
10,Atlético-MG,1.5637051584389388,0.8023503895258421,0.9665045630049128,1.0072855124372062
11,Cruzeiro,1.576084991884468,0.9346851692023672,1.5307729916103057,1.2338031788137833
12,Grêmio,1.7191004162308505,1.5501415427313796,1.3384655961265097,1.7770109409189054
13,Internacional,1.2198798573822067,1.2985578202391224,0.9849372474430766,1.4360562553112277
14,Goiás,1.1274354751197202,1.2740747680259517,1.0206693804718883,1.8024471017616008
15,Athletico-PR,1.4265848455458179,1.0600317647453257,1.0051718919785366,1.2833854662049975
16,Coritiba,1.3319909920491038,1.1023322409672678,0.664273374759657,1.5521920542374599
17,América-MG,1.3069949919929027,1.2218553842630786,1.0725316111443681,1.68101869235125
18,Fortaleza,1.6810355222873237,0.9689607644164486,1.45387027953294,1.4995382578468288
19,Cuiabá,1.2190294036135982,0.7503793438153994,1.1560816610825502,1.5778699624971442
