,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,15.0,Corinthians,Grêmio,34.483728037555274,34.56202228558121,31.9437310467256,24.752397001626804,22.920785320466806
1,15.0,América-MG,Vasco,42.57834929108973,32.499868670278865,25.910958197775624,27.183686770174603,14.260943994432612
2,15.0,Botafogo,Bragantino,50.2580171657935,28.696858857297617,22.054472982523084,40.20831421845796,17.074701689349958
3,15.0,Cruzeiro,Coritiba,55.57131627643414,26.65388884805647,18.763924108974937,41.49772045205466,14.809855039493446
4,15.0,Fluminense,Flamengo,42.17376405887942,28.97967843988884,29.901331171877217,24.787874022137412,15.35809600940178
5,15.0,São Paulo,Santos,53.65207777055784,28.071886278731267,19.271982220082794,40.92606092255478,16.503670747550107
6,15.0,Fortaleza,Cuiabá,49.24926646638833,30.84025768017236,20.931622678818155,43.15004640507124,22.663199258205598
7,15.0,Internacional,Palmeiras,28.979671324001618,31.758347060987273,40.28619613879858,25.16801339466949,33.717605795763966
8,15.0,Athletico-PR,Bahia,50.081924289527514,27.499638242968206,23.438163773538964,32.04564092351294,16.461186242103864
9,15.0,Goiás,Atlético-MG,26.179575492420184,30.407040356613038,44.402180407512084,21.926944090510887,28.92637901904492
