,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora
0,Flamengo,1.8571428571428572,0.5714285714285714,1.8571428571428572,1.8571428571428572
1,Botafogo,2.0,0.14285714285714285,1.4285714285714286,0.8571428571428571
2,Corinthians,1.2,0.8,0.5,1.375
3,Bahia,1.4285714285714286,1.5714285714285714,0.5714285714285714,1.4285714285714286
4,Fluminense,1.7142857142857142,0.42857142857142855,1.2857142857142858,1.4285714285714286
5,Vasco,0.5714285714285714,1.5714285714285714,0.8571428571428571,1.5714285714285714
6,Palmeiras,2.0,1.0,1.5714285714285714,0.8571428571428571
7,São Paulo,1.8571428571428572,0.8571428571428571,0.5714285714285714,0.8571428571428571
8,Santos,1.625,1.5,0.3333333333333333,1.3333333333333333
9,Bragantino,1.75,0.75,1.4,1.6
10,Atlético-MG,1.1428571428571428,1.1428571428571428,1.1428571428571428,0.8571428571428571
11,Cruzeiro,0.42857142857142855,0.8571428571428571,1.7142857142857142,0.5714285714285714
12,Grêmio,2.0,1.125,1.1666666666666667,1.8333333333333333
13,Internacional,1.1666666666666667,0.6666666666666666,0.75,1.5
14,Goiás,1.3333333333333333,1.8333333333333333,0.875,1.875
15,Athletico-PR,1.5714285714285714,1.0,0.8571428571428571,1.5714285714285714
16,Coritiba,0.8571428571428571,1.2857142857142858,1.1428571428571428,2.5714285714285716
17,América-MG,1.0,1.7142857142857142,1.2857142857142858,2.2857142857142856
18,Fortaleza,1.4285714285714286,0.5714285714285714,0.7142857142857143,0.8571428571428571
19,Cuiabá,1.0,1.2857142857142858,0.8571428571428571,1.1428571428571428
