,atleta_id,apelido,ranking
0,71684,Gustavo Gómez,1
1,102130,Piquerez,2
2,79631,Cano,3
3,95799,Artur,4
4,103767,Gabriel Menino,5
5,80692,Luan,6
6,71631,Weverton,7
7,91607,Rony,8
8,82455,Zé Rafael,9
9,110506,Abel Ferreira,10
10,99815,Arias,11
11,62977,Ganso,12
12,96340,Lima,13
13,39148,Hulk,14
14,41327,Vanderlei Luxemburgo,15
15,91708,Nino,16
16,73384,Samuel Xavier,17
17,94583,Pedro,18
18,111578,António Oliveira,19
19,50456,Emerson Ávila,20
