,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral
0,Palmeiras,2.5,1.0,2.0,0.6666666666666666,2.25,0.8333333333333333,1.5,1.3333333333333335,1.4166666666666667
1,Cruzeiro,0.75,1.0,2.6666666666666665,0.3333333333333333,1.7083333333333333,0.6666666666666666,-0.25,2.333333333333333,1.0416666666666665
2,Botafogo,2.0,0.25,2.0,1.6666666666666667,2.0,0.9583333333333334,1.75,0.33333333333333326,1.0416666666666665
3,Fluminense,1.6666666666666667,0.3333333333333333,1.75,1.25,1.7083333333333335,0.7916666666666666,1.3333333333333335,0.5,0.9166666666666669
4,São Paulo,2.3333333333333335,0.3333333333333333,0.75,1.0,1.5416666666666667,0.6666666666666666,2.0,-0.25,0.8750000000000001
5,Atlético-MG,1.6666666666666667,1.0,1.5,0.75,1.5833333333333335,0.875,0.6666666666666667,0.75,0.7083333333333335
6,Fortaleza,1.6666666666666667,1.0,1.0,0.5,1.3333333333333335,0.75,0.6666666666666667,0.5,0.5833333333333335
7,Flamengo,1.75,0.75,1.6666666666666667,1.6666666666666667,1.7083333333333335,1.2083333333333335,1.0,0.0,0.5
8,Santos,1.5,0.5,0.6666666666666666,1.0,1.0833333333333333,0.75,1.0,-0.33333333333333337,0.33333333333333326
9,Athletico-PR,2.0,1.0,0.75,1.5,1.375,1.25,1.0,-0.75,0.125
10,Bragantino,1.5,1.5,1.6666666666666667,1.6666666666666667,1.5833333333333335,1.5833333333333335,0.0,0.0,0.0
11,Grêmio,1.75,1.0,1.0,2.0,1.375,1.5,0.75,-1.0,-0.125
12,Bahia,1.5,1.75,1.0,1.6666666666666667,1.25,1.7083333333333335,-0.25,-0.6666666666666667,-0.4583333333333335
13,Vasco,0.6666666666666666,1.6666666666666667,1.25,1.25,0.9583333333333333,1.4583333333333335,-1.0,0.0,-0.5000000000000002
14,Internacional,1.0,1.0,0.5,2.0,0.75,1.5,0.0,-1.5,-0.75
15,Goiás,1.6666666666666667,2.0,0.25,1.5,0.9583333333333334,1.75,-0.33333333333333326,-1.25,-0.7916666666666666
16,Corinthians,1.0,1.0,0.25,2.0,0.625,1.5,0.0,-1.75,-0.875
17,Cuiabá,0.6666666666666666,2.3333333333333335,1.0,1.5,0.8333333333333333,1.9166666666666667,-1.666666666666667,-0.5,-1.0833333333333335
18,Coritiba,0.75,1.75,1.0,2.6666666666666665,0.875,2.208333333333333,-1.0,-1.6666666666666665,-1.333333333333333
19,América-MG,0.5,2.0,1.3333333333333333,2.6666666666666665,0.9166666666666666,2.333333333333333,-1.5,-1.3333333333333333,-1.4166666666666665
