,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Cruzeiro,Santos,0.0,0.0,0.0,0.0,0.0
1,Fluminense,Vasco,80.17792445216013,13.89254784520487,5.923968531057665,59.32855017874298,8.451952961697945
2,América-MG,Cuiabá,30.45659798606154,19.81940350161526,49.72055941595675,9.880619104850904,16.460700573541857
3,São Paulo,Internacional,0.0,0.0,0.0,0.0,0.0
4,Athletico-PR,Flamengo,35.1760149581216,19.848308536171466,44.97227804756536,10.393105353695766,13.509332084212918
5,Bahia,Coritiba,0.0,0.0,0.0,0.0,0.0
6,Botafogo,Atlético-MG,88.94467957320356,9.149536282813306,1.892952236669266,78.65975250013129,6.580436702965803
7,Goiás,Palmeiras,47.582440551643195,23.247413812590644,29.169863149767384,26.190933234976775,17.066433224178567
8,Grêmio,Bragantino,72.73067796854647,19.410002093925044,7.858755672833799,63.454758325970786,14.691531451142497
9,Corinthians,Fortaleza,11.883538340037541,12.214475945152028,75.774605126037,2.7304911922360344,21.89995400247337
