,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
0,Flamengo,1.6357256991214217,1.3596731667826876,1.3324483171544323,1.5063334208929353
1,Botafogo,1.672154324099656,0.6639007489806352,1.1651716037769657,1.5745224486580223
2,Corinthians,1.0543679906504706,1.260591476104151,0.8072451425378088,1.2271031338172587
3,Bahia,1.7993439347506717,1.030232645693618,1.1114376765682121,1.20699762836779
4,Fluminense,1.2551767043444308,1.057149628318016,1.4579075471461844,1.863516357333482
5,Vasco,1.4269178174321595,0.9467760531496849,0.84991051671332,1.727188808175177
6,Palmeiras,2.1995772434390344,0.9046281809941629,1.0396462324820501,0.8824976709967979
7,São Paulo,1.3195802789895876,1.2648697249891505,1.0620925366382448,1.5711324758975138
8,Santos,1.207940782878656,1.0526212523848684,0.9140848752033963,1.531601368969049
9,Bragantino,1.496166468000937,1.0801834390003595,1.270347595056163,1.5244394162047363
10,Atlético-MG,1.5370163263249361,0.791494231153193,0.9149578909882198,1.0770453557512334
11,Cruzeiro,1.951697715768637,0.9541369926062986,1.4576240441438408,1.237258011020851
12,Grêmio,1.613329935847133,1.6660501654496707,0.9052800343318694,1.9218431910803737
13,Internacional,1.1602293103163874,1.384739920879193,1.0136837345068135,1.5306015270327609
14,Goiás,0.8398945266430848,1.21831373539752,1.261836315993438,1.6551267376430512
15,Athletico-PR,1.4089925844096627,1.0944199254340954,1.17334654042781,1.0651657513602821
16,Coritiba,1.27395694057882,1.5245918781200625,0.7219541094663718,1.505662231768018
17,América-MG,1.2838923004021732,1.3887458260678078,1.2421099127582191,1.7746037294710675
18,Fortaleza,1.7525011965069104,0.9938162508437459,1.710623141986932,1.3414196512970302
19,Cuiabá,0.9867635185823054,0.8193842406513264,1.2271194676931072,1.4924541456173044
