,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1330,Gerson,89256,Flamengo,MEI,4.75,12.95,Bragantino,visitante,5.3,9.125
1331,Fernando Miguel,71571,Fortaleza,GOL,1.5,9.0,Cruzeiro,visitante,7.5,8.25
1332,Guilherme,94207,Fortaleza,ATA,2.2,7.55,Cruzeiro,visitante,7.5,7.525
1333,Maurício Kozlinski,72595,Fortaleza,GOL,6.0,0.0,Cruzeiro,visitante,7.5,7.5
1334,João Ricardo,81881,Fortaleza,GOL,6.5,7.0,Cruzeiro,visitante,7.5,7.25
1335,Matheusinho,101725,Goiás,MEI,0.2,0.0,Vasco,visitante,7.0,7.0
1336,Pedrinho,118304,Goiás,ATA,-0.3,0.0,Vasco,visitante,7.0,7.0
1337,Dodô,107375,Goiás,MEI,-0.65,0.0,Vasco,visitante,7.0,7.0
1338,Johnny,106002,Internacional,MEI,6.066666666666666,7.833333333333333,Coritiba,visitante,6.1,6.966666666666667
1339,Caio Alexandre,106323,Fortaleza,MEI,2.0599999999999996,6.08,Cruzeiro,visitante,7.5,6.79
1340,Bruno Pacheco,90061,Fortaleza,LAT,8.32,6.025,Cruzeiro,visitante,7.5,6.7625
1341,David Luiz,52827,Flamengo,ZAG,4.050000000000001,7.800000000000001,Bragantino,visitante,5.3,6.550000000000001
1342,Gabriel,83257,Flamengo,ATA,4.6,7.8,Bragantino,visitante,5.3,6.55
1343,Juan Vojvoda,104754,Fortaleza,TEC,6.183999999999999,5.284000000000001,Cruzeiro,visitante,7.5,6.392
1344,Tiquinho Soares,84042,Botafogo,ATA,10.5,10.625,Cuiabá,visitante,2.125,6.375
1345,Lucas Ramos,106000,Internacional,MEI,0.0,0.0,Coritiba,visitante,6.1,6.1
1346,Estevão,117870,Internacional,MEI,0.2,0.0,Coritiba,visitante,6.1,6.1
1347,Gabriel Barros,108352,Internacional,ATA,-1.3,0.0,Coritiba,visitante,6.1,6.1
1348,Titi,50353,Fortaleza,ZAG,5.34,4.525,Cruzeiro,visitante,7.5,6.0125
1349,Arrascaeta,87863,Flamengo,MEI,3.6,6.7,Bragantino,visitante,5.3,6.0
1350,Lucas Sasha,68991,Fortaleza,MEI,2.6500000000000004,4.5,Cruzeiro,visitante,7.5,6.0
1351,Pedro,94583,Flamengo,ATA,4.916666666666667,6.55,Bragantino,visitante,5.3,5.925
1352,Rafael Navarro,105770,Palmeiras,ATA,1.8,9.8,Bahia,visitante,1.8,5.800000000000001
1353,Tinga,82628,Fortaleza,LAT,7.640000000000001,3.9,Cruzeiro,visitante,7.5,5.7
1354,Pochettino,99267,Fortaleza,MEI,2.26,3.6599999999999993,Cruzeiro,visitante,7.5,5.58
1355,Ayrton Lucas,88393,Flamengo,LAT,7.983333333333333,5.8,Bragantino,visitante,5.3,5.55
1356,Brítez,101995,Fortaleza,ZAG,4.5,3.4499999999999997,Cruzeiro,visitante,7.5,5.475
1357,Yago Pikachu,80196,Fortaleza,MEI,1.8399999999999999,3.4199999999999995,Cruzeiro,visitante,7.5,5.46
1358,Alan Patrick,68685,Internacional,MEI,1.8200000000000003,4.800000000000001,Coritiba,visitante,6.1,5.45
1359,Jorge Sampaoli,70800,Flamengo,TEC,7.290000000000001,5.5875,Bragantino,visitante,5.3,5.44375
1360,Róger Guedes,89898,Corinthians,ATA,10.000000000000002,6.44,Santos,visitante,4.3,5.37
1361,Piquerez,102130,Palmeiras,LAT,3.266666666666667,8.9,Bahia,visitante,1.8,5.3500000000000005
1362,Renê,78445,Internacional,LAT,4.26,4.6,Coritiba,visitante,6.1,5.35
1363,Christian,104502,Athletico-PR,MEI,4.52,7.066666666666667,São Paulo,visitante,3.6,5.333333333333334
1364,Diego,101027,Goiás,MEI,3.7249999999999996,3.6,Vasco,visitante,7.0,5.3
1365,Zé Ricardo,102911,Goiás,MEI,6.18,3.6,Vasco,visitante,7.0,5.3
1366,Varela,84816,Flamengo,LAT,5.6,0.0,Bragantino,visitante,5.3,5.3
1367,Igor Jesus,116013,Flamengo,MEI,1.9,0.0,Bragantino,visitante,5.3,5.3
1368,Matheus Gonçalves,116012,Flamengo,MEI,0.75,0.0,Bragantino,visitante,5.3,5.3
1369,Vinicius,68917,Goiás,ATA,3.6,3.5666666666666664,Vasco,visitante,7.0,5.283333333333333
1370,Ceballos,115502,Fortaleza,ZAG,6.2,3.0500000000000003,Cruzeiro,visitante,7.5,5.275
1371,Calebe,109461,Fortaleza,MEI,3.3600000000000003,2.96,Cruzeiro,visitante,7.5,5.23
1372,Bruno Melo,84339,Goiás,ZAG,2.7800000000000002,3.3499999999999996,Vasco,visitante,7.0,5.175
1373,Rômulo,105911,Internacional,MEI,7.35,4.1,Coritiba,visitante,6.1,5.1
1374,Silvio Romero,79188,Fortaleza,ATA,2.3249999999999997,2.62,Cruzeiro,visitante,7.5,5.0600000000000005
1375,John Victor,94044,Internacional,GOL,6.0,4.0,Coritiba,visitante,6.1,5.05
1376,Hulk,39148,Atlético-MG,ATA,8.625000000000002,8.940000000000001,Fluminense,visitante,1.125,5.032500000000001
1377,Matheus França,115100,Flamengo,MEI,3.05,4.75,Bragantino,visitante,5.3,5.025
1378,Fernando,106950,Athletico-PR,LAT,5.266666666666667,6.449999999999999,São Paulo,visitante,3.6,5.0249999999999995
1379,Matheus Peixoto,87098,Goiás,ATA,7.7250000000000005,3.04,Vasco,visitante,7.0,5.02
1380,Mano Menezes,37281,Internacional,TEC,5.742,3.848,Coritiba,visitante,6.1,4.974
1381,Emerson Ávila,50456,Goiás,TEC,4.7379999999999995,2.814,Vasco,visitante,7.0,4.907
1382,Gustavo Campanharo,72497,Internacional,MEI,2.6,3.6999999999999997,Coritiba,visitante,6.1,4.8999999999999995
1383,Sander,86391,Goiás,LAT,7.3199999999999985,2.68,Vasco,visitante,7.0,4.84
1384,Julián Palacios,111996,Goiás,MEI,5.0,2.6750000000000003,Vasco,visitante,7.0,4.8375
1385,Baralhas,99440,Internacional,MEI,1.45,3.566666666666667,Coritiba,visitante,6.1,4.833333333333333
1386,Erick Pulgar,91473,Flamengo,MEI,2.375,4.333333333333333,Bragantino,visitante,5.3,4.816666666666666
1387,Hércules,116447,Fortaleza,MEI,4.874999999999999,2.12,Cruzeiro,visitante,7.5,4.8100000000000005
1388,Maguinho,72532,Goiás,LAT,2.4666666666666663,2.52,Vasco,visitante,7.0,4.76
1389,Tadeu,82453,Goiás,GOL,2.1666666666666665,2.5,Vasco,visitante,7.0,4.75
1390,Morelli,99412,Goiás,MEI,5.466666666666666,2.466666666666667,Vasco,visitante,7.0,4.733333333333333
1391,Lucas Halter,102253,Goiás,ZAG,1.725,2.433333333333333,Vasco,visitante,7.0,4.716666666666667
1392,Bustos,96678,Internacional,LAT,2.6999999999999997,3.233333333333333,Coritiba,visitante,6.1,4.666666666666666
1393,Luiz Adriano,72772,Internacional,ATA,3.62,3.075,Coritiba,visitante,6.1,4.5875
1394,Aloísio,73850,América-MG,ATA,5.460000000000001,6.35,Grêmio,visitante,2.8,4.574999999999999
1395,Vitor Roque,114802,Athletico-PR,ATA,8.08,5.5,São Paulo,visitante,3.6,4.55
1396,Edu,105842,Goiás,ZAG,1.7,2.1,Vasco,visitante,7.0,4.55
1397,Everton Ribeiro,51772,Flamengo,MEI,5.875,3.8,Bragantino,visitante,5.3,4.55
1398,Gabriel Menino,103767,Palmeiras,MEI,3.4799999999999995,7.279999999999999,Bahia,visitante,1.8,4.54
1399,Everton,86757,Flamengo,ATA,5.616666666666667,3.7750000000000004,Bragantino,visitante,5.3,4.5375
1400,Bento,105208,Athletico-PR,GOL,3.6,5.4399999999999995,São Paulo,visitante,3.6,4.52
1401,Alesson,97321,Goiás,ATA,2.8000000000000003,2.033333333333333,Vasco,visitante,7.0,4.516666666666667
1402,Marcelo Rangel,82730,Goiás,GOL,-1.0,2.0,Vasco,visitante,7.0,4.5
1403,Thauan Lara,115061,Internacional,LAT,3.45,2.9000000000000004,Coritiba,visitante,6.1,4.5
1404,Wanderson,93478,Internacional,ATA,7.425,2.8600000000000003,Coritiba,visitante,6.1,4.48
1405,Matheus Bidu,105531,Corinthians,LAT,3.8200000000000003,4.65,Santos,visitante,4.3,4.475
1406,Lucas Crispim,88597,Fortaleza,MEI,1.2,1.4,Cruzeiro,visitante,7.5,4.45
1407,Romarinho,84523,Fortaleza,ATA,0.25,1.24,Cruzeiro,visitante,7.5,4.37
1408,Pedro Henrique,72583,Internacional,ATA,3.3600000000000003,2.625,Coritiba,visitante,6.1,4.3625
1409,Hugo,109668,Botafogo,LAT,7.699999999999999,6.6,Cuiabá,visitante,2.125,4.3625
1410,Alemão,98219,Internacional,ATA,1.2333333333333334,2.5666666666666664,Coritiba,visitante,6.1,4.333333333333333
1411,Fernando Lázaro,113429,Corinthians,TEC,5.72,0.0,Santos,visitante,4.3,4.3
1412,Guilherme Biro,111891,Corinthians,MEI,3.3,0.0,Santos,visitante,4.3,4.3
1413,Felipe Augusto,111408,Corinthians,ATA,0.7,0.0,Santos,visitante,4.3,4.3
1414,Cantillo,85315,Corinthians,MEI,8.9,0.0,Santos,visitante,4.3,4.3
1415,Ruan,104153,Corinthians,MEI,7.5,0.0,Santos,visitante,4.3,4.3
1416,Moisés,104666,Fortaleza,ATA,11.766666666666667,1.0666666666666667,Cruzeiro,visitante,7.5,4.283333333333333
1417,Willian Oliveira,81952,Goiás,MEI,1.5666666666666664,1.525,Vasco,visitante,7.0,4.2625
1418,Keiller,93834,Internacional,GOL,1.5,2.375,Coritiba,visitante,6.1,4.2375
1419,Carlos de Pena,87242,Internacional,MEI,3.2500000000000004,2.3400000000000003,Coritiba,visitante,6.1,4.22
1420,José Welison,86859,Fortaleza,MEI,0.4666666666666666,0.9,Cruzeiro,visitante,7.5,4.2
1421,Mercado,72951,Internacional,ZAG,4.5,2.3,Coritiba,visitante,6.1,4.199999999999999
