,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral
0,Botafogo,2.0,0.16666666666666666,1.3333333333333333,1.0,1.6666666666666665,0.5833333333333334,1.8333333333333333,0.33333333333333326,1.083333333333333
1,Palmeiras,2.1666666666666665,1.0,1.5,0.6666666666666666,1.8333333333333333,0.8333333333333333,1.1666666666666665,0.8333333333333334,1.0
2,Fluminense,1.6666666666666667,0.5,1.5,1.5,1.5833333333333335,1.0,1.1666666666666667,0.0,0.5833333333333335
3,Flamengo,1.8333333333333333,0.6666666666666666,2.0,2.0,1.9166666666666665,1.3333333333333333,1.1666666666666665,0.0,0.5833333333333333
4,Fortaleza,1.5,0.6666666666666666,0.8333333333333334,0.6666666666666666,1.1666666666666667,0.6666666666666666,0.8333333333333334,0.16666666666666674,0.5000000000000001
5,Cruzeiro,0.42857142857142855,0.8571428571428571,2.2,0.8,1.3142857142857143,0.8285714285714285,-0.42857142857142855,1.4000000000000001,0.48571428571428577
6,Bragantino,2.0,0.8571428571428571,1.4,1.6,1.7,1.2285714285714286,1.1428571428571428,-0.20000000000000018,0.4714285714285713
7,Atlético-MG,1.4,1.0,1.1428571428571428,0.8571428571428571,1.2714285714285714,0.9285714285714286,0.3999999999999999,0.2857142857142857,0.34285714285714275
8,São Paulo,2.0,1.0,0.6666666666666666,1.0,1.3333333333333333,1.0,1.0,-0.33333333333333337,0.33333333333333326
9,Grêmio,2.2857142857142856,1.0,1.0,2.0,1.6428571428571428,1.5,1.2857142857142856,-1.0,0.1428571428571428
10,Internacional,1.4,0.8,0.8571428571428571,1.4285714285714286,1.1285714285714286,1.1142857142857143,0.5999999999999999,-0.5714285714285715,0.014285714285714235
11,Athletico-PR,1.5,0.8333333333333334,1.0,1.6666666666666667,1.25,1.25,0.6666666666666666,-0.6666666666666667,0.0
12,Santos,1.2857142857142858,1.2857142857142858,0.4,1.0,0.842857142857143,1.1428571428571428,0.0,-0.6,-0.2999999999999998
13,Corinthians,1.2,0.8,0.42857142857142855,1.5714285714285714,0.8142857142857143,1.1857142857142857,0.3999999999999999,-1.1428571428571428,-0.37142857142857144
14,Bahia,1.5,1.5,0.6666666666666666,1.5,1.0833333333333333,1.5,0.0,-0.8333333333333334,-0.41666666666666674
15,Goiás,1.4,1.8,0.5714285714285714,1.5714285714285714,0.9857142857142857,1.6857142857142857,-0.40000000000000013,-1.0,-0.7000000000000001
16,Cuiabá,0.6,1.8,0.8571428571428571,1.1428571428571428,0.7285714285714285,1.4714285714285715,-1.2000000000000002,-0.2857142857142857,-0.742857142857143
17,Vasco,0.6666666666666666,1.6666666666666667,1.0,1.5,0.8333333333333333,1.5833333333333335,-1.0,-0.5,-0.7500000000000002
18,América-MG,1.0,1.7142857142857142,1.2,2.4,1.1,2.057142857142857,-0.7142857142857142,-1.2,-0.9571428571428569
19,Coritiba,0.5,1.3333333333333333,1.0,2.8333333333333335,0.75,2.0833333333333335,-0.8333333333333333,-1.8333333333333335,-1.3333333333333335
