,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,5.444285714285714,5.8875
1,Acevedo,104783,Bahia,MEI,3.3499999999999996,2.6999999999999997
2,Ademir,101314,Bahia,ATA,3.233333333333333,2.3285714285714287
3,Aderlan,88423,Bragantino,LAT,5.45,5.333333333333333
4,Adriel,107748,Grêmio,GOL,9.0,1.5
5,Adryelson,91664,Botafogo,ZAG,5.3125,3.2285714285714286
6,Adson,111682,Corinthians,MEI,3.34,2.6999999999999997
7,Adyson,115998,América-MG,ATA,0.9,2.4
8,Alan Empereur,88033,Cuiabá,ZAG,0.23999999999999985,3.771428571428572
9,Alan Franco,99889,São Paulo,ZAG,2.6999999999999997,2.6666666666666665
10,Alan Kardec,50347,Atlético-MG,ATA,-0.15000000000000002,8.7
11,Alan Patrick,68685,Internacional,MEI,1.142857142857143,4.32
12,Alef Manga,101254,Coritiba,ATA,7.159999999999999,7.18
13,Alemão,98219,Internacional,ATA,1.5,4.2
14,Alerrandro,101715,Bragantino,ATA,5.85,-0.03333333333333335
15,Alesson,97321,Goiás,ATA,2.12,1.1999999999999997
16,Alex Santana,85465,Athletico-PR,MEI,3.8000000000000003,1.6666666666666663
17,Alex Teixeira,60793,Vasco,MEI,3.257142857142857,2.1571428571428575
18,Alexandre Pato,49675,São Paulo,ATA,8.0,0.0
19,Alexsander,118774,Fluminense,LAT,6.2,4.766666666666667
20,Alison,73974,Santos,MEI,1.9000000000000001,0.25
21,Alisson,81845,São Paulo,MEI,3.6125000000000003,2.314285714285714
22,Alisson,125469,Atlético-MG,ATA,-0.3,0.0
23,Allano,87391,Goiás,ATA,5.3,0.0
24,Allyson,124340,Cuiabá,ZAG,3.45,3.466666666666667
25,Aloísio,73850,América-MG,ATA,4.400000000000001,4.733333333333333
26,Alê,86388,América-MG,MEI,0.23333333333333336,4.675
27,Anderson Oliveira,102096,Goiás,ATA,1.9,1.2
28,Andrey,93787,Coritiba,MEI,1.5499999999999998,0.58
29,Andrey Santos,109591,Vasco,MEI,1.7,5.833333333333333
30,André,107498,Fluminense,MEI,3.316666666666667,3.4499999999999997
31,André,121792,Grêmio,ATA,2.38,0.6
32,Andrés Hurtado,110715,Bragantino,LAT,6.324999999999999,1.8199999999999998
33,António Oliveira,111578,Cuiabá,TEC,5.0475,5.782
34,Antônio Carlos Zago,69029,Coritiba,TEC,4.144,3.242
35,Apodi,51042,Goiás,LAT,3.3199999999999994,1.375
36,Arboleda,91573,São Paulo,ZAG,5.58,3.16
37,Arias,99815,Fluminense,MEI,4.3500000000000005,3.283333333333333
38,Armando Evangelista,125081,Goiás,TEC,4.845,4.826666666666667
39,Arrascaeta,87863,Flamengo,MEI,8.666666666666666,5.242857142857143
40,Arriagada,108624,Athletico-PR,ATA,0.3,1.8
41,Arthur Sales,111771,Bahia,ATA,2.9200000000000004,1.3
42,Artur,95799,Palmeiras,ATA,6.285714285714286,5.942857142857142
43,Aránguiz,69325,Internacional,MEI,1.55,-0.3
44,Ayrton Lucas,88393,Flamengo,LAT,8.114285714285714,3.757142857142857
45,Baralhas,99440,Internacional,MEI,1.45,3.566666666666667
46,Barros,122485,Vasco,MEI,2.15,1.9749999999999999
47,Battaglia,94845,Atlético-MG,MEI,1.4333333333333333,1.3833333333333335
48,Bento,105208,Athletico-PR,GOL,4.957142857142857,4.6000000000000005
49,Benítez,93550,América-MG,MEI,5.5,4.533333333333333
50,Biel,110760,Bahia,ATA,7.675,4.7
51,Bitello,112140,Grêmio,MEI,6.4,5.540000000000001
52,Boschilia,86841,Coritiba,MEI,2.5599999999999996,3.683333333333333
53,Brenno,100830,Grêmio,GOL,0.0,0.0
54,Breno,122991,América-MG,MEI,4.05,2.825
55,Breno Lopes,93988,Palmeiras,ATA,0.3,3.35
56,Bruninho,113558,Bragantino,MEI,2.86,3.2999999999999994
57,Bruno Alves,73620,Grêmio,ZAG,2.5124999999999997,0.62
58,Bruno Fuchs,104085,Atlético-MG,ZAG,2.5,2.54
59,Bruno Gomes,106202,Coritiba,MEI,4.6571428571428575,3.614285714285714
60,Bruno Henrique,90285,Flamengo,ATA,2.66,1.1
61,Bruno Lage,105631,Botafogo,TEC,8.41,0.0
62,Bruno Melo,84339,Goiás,ZAG,2.914285714285714,3.428571428571428
63,Bruno Mezenga,37865,Santos,ATA,-0.025000000000000022,0.7499999999999999
64,Bruno Méndez,103700,Corinthians,ZAG,1.2666666666666668,2.0
65,Bruno Pacheco,90061,Fortaleza,LAT,7.375,5.916666666666667
66,Bruno Rodrigues,92811,Cruzeiro,ATA,4.4624999999999995,7.800000000000002
67,Bruno Santos,122668,Goiás,LAT,0.7999999999999999,0.2333333333333334
68,Bruno Tabata,107174,Palmeiras,MEI,0.575,1.3
69,Bruno Uvini,70221,Grêmio,ZAG,1.48,2.48
70,Bruno Viana,92291,Coritiba,ZAG,1.4599999999999997,0.76
71,Bryan García,110013,Athletico-PR,MEI,0.0,0.0
72,Brítez,101995,Fortaleza,ZAG,4.657142857142857,3.9499999999999997
73,Bustos,96678,Internacional,LAT,5.239999999999999,3.9599999999999995
74,Caetano,103575,Corinthians,ZAG,0.0,3.6999999999999997
75,Caio Alexandre,106323,Fortaleza,MEI,2.375,5.142857142857143
76,Caio Paulista,102318,São Paulo,LAT,4.114285714285715,4.283333333333333
77,Calebe,109461,Fortaleza,MEI,2.7375000000000003,3.185714285714286
78,Calleri,89840,São Paulo,ATA,8.214285714285712,4.78
79,Camacho,68770,Santos,MEI,1.1,1.3199999999999998
80,Cano,79631,Fluminense,ATA,4.3375,4.2857142857142865
81,Canobbio,102928,Athletico-PR,ATA,5.142857142857143,3.475
82,Cantillo,85315,Corinthians,MEI,8.9,0.0
83,Capasso,112913,Vasco,ZAG,-0.09999999999999994,1.3333333333333333
84,Carabajal,98723,Vasco,MEI,1.05,3.5
85,Carballo,91254,Grêmio,MEI,2.475,0.23333333333333336
86,Carlos Alberto,106704,Botafogo,ATA,4.85,4.0
87,Carlos de Pena,87242,Internacional,MEI,3.7833333333333337,1.8500000000000003
88,Cauly,123360,Bahia,MEI,3.428571428571428,2.314285714285714
89,Ceballos,115502,Fortaleza,ZAG,6.2,3.0500000000000003
90,Ceppelini,72762,Cuiabá,MEI,2.742857142857143,1.342857142857143
91,Chancellor,93166,Coritiba,ZAG,1.3,0.9999999999999999
92,Christian,104502,Athletico-PR,MEI,3.6999999999999997,5.380000000000001
93,Chrystian Barletta,107726,Corinthians,MEI,3.3,1.7
94,Cicinho,61106,Bahia,LAT,4.333333333333333,3.4250000000000003
95,Clayson,83817,Cuiabá,ATA,0.2,0.5
96,Cleiton,93882,Bragantino,GOL,3.6166666666666667,3.1
97,Cristaldo,89846,Grêmio,MEI,7.262499999999999,5.220000000000001
98,Cuello,98909,Athletico-PR,ATA,2.1399999999999997,2.9799999999999995
99,Cuiabano,116065,Grêmio,LAT,1.4250000000000003,4.5
100,Cássio,42234,Corinthians,GOL,2.0833333333333335,3.625
101,Daniel,93791,Bahia,MEI,0.9666666666666667,0.0
102,Daniel Borges,73318,Botafogo,LAT,5.9,1.2
103,Daniel Junior,116432,Cruzeiro,MEI,0.75,0.0
104,Daniel Ruiz,116672,Santos,MEI,1.24,0.875
105,Danilo Avelar,72142,América-MG,ZAG,4.68,5.766666666666667
106,Danilo Barbosa,86777,Botafogo,MEI,1.8999999999999997,2.8
107,Danilo Fernandes,69051,Bahia,GOL,-1.0,7.0
108,Darlan,104593,Grêmio,MEI,0.2,0.0
109,David,90309,São Paulo,ATA,6.625,0.55
110,David Braz,50317,Fluminense,ZAG,2.9,2.966666666666667
111,David Duarte,91772,Bahia,ZAG,3.04,3.4000000000000004
112,David Luiz,52827,Flamengo,ZAG,4.48,4.220000000000001
113,Deivid Washington,124251,Santos,ATA,5.6,3.5250000000000004
114,Denilson,115986,Cuiabá,MEI,4.816666666666666,1.8833333333333335
115,Deyverson,92708,Cuiabá,ATA,5.1000000000000005,5.175
116,Di Placido,98605,Botafogo,LAT,9.925,4.95
117,Diego,101027,Goiás,MEI,3.7249999999999996,3.6
118,Diego Costa,101728,São Paulo,ZAG,0.6,4.3
119,Diego Gonçalves,90540,Goiás,ATA,0.06666666666666665,1.5833333333333333
120,Diego Rosa,107796,Bahia,MEI,1.5,0.775
121,Diogo Barbosa,70916,Grêmio,LAT,3.766666666666667,0.23333333333333328
122,Diogo Batista,113384,Coritiba,LAT,4.7,3.6500000000000004
123,Dodi,89883,Santos,MEI,2.0571428571428574,3.35
124,Dodô,107375,Goiás,MEI,2.55,0.0
125,Dorival Júnior,40990,São Paulo,TEC,6.875,4.010000000000001
126,Du Queiroz,113687,Corinthians,MEI,-0.3,0.2
127,Dudu,68920,Palmeiras,ATA,6.585714285714286,6.1000000000000005
128,Ed Carlos,118747,Santos,MEI,0.0,1.0
129,Edenílson,63289,Atlético-MG,MEI,1.4833333333333334,2.6625
130,Edu,105842,Goiás,ZAG,1.7,2.1
131,Eduardo,68708,Botafogo,MEI,6.300000000000001,4.74
132,Eduardo Bauermann,86970,Santos,ZAG,6.7,2.5
133,Eduardo Coudet,94853,Atlético-MG,TEC,5.358,6.2700000000000005
134,Eduardo Santos,106434,Bragantino,ZAG,5.271428571428571,2.183333333333333
135,Eduardo Sasha,70360,Bragantino,ATA,5.812500000000001,6.3
136,Eguinaldo,118708,Vasco,ATA,-0.1,0.06666666666666665
137,Emerson Ramon,112370,Cuiabá,ATA,1.366666666666667,2.6
138,Emerson Ávila,50456,Goiás,TEC,4.7379999999999995,2.814
139,Emmanuel Martínez,103388,América-MG,MEI,3.0833333333333335,4.314285714285714
140,Endrick,115959,Palmeiras,ATA,2.34,3.2125
141,Enner Valencia,70788,Internacional,ATA,2.0,-0.1
142,Eric Ramires,103295,Bragantino,MEI,2.6333333333333333,2.6166666666666667
143,Erick,98022,Athletico-PR,MEI,6.987499999999999,1.1
144,Erick Marcus,121184,Vasco,ATA,1.54,4.25
145,Erick Pulgar,91473,Flamengo,MEI,1.86,4.220000000000001
146,Erison,108422,São Paulo,ATA,3.0,0.0
147,Esquivel,110668,Athletico-PR,LAT,7.6,2.4
148,Estevão,117870,Internacional,MEI,0.2,0.0
149,Everaldo,78117,Bahia,ATA,2.0166666666666666,2.2166666666666663
150,Everaldo,91151,América-MG,ATA,4.38,4.383333333333333
151,Everson,72294,Atlético-MG,GOL,1.5714285714285714,4.9375
152,Everton,86757,Flamengo,ATA,5.616666666666667,4.362500000000001
153,Everton Galdino,89918,Grêmio,ATA,2.18,3.7399999999999998
154,Everton Ribeiro,51772,Flamengo,MEI,4.7,3.9166666666666665
155,Fabinho,111760,Palmeiras,MEI,1.02,1.425
156,Fabrício Bruno,90768,Flamengo,ZAG,6.028571428571429,1.0000000000000002
157,Fagner,42500,Corinthians,LAT,4.766666666666667,4.083333333333333
158,Falcão,73580,Santos,TEC,3.71,0.0
159,Fausto Vera,107950,Corinthians,MEI,3.3200000000000003,3.06
160,Felipe Andrade,111839,Fluminense,ZAG,1.9333333333333333,0.0
161,Felipe Augusto,111408,Corinthians,ATA,0.5,-0.15
162,Felipe Azevedo,60825,América-MG,ATA,3.6571428571428575,0.8
163,Felipe Melo,38545,Fluminense,MEI,1.6833333333333333,0.3
164,Fernandinho,72775,Athletico-PR,MEI,2.6,0.7
165,Fernando,106950,Athletico-PR,LAT,5.266666666666667,5.266666666666667
166,Fernando Diniz,72391,Fluminense,TEC,5.75375,5.162857142857144
167,Fernando Lázaro,113429,Corinthians,TEC,5.72,0.0
168,Fernando Miguel,71571,Fortaleza,GOL,1.5,9.0
