,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,6.463333333333334,6.135
1,Acevedo,104783,Bahia,MEI,2.025,3.5999999999999996
2,Ademir,101314,Bahia,ATA,4.075,1.2333333333333334
3,Aderlan,88423,Bragantino,LAT,4.1000000000000005,2.0999999999999996
4,Adryelson,91664,Botafogo,ZAG,5.775,0.5333333333333333
5,Adson,111682,Corinthians,MEI,5.166666666666667,4.3
6,Alan Empereur,88033,Cuiabá,ZAG,0.6999999999999998,2.3666666666666667
7,Alan Franco,99889,São Paulo,ZAG,-1.6,7.1
8,Alan Patrick,68685,Internacional,MEI,1.7000000000000002,4.35
9,Alef Manga,101254,Coritiba,ATA,8.45,6.0
10,Alemão,98219,Internacional,ATA,1.2333333333333334,-0.25
11,Alesson,97321,Goiás,ATA,1.15,2.033333333333333
12,Alex Santana,85465,Athletico-PR,MEI,0.0,1.2333333333333334
13,Alex Teixeira,60793,Vasco,MEI,3.966666666666667,1.4750000000000003
14,Alexsander,118774,Fluminense,LAT,6.2,4.4
15,Alison,73974,Santos,MEI,1.8,0.0
16,Alisson,81845,São Paulo,MEI,5.175,2.8666666666666667
17,Allyson,124340,Cuiabá,ZAG,1.9,0.0
18,Aloísio,73850,América-MG,ATA,7.233333333333334,6.35
19,Alê,86388,América-MG,MEI,-0.39999999999999997,5.266666666666667
20,Andrey,93787,Coritiba,MEI,0.25,0.0
21,Andrey Santos,109591,Vasco,MEI,2.4,2.85
22,André,107498,Fluminense,MEI,3.1500000000000004,2.075
23,André,121792,Grêmio,ATA,0.0,0.6
24,Andrés Hurtado,110715,Bragantino,LAT,6.766666666666666,2.1
25,António Oliveira,111578,Cuiabá,TEC,4.26,7.53
26,Antônio Carlos Zago,69029,Coritiba,TEC,3.86,3.0866666666666664
27,Apodi,51042,Goiás,LAT,5.3999999999999995,-0.05
28,Arboleda,91573,São Paulo,ZAG,7.2,2.2
29,Arias,99815,Fluminense,MEI,3.233333333333333,3.2
30,Arrascaeta,87863,Flamengo,MEI,5.0,3.4000000000000004
31,Arthur Sales,111771,Bahia,ATA,1.2,1.8
32,Artur,95799,Palmeiras,ATA,8.666666666666666,7.5249999999999995
33,Ayrton Lucas,88393,Flamengo,LAT,6.5,2.6666666666666665
34,Baralhas,99440,Internacional,MEI,1.45,3.6500000000000004
35,Barros,122485,Vasco,MEI,3.8,2.6333333333333333
36,Battaglia,94845,Atlético-MG,MEI,1.8333333333333333,1.5999999999999999
37,Bento,105208,Athletico-PR,GOL,0.6666666666666666,3.625
38,Benítez,93550,América-MG,MEI,6.4,2.55
39,Biel,110760,Bahia,ATA,7.675,4.7
40,Bitello,112140,Grêmio,MEI,6.366666666666667,6.033333333333334
41,Boschilia,86841,Coritiba,MEI,3.766666666666666,5.633333333333333
42,Breno,122991,América-MG,MEI,10.9,2.4
43,Breno Lopes,93988,Palmeiras,ATA,0.2,0.2
44,Bruninho,113558,Bragantino,MEI,0.06666666666666665,2.9
45,Bruno Alves,73620,Grêmio,ZAG,2.266666666666667,0.775
46,Bruno Fuchs,104085,Atlético-MG,ZAG,2.5,4.033333333333334
47,Bruno Gomes,106202,Coritiba,MEI,5.15,2.566666666666667
48,Bruno Henrique,90285,Flamengo,ATA,1.25,1.2
49,Bruno Melo,84339,Goiás,ZAG,3.6333333333333333,4.033333333333333
50,Bruno Mezenga,37865,Santos,ATA,0.0,1.2
51,Bruno Méndez,103700,Corinthians,ZAG,4.4,0.6333333333333333
52,Bruno Pacheco,90061,Fortaleza,LAT,11.366666666666667,5.933333333333334
53,Bruno Rodrigues,92811,Cruzeiro,ATA,5.475,10.733333333333334
54,Bruno Santos,122668,Goiás,LAT,1.4,-0.95
55,Bruno Tabata,107174,Palmeiras,MEI,0.65,0.0
56,Bruno Uvini,70221,Grêmio,ZAG,0.8,2.3333333333333335
57,Bruno Viana,92291,Coritiba,ZAG,1.8249999999999997,0.8333333333333334
58,Bryan García,110013,Athletico-PR,MEI,0.0,0.0
59,Brítez,101995,Fortaleza,ZAG,3.266666666666667,4.066666666666666
60,Bustos,96678,Internacional,LAT,3.55,5.0
61,Caio Alexandre,106323,Fortaleza,MEI,2.533333333333333,6.6499999999999995
62,Caio Paulista,102318,São Paulo,LAT,6.325,4.633333333333334
63,Calebe,109461,Fortaleza,MEI,3.9,2.95
64,Calleri,89840,São Paulo,ATA,8.024999999999999,0.8
65,Camacho,68770,Santos,MEI,1.1,3.8
66,Cano,79631,Fluminense,ATA,4.633333333333334,3.35
67,Canobbio,102928,Athletico-PR,ATA,5.366666666666667,3.6
68,Capasso,112913,Vasco,ZAG,0.0,-0.1
69,Carabajal,98723,Vasco,MEI,1.6,5.8
70,Carballo,91254,Grêmio,MEI,1.4,-0.6
71,Carlos de Pena,87242,Internacional,MEI,3.2500000000000004,3.466666666666667
72,Cauly,123360,Bahia,MEI,4.1,3.266666666666667
73,Ceballos,115502,Fortaleza,ZAG,6.2,3.0500000000000003
74,Ceppelini,72762,Cuiabá,MEI,1.0499999999999998,1.4666666666666668
75,Chancellor,93166,Coritiba,ZAG,1.3,-0.3
76,Christian,104502,Athletico-PR,MEI,4.133333333333334,6.1000000000000005
77,Cleiton,93882,Bragantino,GOL,2.675,3.0
78,Cristaldo,89846,Grêmio,MEI,7.433333333333334,4.166666666666667
79,Cuello,98909,Athletico-PR,ATA,1.1,3.35
80,Cuiabano,116065,Grêmio,LAT,3.2,11.1
81,Cássio,42234,Corinthians,GOL,3.0,0.625
82,Daniel,93791,Bahia,MEI,1.2,0.0
83,Daniel Junior,116432,Cruzeiro,MEI,0.5,0.0
84,Daniel Ruiz,116672,Santos,MEI,1.125,1.0
85,Danilo Avelar,72142,América-MG,ZAG,-0.4,3.1333333333333333
86,David,90309,São Paulo,ATA,8.5,0.0
87,David Braz,50317,Fluminense,ZAG,5.0,5.0
88,David Duarte,91772,Bahia,ZAG,3.375,2.566666666666667
89,David Luiz,52827,Flamengo,ZAG,3.4333333333333336,13.3
90,Deivid Washington,124251,Santos,ATA,10.95,3.1
91,Denilson,115986,Cuiabá,MEI,2.433333333333333,1.25
92,Deyverson,92708,Cuiabá,ATA,1.5750000000000002,3.5666666666666664
93,Di Placido,98605,Botafogo,LAT,10.875,2.4333333333333336
94,Diego,101027,Goiás,MEI,4.8999999999999995,3.6999999999999997
95,Diego Costa,101728,São Paulo,ZAG,0.30000000000000004,2.75
96,Diego Gonçalves,90540,Goiás,ATA,0.6,1.4666666666666668
97,Diego Rosa,107796,Bahia,MEI,1.65,0.8500000000000001
98,Diogo Barbosa,70916,Grêmio,LAT,0.5,0.23333333333333328
99,Dodi,89883,Santos,MEI,1.975,7.4
100,Dodô,107375,Goiás,MEI,-0.65,0.0
101,Dorival Júnior,40990,São Paulo,TEC,7.91,4.260000000000001
102,Dudu,68920,Palmeiras,ATA,3.733333333333333,8.05
103,Ed Carlos,118747,Santos,MEI,0.0,1.0
104,Edenílson,63289,Atlético-MG,MEI,3.2,2.725
