,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1440,Alan Kardec,50347,Atlético-MG,ATA,-0.15000000000000002,8.7,Goiás,visitante,5.25,6.975
1441,Alef Manga,101254,Coritiba,ATA,7.159999999999999,7.18,Cruzeiro,visitante,6.428571428571429,6.804285714285714
1442,Rafael Navarro,105770,Palmeiras,ATA,1.8,9.8,Internacional,visitante,3.6666666666666665,6.733333333333333
1443,Hulk,39148,Atlético-MG,ATA,9.040000000000001,8.028571428571428,Goiás,visitante,5.25,6.639285714285714
1444,Fransérgio,63024,Coritiba,MEI,2.3,0.0,Cruzeiro,visitante,6.428571428571429,6.428571428571429
1445,Gustavo Vilar,111644,Coritiba,ZAG,0.0,0.0,Cruzeiro,visitante,6.428571428571429,6.428571428571429
1446,Marcelino Moreno,88857,Coritiba,MEI,3.9200000000000004,6.38,Cruzeiro,visitante,6.428571428571429,6.404285714285715
1447,Piquerez,102130,Palmeiras,LAT,3.3400000000000007,8.9,Internacional,visitante,3.6666666666666665,6.283333333333333
1448,Thiago Kosloski,125470,Coritiba,TEC,6.97,5.95,Cruzeiro,visitante,6.428571428571429,6.189285714285715
1449,Rubens,110727,Atlético-MG,LAT,5.8999999999999995,6.9399999999999995,Goiás,visitante,5.25,6.095
1450,Rikelme,105547,Cuiabá,ATA,6.05,6.325,Fortaleza,visitante,5.214285714285714,5.769642857142857
1451,Eduardo Coudet,94853,Atlético-MG,TEC,5.358,6.2700000000000005,Goiás,visitante,5.25,5.76
1452,Rayan,122486,Vasco,ATA,0.6666666666666666,6.8,América-MG,visitante,4.628571428571428,5.7142857142857135
1453,Robson,84817,Coritiba,ATA,6.757142857142858,4.66,Cruzeiro,visitante,6.428571428571429,5.5442857142857145
1454,Matheus Alexandre,103347,Cuiabá,LAT,2.5500000000000003,5.75,Fortaleza,visitante,5.214285714285714,5.482142857142858
1455,António Oliveira,111578,Cuiabá,TEC,5.0475,5.595,Fortaleza,visitante,5.214285714285714,5.404642857142857
1456,Raniele,95556,Cuiabá,MEI,4.728571428571429,5.383333333333333,Fortaleza,visitante,5.214285714285714,5.298809523809524
1457,Jean Pedroso,121796,Coritiba,ZAG,3.4,4.1,Cruzeiro,visitante,6.428571428571429,5.264285714285714
1458,Gerson,89256,Flamengo,MEI,4.7,8.36,Fluminense,visitante,2.142857142857143,5.251428571428571
1459,Isaac,124247,Atlético-MG,ATA,-0.3,0.0,Goiás,visitante,5.25,5.25
1460,Pedrinho,98706,Atlético-MG,MEI,0.45,0.0,Goiás,visitante,5.25,5.25
1461,Alisson,125469,Atlético-MG,ATA,-0.3,0.0,Goiás,visitante,5.25,5.25
1462,Andrey Santos,109591,Vasco,MEI,1.7,5.833333333333333,América-MG,visitante,4.628571428571428,5.230952380952381
1463,Clayson,83817,Cuiabá,ATA,0.2,0.0,Fortaleza,visitante,5.214285714285714,5.214285714285714
1464,Vitão,121779,Cuiabá,ZAG,0.0,0.0,Fortaleza,visitante,5.214285714285714,5.214285714285714
1465,José Ricardo,107039,Cuiabá,MEI,0.5,0.0,Fortaleza,visitante,5.214285714285714,5.214285714285714
1466,Uendel,60852,Cuiabá,LAT,0.0,0.0,Fortaleza,visitante,5.214285714285714,5.214285714285714
1467,Pavón,91908,Atlético-MG,ATA,5.771428571428571,5.0,Goiás,visitante,5.25,5.125
1468,Boschilia,86841,Coritiba,MEI,2.5599999999999996,3.683333333333333,Cruzeiro,visitante,6.428571428571429,5.055952380952381
1469,Deyverson,92708,Cuiabá,ATA,5.1000000000000005,4.885714285714285,Fortaleza,visitante,5.214285714285714,5.05
1470,Réver,52253,Atlético-MG,ZAG,-1.0,4.85,Goiás,visitante,5.25,5.05
1471,Nathan Silva,95794,Atlético-MG,ZAG,3.3,4.8,Goiás,visitante,5.25,5.025
1472,Artur,95799,Palmeiras,ATA,6.285714285714286,6.383333333333333,Internacional,visitante,3.6666666666666665,5.0249999999999995
1473,Fernando Sobral,84428,Cuiabá,MEI,6.3500000000000005,4.833333333333333,Fortaleza,visitante,5.214285714285714,5.023809523809524
1474,Gabriel Menino,103767,Palmeiras,MEI,3.016666666666666,6.299999999999999,Internacional,visitante,3.6666666666666665,4.9833333333333325
1475,Saravia,96725,Atlético-MG,LAT,1.45,4.7,Goiás,visitante,5.25,4.975
1476,Villasanti,97145,Grêmio,MEI,6.642857142857143,5.85,Corinthians,visitante,4.0,4.925
1477,Liziero,100761,Coritiba,MEI,1.0499999999999998,3.375,Cruzeiro,visitante,6.428571428571429,4.901785714285714
1478,Eduardo Sasha,70360,Bragantino,ATA,5.812500000000001,6.7,Botafogo,visitante,3.0714285714285716,4.885714285714286
1479,Dudu,68920,Palmeiras,ATA,6.585714285714286,6.1000000000000005,Internacional,visitante,3.6666666666666665,4.883333333333334
1480,Gabriel Pec,106199,Vasco,ATA,3.8714285714285706,5.116666666666665,América-MG,visitante,4.628571428571428,4.872619047619047
1481,Ivo Vieira,121593,Cuiabá,TEC,3.25,4.505000000000001,Fortaleza,visitante,5.214285714285714,4.859642857142857
1482,Everson,72294,Atlético-MG,GOL,1.5714285714285714,4.428571428571429,Goiás,visitante,5.25,4.839285714285714
1483,Antônio Carlos Zago,69029,Coritiba,TEC,4.144,3.242,Cruzeiro,visitante,6.428571428571429,4.835285714285714
1484,Bitello,112140,Grêmio,MEI,6.4,5.540000000000001,Corinthians,visitante,4.0,4.7700000000000005
1485,Abel Ferreira,110506,Palmeiras,TEC,5.444285714285714,5.871428571428572,Internacional,visitante,3.6666666666666665,4.769047619047619
1486,Bruno Gomes,106202,Coritiba,MEI,4.6571428571428575,3.0999999999999996,Cruzeiro,visitante,6.428571428571429,4.764285714285714
1487,Ruan Assis,124834,Coritiba,MEI,0.0,3.1,Cruzeiro,visitante,6.428571428571429,4.764285714285714
1488,Danilo Fernandes,69051,Bahia,GOL,-1.0,7.0,Athletico-PR,visitante,2.2857142857142856,4.642857142857142
1489,Paulinho,99818,Atlético-MG,ATA,7.1499999999999995,4.016666666666667,Goiás,visitante,5.25,4.633333333333333
1490,Serginho,125471,Vasco,ATA,1.4,0.0,América-MG,visitante,4.628571428571428,4.628571428571428
1491,Cristaldo,89846,Grêmio,MEI,7.262499999999999,5.220000000000001,Corinthians,visitante,4.0,4.61
1492,Walter,51413,Cuiabá,GOL,1.4285714285714286,4.0,Fortaleza,visitante,5.214285714285714,4.607142857142858
1493,Weverton,71631,Palmeiras,GOL,1.2142857142857142,5.5,Internacional,visitante,3.6666666666666665,4.583333333333333
1494,Matheus Fernandes,94067,Bragantino,MEI,4.987500000000001,6.06,Botafogo,visitante,3.0714285714285716,4.565714285714286
1495,Willian Farias,63058,Coritiba,MEI,2.35,2.6,Cruzeiro,visitante,6.428571428571429,4.514285714285714
1496,PK,91190,Cuiabá,LAT,0.5499999999999999,3.8000000000000003,Fortaleza,visitante,5.214285714285714,4.507142857142857
1497,Zé Roberto,80076,Coritiba,ATA,2.6,2.55,Cruzeiro,visitante,6.428571428571429,4.489285714285714
1498,Vitor Jacaré,101201,Bahia,ATA,5.5,6.666666666666667,Athletico-PR,visitante,2.2857142857142856,4.476190476190476
1499,João Lucas,104257,Santos,LAT,6.6000000000000005,5.933333333333334,São Paulo,visitante,3.0,4.466666666666667
1500,Ferreira,101290,Grêmio,ATA,0.0,4.9,Corinthians,visitante,4.0,4.45
1501,Erick Marcus,121184,Vasco,ATA,1.54,4.25,América-MG,visitante,4.628571428571428,4.439285714285714
1502,Lucas Evangelista,84674,Bragantino,MEI,5.471428571428571,5.8,Botafogo,visitante,3.0714285714285716,4.435714285714286
1503,Natanael,107554,Coritiba,LAT,6.800000000000001,2.4000000000000004,Cruzeiro,visitante,6.428571428571429,4.414285714285715
1504,Thiago Borbas,117314,Bragantino,ATA,1.9000000000000001,5.74,Botafogo,visitante,3.0714285714285716,4.405714285714286
1505,Kuscevic,98619,Coritiba,ZAG,1.325,2.3600000000000003,Cruzeiro,visitante,6.428571428571429,4.394285714285715
1506,Mariano,38877,Atlético-MG,LAT,1.9000000000000001,3.5333333333333337,Goiás,visitante,5.25,4.391666666666667
1507,Hyoran,85931,Atlético-MG,MEI,3.575,3.514285714285714,Goiás,visitante,5.25,4.382142857142857
1508,Jamerson,116461,Coritiba,LAT,3.3333333333333335,2.3285714285714283,Cruzeiro,visitante,6.428571428571429,4.378571428571428
1509,Allyson,124340,Cuiabá,ZAG,3.45,3.466666666666667,Fortaleza,visitante,5.214285714285714,4.34047619047619
1510,Puma Rodríguez,99213,Vasco,LAT,4.142857142857143,4.0,América-MG,visitante,4.628571428571428,4.314285714285714
1511,Alan Empereur,88033,Cuiabá,ZAG,0.23999999999999985,3.4000000000000004,Fortaleza,visitante,5.214285714285714,4.307142857142857
1512,Juninho Capixaba,94968,Bragantino,LAT,8.057142857142857,5.533333333333332,Botafogo,visitante,3.0714285714285716,4.302380952380952
1513,João Paulo,85425,Santos,GOL,2.875,5.583333333333333,São Paulo,visitante,3.0,4.291666666666666
1514,Gustavo Martins,111309,Grêmio,ZAG,2.25,4.566666666666666,Corinthians,visitante,4.0,4.283333333333333
1515,Naves,115246,Palmeiras,ZAG,0.0,4.866666666666666,Internacional,visitante,3.6666666666666665,4.266666666666667
1516,William Pottker,77809,Coritiba,ATA,0.3666666666666667,2.1,Cruzeiro,visitante,6.428571428571429,4.264285714285714
1517,Maurício Barbieri,82792,Vasco,TEC,3.6675,3.891666666666667,América-MG,visitante,4.628571428571428,4.260119047619048
1518,Zaracho,100079,Atlético-MG,MEI,4.116666666666667,3.266666666666666,Goiás,visitante,5.25,4.258333333333333
1519,Cuiabano,116065,Grêmio,LAT,1.4250000000000003,4.5,Corinthians,visitante,4.0,4.25
1520,Zé Rafael,82455,Palmeiras,MEI,4.139999999999999,4.766666666666667,Internacional,visitante,3.6666666666666665,4.216666666666667
