,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral
0,Palmeiras,2.2298212257890957,0.8352999249360339,0.9841263133153456,1.0220763963171036,1.6069737695522206,0.9286881606265687,1.3945213008530617,-0.03795008300175795,0.6782856089256519
1,Cruzeiro,1.626676072880714,0.9937796773661106,1.4970751223271943,1.2339250539126982,1.561875597603954,1.1138523656394044,0.6328963955146033,0.26315006841449606,0.44802323196454963
2,Atlético-MG,1.6379963665654382,0.7958872512514936,1.0581180030198003,1.013693383801284,1.3480571847926193,0.9047903175263888,0.8421091153139446,0.04442461921851626,0.44326686726623044
3,Fortaleza,1.5306382058063106,1.0789282082466018,1.4605218523061134,1.523110300463608,1.495580029056212,1.301019254355105,0.45170999755970875,-0.06258844815749454,0.1945607747011071
4,Athletico-PR,1.6507095185854908,0.9103241380131881,1.0214622364713126,1.400461822831143,1.3360858775284017,1.1553929804221656,0.7403853805723026,-0.37899958635983033,0.18069289710623604
5,Bragantino,1.6913522060877793,0.8556833985986871,1.2512202192321764,1.7315333565044118,1.4712862126599777,1.2936083775515494,0.8356688074890921,-0.48031313727223535,0.17767783510842827
6,São Paulo,1.5429268691787783,1.1469044346131498,1.1318559469886595,1.2792107930900187,1.337391408083719,1.2130576138515843,0.39602243456562847,-0.14735484610135918,0.12433379423213475
7,Bahia,1.4409488020174634,1.016393266973943,1.1020882778530787,1.3226865484741295,1.271518539935271,1.1695399077240363,0.4245555350435204,-0.22059827062105075,0.10197863221123482
8,Botafogo,1.728580263232914,0.6911099774668651,0.7954157564317397,1.7207382988434639,1.2619980098323267,1.2059241381551644,1.037470285766049,-0.9253225424117242,0.05607387167716227
9,Cuiabá,1.2331223238140376,0.7724064878214756,1.1391443471612572,1.5842474666000332,1.1861333354876473,1.1783269772107543,0.46071583599256205,-0.445103119438776,0.007806358276893022
10,Grêmio,1.8784907833275055,1.4982044003312216,1.3182040528561079,1.7811922520112387,1.5983474180918067,1.6396983261712301,0.3802863829962839,-0.4629881991551308,-0.04135090807942343
11,Vasco,1.352570337204181,0.9148506334593787,0.8837215271690823,1.622799755914525,1.1181459321866316,1.268825194686952,0.4377197037448024,-0.7390782287454428,-0.15067926250032038
12,Corinthians,1.4267856000264358,1.0854269925107298,0.8159711119893557,1.470236302887015,1.1213783560078958,1.2778316476988723,0.341358607515706,-0.6542651908976592,-0.15645329169097644
13,Fluminense,1.344710725694892,1.1264655347877717,1.2385469126049335,1.893922467791226,1.2916288191499128,1.510194001289499,0.21824519090712036,-0.6553755551862925,-0.2185651821395862
14,Internacional,1.332185402168135,1.246757762047156,0.8956656664586985,1.5006852506677,1.1139255343134167,1.373721506357428,0.08542764012097903,-0.6050195842090015,-0.2597959720440113
15,Coritiba,1.3934367823700236,1.2000744739582958,0.941029092160889,1.6639239128066203,1.1672329372654562,1.431999193382458,0.19336230841172775,-0.7228948206457313,-0.2647662561170019
16,Santos,1.1427668367014323,0.9861647429839854,0.7903438260197373,1.4993493054362368,0.9665553313605848,1.2427570242101111,0.15660209371744693,-0.7090054794164995,-0.27620169284952634
17,Flamengo,1.4829429960571439,1.5134232985707259,1.1201818081232384,1.6730170821987247,1.301562402090191,1.5932201903847254,-0.030480302513582025,-0.5528352740754863,-0.29165778829453437
18,América-MG,1.3852092213578235,1.2493675440617762,1.0323113610539836,1.896782958390951,1.2087602912059037,1.5730752512263635,0.13584167729604735,-0.8644715973369674,-0.3643149600204598
19,Goiás,1.1682220035939168,1.2262668384818671,0.91957188595938,1.6884432782272956,1.0438969447766484,1.4573550583545813,-0.058044834887950314,-0.7688713922679156,-0.41345811357793294
