,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral
0,Palmeiras,2.4359888553612272,0.9115802612646815,0.9668152961760368,1.1678028650375072,1.7014020757686321,1.0396915631510943,1.5244085940965457,-0.2009875688614704,0.6617105126175378
1,Cruzeiro,1.709309689135658,0.9166862904414195,1.5020939254342063,1.206703086443405,1.605701807284932,1.061694688442412,0.7926233986942386,0.2953908389908013,0.54400711884252
2,Botafogo,1.9359651855651914,0.6872878470540243,1.016011896452403,1.525708136174456,1.4759885410087972,1.1064979916142401,1.248677338511167,-0.509696239722053,0.36949054939455706
3,Atlético-MG,1.6150850458766777,0.739708607933512,0.9374611129405505,1.1050538428667749,1.2762730794086141,0.9223812254001434,0.8753764379431657,-0.16759272992622443,0.3538918540084707
4,Bahia,1.635554874554843,1.1335312301543838,1.2223603471492612,1.0714890658973144,1.428957610852052,1.102510148025849,0.5020236444004591,0.15087128125194682,0.32644746282620307
5,Fortaleza,1.6530224565392242,1.0398349189661085,1.514649203622277,1.5267728442180466,1.5838358300807505,1.2833038815920776,0.6131875375731157,-0.012123640595769647,0.3005319484886728
6,São Paulo,1.631514517662944,1.140621482718883,1.0969314817854472,1.228598669499008,1.3642229997241957,1.1846100761089455,0.490893034944061,-0.1316671877135609,0.17961292361525016
7,Athletico-PR,1.352509150794462,0.9629437530939852,0.9739843053240034,1.4676610608336411,1.1632467280592327,1.2153024069638132,0.3895653977004768,-0.49367675550963774,-0.052055678904580516
8,Corinthians,1.321718560468191,1.106575477777691,0.8927719162278439,1.2841859112531175,1.1072452383480174,1.1953806945154044,0.21514308269049986,-0.39141399502527363,-0.08813545616738705
9,Bragantino,1.4299883005067837,0.9834721691307748,1.0625137482258806,1.6937816655540616,1.246251024366332,1.3386269173424181,0.4465161313760089,-0.631267917328181,-0.09237589297608606
10,Fluminense,1.2716234838641864,0.8977382528647944,1.3512066878953057,1.9409232442458588,1.3114150858797462,1.4193307485553266,0.3738852309993921,-0.5897165563505531,-0.10791566267558039
11,Flamengo,1.6137736283253963,1.4799479757059546,1.2931631373959376,1.6971649443230263,1.453468382860667,1.5885564600144906,0.13382565261944168,-0.40400180692708876,-0.13508807715382365
12,América-MG,1.4218086177426157,1.1993267905614837,1.2373382035429181,1.7352828378460818,1.3295734106427668,1.4673048142037828,0.22248182718113196,-0.4979446343031637,-0.13773140356101599
13,Vasco,1.2993449288391732,0.9723305546589168,0.8208014713923774,1.4716987071688774,1.0600732001157753,1.222014630913897,0.32701437418025636,-0.6508972357765,-0.16194143079812173
14,Internacional,1.3624206035387398,1.3947799606489895,1.0867174502114156,1.4270493196002487,1.2245690268750777,1.410914640124619,-0.03235935711024962,-0.3403318693888331,-0.18634561324954135
15,Cuiabá,1.0480574198275436,0.8756010426564309,1.0814001028820328,1.6373949830463894,1.0647287613547882,1.2564980128514103,0.17245637717111273,-0.5559948801643566,-0.19176925149662205
16,Goiás,1.1602167846148743,1.2233155114588143,1.2315744314187065,1.782308618296587,1.1958956080167904,1.5028120648777006,-0.06309872684394002,-0.5507341868778806,-0.3069164568609102
17,Grêmio,1.5285116593427894,1.5798058364578573,1.1868083698221095,1.79553903993847,1.3576600145824496,1.6876724381981636,-0.051294177115067896,-0.6087306701163606,-0.33001242361571403
18,Santos,1.098408952102903,1.2774142979543046,0.7574366873337376,1.5522493121654026,0.9279228197183202,1.4148318050598536,-0.1790053458514016,-0.794812624831665,-0.4869089853415334
19,Coritiba,1.1878346263061743,1.2255827008332179,0.69884473477635,1.64742130315827,0.9433396805412622,1.436502001995744,-0.03774807452704354,-0.9485765683819201,-0.4931623214544818
