,clube,Goal_diff_geral,xG_diff_geral
1,Atlético-MG,-0.00694444444444442,0.35487514498393735
4,Fortaleza,-0.07638888888888884,0.2218975791984945
7,Bahia,-0.5625,0.12277161303875239
9,América-MG,-0.9375,0.014391338896933226
