,mandante,visitante,odds_mandante_percent,odds_empate_percent,odds_visitante_percent,odds_mandante,odds_empate,odds_visitante
0,Corinthians,Cuiabá,51.02040816326531,34.01360544217687,17.98561151079137,1.96,2.94,5.56
1,Atlético-MG,Bragantino,48.07692307692307,35.97122302158274,19.011406844106464,2.08,2.78,5.26
2,Coritiba,Santos,37.03703703703704,34.96503496503497,30.959752321981426,2.7,2.86,3.23
3,Internacional,Vasco,44.052863436123346,35.97122302158274,22.98850574712644,2.27,2.78,4.35
4,São Paulo,Palmeiras,28.011204481792717,39.0625,35.97122302158274,3.57,2.56,2.78
5,Flamengo,Grêmio,51.02040816326531,35.97122302158274,16.0,1.96,2.78,6.25
6,América-MG,Athletico-PR,33.003300330033,39.0625,30.959752321981426,3.03,2.56,3.23
7,Goiás,Fluminense,22.98850574712644,39.0625,40.98360655737705,4.35,2.56,2.44
