,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1250,Mendoza,90031,Santos,ATA,17.45,3.8,Internacional,mandante,5.75,11.6
1251,Raphael Veiga,94509,Palmeiras,MEI,16.133333333333336,4.7,Coritiba,mandante,2.625,9.379166666666668
1252,João Pedro,89273,Grêmio,LAT,15.4,2.3,São Paulo,mandante,3.25,9.325
1253,Moisés,104666,Fortaleza,ATA,11.766666666666667,1.0666666666666667,Bahia,mandante,5.5,8.633333333333333
1254,Deivid Washington,124251,Santos,ATA,10.95,3.1,Internacional,mandante,5.75,8.35
1255,Breno,122991,América-MG,MEI,10.9,2.4,Corinthians,mandante,4.625,7.7625
1256,Joaquim,109563,Santos,ZAG,9.45,4.033333333333332,Internacional,mandante,5.75,7.6
1257,Bruno Pacheco,90061,Fortaleza,LAT,8.875,5.933333333333334,Bahia,mandante,5.5,7.1875
1258,Maicon,71227,Santos,ZAG,8.6,0.0,Internacional,mandante,5.75,7.175
1259,Nino,91708,Fluminense,ZAG,12.366666666666665,2.82,Bragantino,mandante,1.6666666666666667,7.016666666666666
1260,Pepê,101573,Grêmio,MEI,10.5,0.0,São Paulo,mandante,3.25,6.875
1261,Lucas Pires,114374,Santos,LAT,7.825,3.55,Internacional,mandante,5.75,6.7875
1262,Soteldo,87258,Santos,ATA,7.7,2.05,Internacional,mandante,5.75,6.725
1263,Odair Hellmann,92273,Santos,TEC,7.347499999999999,4.9375,Internacional,mandante,5.75,6.54875
1264,Lima,96340,Fluminense,MEI,10.966666666666667,4.84,Bragantino,mandante,1.6666666666666667,6.316666666666666
1265,Marcos Leonardo,109497,Santos,ATA,6.75,5.95,Internacional,mandante,5.75,6.25
1266,Eduardo Bauermann,86970,Santos,ZAG,6.7,2.5,Internacional,mandante,5.75,6.225
1267,Tinga,82628,Fortaleza,LAT,6.925,4.0,Bahia,mandante,5.5,6.2125
1268,José López,113103,Palmeiras,ATA,9.7,1.4,Coritiba,mandante,2.625,6.1625
1269,João Paulo,85425,Santos,GOL,6.5,5.625,Internacional,mandante,5.75,6.125
1270,Adriel,107748,Grêmio,GOL,9.0,1.5,São Paulo,mandante,3.25,6.125
1271,Luis Suárez,69318,Grêmio,ATA,8.825,3.8499999999999996,São Paulo,mandante,3.25,6.0375
1272,Juan Vojvoda,104754,Fortaleza,TEC,6.5725,5.762500000000001,Bahia,mandante,5.5,6.03625
1273,Wesley,105811,Cruzeiro,ATA,7.3,2.3666666666666667,Atlético-MG,mandante,4.625,5.9625
1274,Aloísio,73850,América-MG,ATA,7.233333333333334,6.35,Corinthians,mandante,4.625,5.929166666666667
1275,Marlon,91706,Cruzeiro,LAT,7.15,15.024999999999999,Atlético-MG,mandante,4.625,5.8875
1276,Gabriel Inocêncio,93702,Santos,LAT,6.025,6.433333333333334,Internacional,mandante,5.75,5.8875
1277,Ceballos,115502,Fortaleza,ZAG,6.2,3.0500000000000003,Bahia,mandante,5.5,5.85
1278,Ivonei,105899,Santos,MEI,0.0,0.0,Internacional,mandante,5.75,5.75
1279,Bruno Mezenga,37865,Santos,ATA,0.0,1.2,Internacional,mandante,5.75,5.75
1280,Maurício Kozlinski,72595,Fortaleza,GOL,6.0,0.0,Bahia,mandante,5.5,5.75
1281,Ed Carlos,118747,Santos,MEI,0.0,1.0,Internacional,mandante,5.75,5.75
1282,Hércules,116447,Fortaleza,MEI,5.533333333333332,2.675,Bahia,mandante,5.5,5.516666666666666
1283,Benítez,93550,América-MG,MEI,6.4,2.55,Corinthians,mandante,4.625,5.5125
1284,Romarinho,84523,Fortaleza,ATA,0.0,1.55,Bahia,mandante,5.5,5.5
1285,João Ricardo,81881,Fortaleza,GOL,5.5,4.5,Bahia,mandante,5.5,5.5
1286,Messias,87402,Santos,ZAG,5.225,2.9,Internacional,mandante,5.75,5.4875
1287,João Lucas,104257,Santos,LAT,5.0,6.8,Internacional,mandante,5.75,5.375
1288,Titi,50353,Fortaleza,ZAG,5.225,5.266666666666667,Bahia,mandante,5.5,5.3625
1289,Thiago Galhardo,71844,Fortaleza,ATA,5.05,0.0,Bahia,mandante,5.5,5.275
1290,Cristaldo,89846,Grêmio,MEI,7.0,4.166666666666667,São Paulo,mandante,3.25,5.125
1291,Lucas Lima,80583,Santos,MEI,4.425000000000001,2.675,Internacional,mandante,5.75,5.0875
1292,Bitello,112140,Grêmio,MEI,6.875,6.033333333333334,São Paulo,mandante,3.25,5.0625
1293,Bruno Rodrigues,92811,Cruzeiro,ATA,5.475,9.225000000000001,Atlético-MG,mandante,4.625,5.05
1294,Renato Gaúcho,41929,Grêmio,TEC,6.5175,4.0675,São Paulo,mandante,3.25,4.88375
1295,Pepa,123907,Cruzeiro,TEC,5.0775,7.765000000000001,Atlético-MG,mandante,4.625,4.85125
1296,Ângelo,110415,Santos,ATA,3.95,3.6750000000000003,Internacional,mandante,5.75,4.85
1297,Ganso,62977,Fluminense,MEI,7.966666666666666,4.68,Bragantino,mandante,1.6666666666666667,4.816666666666666
1298,Calebe,109461,Fortaleza,MEI,4.1000000000000005,2.95,Bahia,mandante,5.5,4.800000000000001
1299,Artur,95799,Palmeiras,ATA,6.95,7.5249999999999995,Coritiba,mandante,2.625,4.7875
1300,Sander,86391,Goiás,LAT,7.3,2.68,Cuiabá,mandante,2.175,4.7375
1301,Nathan,107676,Santos,LAT,3.5999999999999996,5.033333333333334,Internacional,mandante,5.75,4.675
1302,Brítez,101995,Fortaleza,ZAG,3.8000000000000003,4.066666666666666,Bahia,mandante,5.5,4.65
1303,Villasanti,97145,Grêmio,MEI,6.0,1.2,São Paulo,mandante,3.25,4.625
