,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Athletico-PR,Corinthians,53.33271215727444,25.64842537362091,21.018789127574593,42.16479839416578,21.340879397442492
1,Fluminense,Bahia,71.49696997582416,17.989374035350615,10.511784066156341,49.67456118539,11.231093940789943
2,Fortaleza,Atlético-MG,36.85423779518858,36.520079458412845,26.625682566200453,51.54711255068209,43.28424361720493
3,Cruzeiro,São Paulo,46.2413134655596,27.43925324008622,26.319410250818997,38.343620230477185,25.491887104765574
4,Palmeiras,Botafogo,38.647906909512905,30.479866325714838,30.872223878568573,39.10243442734289,33.67424815159182
5,Grêmio,Coritiba,77.73992871625371,14.127260424252416,8.122911163715262,47.53586746852324,7.135108712980079
6,Santos,Flamengo,31.810123593820606,29.922773471510812,38.26709920885635,32.95142369163524,37.36684715308253
7,Bragantino,Goiás,71.5607385166278,17.207241364083696,11.228664021247756,44.64903123009129,9.694330454331961
8,América-MG,Internacional,40.10672744506746,25.561777705037308,34.33144561212136,27.118653005924887,23.90518083393467
9,Vasco,Cuiabá,39.42682335232077,30.30236149783158,30.270811806325217,39.34834385972405,32.97913892702645
