,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,gato_mestre,slug,apelido,apelido_abreviado,nome,foto,status
0,"{'DS': 4, 'FC': 4, 'FD': 2, 'FS': 4, 'G': 1, 'SG': 1}",88393,3,262,2,7,2.9,15.55,-0.75,7.0,3,3.23,"{'media_pontos_mandante': 8.95, 'media_pontos_visitante': 3.1, 'media_minutos_jogados': 84, 'minutos_jogados': 51, 'scouts': {'media': {'SG': 0.33, 'FS': 1.33, 'G': 0.33, 'DS': 1.33, 'FC': 1.33, 'FD': 0.67}, 'mandante': {'SG': 1, 'FS': 2, 'G': 1, 'DS': 2, 'FC': 3, 'FD': 2}, 'visitante': {'FS': 2, 'DS': 2, 'FC': 1}}}",ayrton-lucas,Ayrton Lucas,A. Lucas,Ayrton Lucas Dantas de Medeiros,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,Provável
1,"{'DS': 4, 'FC': 2, 'FD': 3, 'FF': 2, 'FS': 3, 'G': 1}",95799,3,275,5,7,6.2,9.17,0.61,6.3,3,3.03,"{'media_pontos_mandante': 4, 'media_pontos_visitante': 10.9, 'media_minutos_jogados': 85, 'minutos_jogados': 88, 'scouts': {'media': {'FS': 1, 'G': 0.33, 'DS': 1.33, 'FC': 0.67, 'FF': 0.67, 'FD': 1}, 'mandante': {'FS': 2, 'DS': 4, 'FC': 2, 'FF': 2, 'FD': 1}, 'visitante': {'FS': 1, 'G': 1, 'FD': 2}}}",artur,Artur,Artur,Artur Victor Guimarães,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Provável
2,"{'CA': 1, 'DS': 1, 'FC': 1, 'FD': 1, 'FS': 6, 'G': 1}",71162,3,284,4,7,9.4,7.17,2.25,4.03,3,4.03,"{'media_pontos_mandante': 0, 'media_pontos_visitante': 6.050000000000001, 'media_minutos_jogados': 76, 'minutos_jogados': 78, 'scouts': {'media': {'FS': 2, 'G': 0.33, 'DS': 0.33, 'FC': 0.33, 'CA': 0.33, 'FD': 0.33}, 'mandante': {'FS': 2, 'CA': 1}, 'visitante': {'FS': 4, 'G': 1, 'DS': 1, 'FC': 1, 'FD': 1}}}",vina,Vina,Vina,Vinícius Goes Barbosa de Souza,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q8oUM9e.png,Provável
3,"{'DS': 4, 'FC': 2, 'FS': 1}",63013,3,275,2,5,0.0,6.26,0.0,4.7,1,1.52,"{'media_pontos_mandante': 4.7, 'media_pontos_visitante': 0, 'media_minutos_jogados': 107, 'minutos_jogados': 107, 'scouts': {'media': {'FS': 1, 'DS': 4, 'FC': 2}, 'mandante': {'FS': 1, 'DS': 4, 'FC': 2}, 'visitante': {}}}",marcos-rocha,Marcos Rocha,M. Rocha,Marcos Luis Rocha Aquino,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_OnxH8aq.png,Contundido
4,"{'DS': 1, 'FS': 2}",97468,3,263,2,7,2.2,9.6,-3.4,2.2,1,2.71,"{'media_pontos_mandante': 0, 'media_pontos_visitante': 2.2, 'media_minutos_jogados': 107, 'minutos_jogados': 107, 'scouts': {'media': {'FS': 2, 'DS': 1}, 'mandante': {}, 'visitante': {'FS': 2, 'DS': 1}}}",marcal,Marçal,Marçal,Fernando Marçal de Oliveira,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_lpafgKV.png,Provável
5,"{'CA': 2, 'DS': 2, 'FC': 5, 'FD': 2, 'FF': 1, 'FS': 3, 'G': 1, 'I': 3}",98225,3,267,5,7,1.3,5.79,-0.64,3.77,3,1.08,"{'media_pontos_mandante': 5.1000000000000005, 'media_pontos_visitante': 1.1, 'media_minutos_jogados': 103, 'minutos_jogados': 101, 'scouts': {'media': {'FS': 1, 'G': 0.33, 'I': 1, 'DS': 0.67, 'FC': 1.67, 'CA': 0.67, 'FF': 0.33, 'FD': 0.67}, 'mandante': {'FS': 2, 'G': 1, 'I': 1, 'FC': 3, 'CA': 1, 'FF': 1, 'FD': 2}, 'visitante': {'FS': 1, 'I': 2, 'DS': 2, 'FC': 2, 'CA': 1}}}",pedro-raul,Pedro Raul,P. Raul,Pedro Raul Garay da Silva,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_IDn4App.png,Provável
6,"{'FC': 1, 'FD': 1, 'FF': 1, 'FS': 2, 'G': 2}",80196,3,356,4,6,1.9,9.52,-1.23,6.23,3,1.69,"{'media_pontos_mandante': 1.35, 'media_pontos_visitante': 16, 'media_minutos_jogados': 25, 'minutos_jogados': 21, 'scouts': {'media': {'FS': 0.67, 'G': 0.67, 'FC': 0.33, 'FF': 0.33, 'FD': 0.33}, 'mandante': {'FS': 2, 'FC': 1, 'FF': 1, 'FD': 1}, 'visitante': {'G': 2}}}",yago-pikachu,Yago Pikachu,Y. Pikachu,Glaybson Yago Souza Lisboa,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_ve69BvY.png,Nulo
7,"{'FD': 1, 'FS': 2, 'G': 1}",71844,3,356,5,7,10.2,8.12,1.02,5.1,2,4.45,"{'media_pontos_mandante': 5.1, 'media_pontos_visitante': 0, 'media_minutos_jogados': 58, 'minutos_jogados': 71, 'scouts': {'media': {'FS': 1, 'G': 0.5, 'FD': 0.5}, 'mandante': {'FS': 2, 'G': 1, 'FD': 1}, 'visitante': {}}}",thiago-galhardo,Thiago Galhardo,T. Galhardo,Thiago Galhardo do Nascimento Rocha,https://s.sde.globo.com/media/person_role/2022/07/16/27deb38ffaefdd66a10d7f246dcc678f_FORMATO.png,Provável
8,"{'CA': 1, 'DS': 2, 'FC': 4, 'FF': 1, 'FS': 2, 'G': 1}",102253,3,290,3,7,2.9,6.03,-0.1,5.0,2,1.71,"{'media_pontos_mandante': 7.1, 'media_pontos_visitante': 2.9, 'media_minutos_jogados': 102, 'minutos_jogados': 102, 'scouts': {'media': {'FS': 1, 'G': 0.5, 'DS': 1, 'FC': 2, 'CA': 0.5, 'FF': 0.5}, 'mandante': {'FS': 2, 'G': 1, 'FC': 3, 'CA': 1}, 'visitante': {'DS': 2, 'FC': 1, 'FF': 1}}}",lucas-halter,Lucas Halter,L. Halter,Lucas Halter,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,Provável
9,"{'CA': 1, 'DS': 1, 'FC': 2, 'FD': 1, 'FS': 2, 'G': 1, 'SG': 1}",87225,3,293,3,2,0.0,11.37,0.0,7.4,2,4.11,"{'media_pontos_mandante': 11.4, 'media_pontos_visitante': 3.4, 'media_minutos_jogados': 76, 'minutos_jogados': 102, 'scouts': {'media': {'SG': 0.5, 'FS': 1, 'G': 0.5, 'DS': 0.5, 'FC': 1, 'CA': 0.5, 'FD': 0.5}, 'mandante': {'SG': 1, 'G': 1, 'FC': 2, 'CA': 1}, 'visitante': {'FS': 2, 'DS': 1, 'FD': 1}}}",pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Ribeiro Gonçalves,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,Dúvida
