,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral
0,Palmeiras,2.6,1.0,1.5,0.6666666666666666,2.05,0.8333333333333333,1.6,0.8333333333333334,1.2166666666666666
1,Botafogo,2.0,0.16666666666666666,1.4,1.2,1.7,0.6833333333333333,1.8333333333333333,0.19999999999999996,1.0166666666666666
2,Fluminense,1.6,0.4,1.5,1.5,1.55,0.95,1.2000000000000002,0.0,0.6000000000000001
3,Flamengo,1.8333333333333333,0.6666666666666666,1.8,2.0,1.8166666666666667,1.3333333333333333,1.1666666666666665,-0.19999999999999996,0.4833333333333334
4,Fortaleza,1.4,0.6,0.8333333333333334,0.6666666666666666,1.1166666666666667,0.6333333333333333,0.7999999999999999,0.16666666666666674,0.4833333333333334
5,Cruzeiro,0.5,1.0,2.2,0.8,1.35,0.9,-0.5,1.4000000000000001,0.45000000000000007
6,Atlético-MG,1.4,1.0,1.1666666666666667,0.6666666666666666,1.2833333333333332,0.8333333333333333,0.3999999999999999,0.5000000000000001,0.44999999999999996
7,Bragantino,2.0,1.0,1.4,1.6,1.7,1.3,1.0,-0.20000000000000018,0.3999999999999999
8,São Paulo,2.0,1.0,0.8,1.2,1.4,1.1,1.0,-0.3999999999999999,0.2999999999999998
9,Athletico-PR,1.6,1.0,1.0,1.6666666666666667,1.3,1.3333333333333335,0.6000000000000001,-0.6666666666666667,-0.03333333333333344
10,Grêmio,1.8333333333333333,1.0,1.0,2.0,1.4166666666666665,1.5,0.8333333333333333,-1.0,-0.08333333333333348
11,Internacional,1.4,0.8,0.6666666666666666,1.5,1.0333333333333332,1.15,0.5999999999999999,-0.8333333333333334,-0.1166666666666667
12,Santos,1.1666666666666667,1.0,0.4,1.0,0.7833333333333334,1.0,0.16666666666666674,-0.6,-0.21666666666666656
13,Corinthians,1.2,0.8,0.5,1.6666666666666667,0.85,1.2333333333333334,0.3999999999999999,-1.1666666666666667,-0.3833333333333334
14,Bahia,1.5,1.5,0.6,1.4,1.05,1.45,0.0,-0.7999999999999999,-0.3999999999999999
15,Goiás,1.4,1.8,0.6666666666666666,1.5,1.0333333333333332,1.65,-0.40000000000000013,-0.8333333333333334,-0.6166666666666667
16,Cuiabá,0.6,1.8,1.0,1.1666666666666667,0.8,1.4833333333333334,-1.2000000000000002,-0.16666666666666674,-0.6833333333333333
17,América-MG,1.0,1.6666666666666667,1.2,2.4,1.1,2.033333333333333,-0.6666666666666667,-1.2,-0.9333333333333331
18,Vasco,0.6,2.0,1.0,1.5,0.8,1.75,-1.4,-0.5,-0.95
19,Coritiba,0.5,1.3333333333333333,1.0,2.4,0.75,1.8666666666666667,-0.8333333333333333,-1.4,-1.1166666666666667
