,clube,xG_total,xGA_total,xG_saldo
0,Palmeiras,15.156471147123373,8.053131588958006,7.103339558165366
1,Cruzeiro,15.588984755418547,9.719717007114898,5.869267748303649
2,Fortaleza,15.60499855048228,10.334759859406851,5.270238691075429
3,Botafogo,13.021458035606143,9.617593539535266,3.4038644960708773
4,Bahia,12.754564121843748,10.155918724613421,2.5986453972303263
5,Atlético-MG,10.722854760240843,8.551203703368937,2.171651056871905
6,Athletico-PR,11.738349083759553,9.732762632611607,2.0055864511479466
7,Bragantino,12.562222720229336,11.498674859820742,1.063547860408594
8,Flamengo,13.508421764224838,12.823699517485178,0.6847222467396605
9,Cuiabá,10.082651412794757,10.739807690691828,-0.6571562778970712
10,Fluminense,12.310244553108646,13.546180299939476,-1.2359357468308296
11,Santos,9.696043415206866,11.38951173780054,-1.6934683225936737
12,São Paulo,10.588783799149574,12.915141279444171,-2.3263574802945968
13,Vasco,9.957223853295238,12.423048253474624,-2.465824400179386
14,América-MG,11.387901153043742,14.04214404822331,-2.654242895179568
15,Corinthians,8.253697675290926,11.177881573502898,-2.9241838982119717
16,Goiás,9.66875968653953,13.148888629805336,-3.4801289432658056
17,Internacional,9.709335913799617,13.191967318680575,-3.4826314048809586
18,Grêmio,11.687769816563144,16.017623591569848,-4.329853775006704
19,Coritiba,8.70559830964714,13.62667867132034,-4.9210803616732
