,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral
0,Botafogo,2.2222222222222223,0.2222222222222222,1.5,1.0,1.8611111111111112,0.6111111111111112,2.0,0.5,1.25
1,Palmeiras,2.125,1.0,1.6666666666666667,0.7777777777777778,1.8958333333333335,0.8888888888888888,1.125,0.888888888888889,1.0069444444444446
2,Flamengo,1.75,0.625,1.6666666666666667,1.5555555555555556,1.7083333333333335,1.0902777777777777,1.125,0.11111111111111116,0.6180555555555558
3,Bragantino,1.5555555555555556,0.6666666666666666,1.4285714285714286,1.4285714285714286,1.492063492063492,1.0476190476190477,0.888888888888889,0.0,0.4444444444444444
4,São Paulo,2.125,0.875,0.625,1.0,1.375,0.9375,1.25,-0.375,0.4375
5,Fluminense,1.4444444444444444,0.3333333333333333,1.125,1.5,1.2847222222222223,0.9166666666666666,1.1111111111111112,-0.375,0.3680555555555557
6,Cruzeiro,0.3333333333333333,0.7777777777777778,1.875,0.875,1.1041666666666667,0.8263888888888888,-0.4444444444444445,1.0,0.2777777777777779
7,Grêmio,1.8888888888888888,1.0,1.1428571428571428,1.7142857142857142,1.5158730158730158,1.3571428571428572,0.8888888888888888,-0.5714285714285714,0.1587301587301586
8,Athletico-PR,1.7777777777777777,1.1111111111111112,1.0,1.375,1.3888888888888888,1.2430555555555556,0.6666666666666665,-0.375,0.14583333333333326
9,Atlético-MG,1.125,1.25,0.8888888888888888,0.7777777777777778,1.0069444444444444,1.0138888888888888,-0.125,0.11111111111111105,-0.00694444444444442
10,Corinthians,1.5,0.8333333333333334,0.4444444444444444,1.2222222222222223,0.9722222222222222,1.027777777777778,0.6666666666666666,-0.7777777777777779,-0.05555555555555569
11,Cuiabá,1.125,1.25,1.0,1.0,1.0625,1.125,-0.125,0.0,-0.0625
12,Fortaleza,1.1111111111111112,0.8888888888888888,0.75,1.125,0.9305555555555556,1.0069444444444444,0.22222222222222232,-0.375,-0.07638888888888884
13,Internacional,1.0,0.75,0.6666666666666666,1.3333333333333333,0.8333333333333333,1.0416666666666665,0.25,-0.6666666666666666,-0.20833333333333326
14,Bahia,1.25,1.375,0.5,1.5,0.875,1.4375,-0.125,-1.0,-0.5625
15,Santos,1.6666666666666667,1.5555555555555556,0.375,1.625,1.0208333333333335,1.5902777777777777,0.11111111111111116,-1.25,-0.5694444444444442
16,Goiás,1.125,1.5,0.8888888888888888,1.6666666666666667,1.0069444444444444,1.5833333333333335,-0.375,-0.7777777777777779,-0.5763888888888891
17,Coritiba,1.0,1.125,1.0,2.4444444444444446,1.0,1.7847222222222223,-0.125,-1.4444444444444446,-0.7847222222222223
18,América-MG,1.0,2.0,1.25,2.125,1.125,2.0625,-1.0,-0.875,-0.9375
19,Vasco,0.5,1.625,0.875,1.75,0.6875,1.6875,-1.125,-0.875,-1.0
