,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
0,Flamengo,1.4829429960571439,1.5134232985707259,1.1201818081232384,1.6730170821987247
1,Botafogo,1.728580263232914,0.6911099774668651,0.7954157564317397,1.7207382988434639
2,Corinthians,1.4267856000264358,1.0854269925107298,0.8159711119893557,1.470236302887015
3,Bahia,1.4409488020174634,1.016393266973943,1.1020882778530787,1.3226865484741295
4,Fluminense,1.344710725694892,1.1264655347877717,1.2385469126049335,1.893922467791226
5,Vasco,1.352570337204181,0.9148506334593787,0.8837215271690823,1.622799755914525
6,Palmeiras,2.2298212257890957,0.8352999249360339,0.9841263133153456,1.0220763963171036
7,São Paulo,1.5429268691787783,1.1469044346131498,1.1318559469886595,1.2792107930900187
8,Santos,1.1427668367014323,0.9861647429839854,0.7903438260197373,1.4993493054362368
9,Bragantino,1.6913522060877793,0.8556833985986871,1.2512202192321764,1.7315333565044118
10,Atlético-MG,1.6379963665654382,0.7958872512514936,1.0581180030198003,1.013693383801284
11,Cruzeiro,1.626676072880714,0.9937796773661106,1.4970751223271943,1.2339250539126982
12,Grêmio,1.8784907833275055,1.4982044003312216,1.3182040528561079,1.7811922520112387
13,Internacional,1.332185402168135,1.246757762047156,0.8956656664586985,1.5006852506677
14,Goiás,1.1682220035939168,1.2262668384818671,0.91957188595938,1.6884432782272956
15,Athletico-PR,1.6507095185854908,0.9103241380131881,1.0214622364713126,1.400461822831143
16,Coritiba,1.3934367823700236,1.2000744739582958,0.941029092160889,1.6639239128066203
17,América-MG,1.3852092213578235,1.2493675440617762,1.0323113610539836,1.896782958390951
18,Fortaleza,1.5306382058063106,1.0789282082466018,1.4605218523061134,1.523110300463608
19,Cuiabá,1.2331223238140376,0.7724064878214756,1.1391443471612572,1.5842474666000332
