,clube,xP,ranking_xp
0,Palmeiras,12.34,1
1,Atlético-MG,10.54,2
2,Flamengo,10.35,3
3,Fortaleza,10.250000000000002,4
4,Cruzeiro,9.9,5
5,Bahia,9.02,6
6,Botafogo,8.99,7
7,América-MG,8.420000000000002,8
8,Athletico-PR,8.3,9
9,Bragantino,8.01,10
10,Fluminense,7.88,11
11,São Paulo,7.3500000000000005,12
12,Cuiabá,7.34,13
13,Corinthians,7.250000000000001,14
14,Santos,7.04,15
15,Internacional,6.95,16
16,Vasco,6.59,17
17,Goiás,6.58,18
18,Coritiba,6.52,19
19,Grêmio,5.56,20
