,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral
0,Palmeiras,2.6,1.0,1.8,0.6,2.2,0.8,1.6,1.2000000000000002,1.4000000000000001
1,Flamengo,1.8333333333333333,0.6666666666666666,2.25,1.5,2.0416666666666665,1.0833333333333333,1.1666666666666665,0.75,0.9583333333333333
2,Botafogo,2.0,0.16666666666666666,1.5,1.5,1.75,0.8333333333333334,1.8333333333333333,0.0,0.9166666666666666
3,Fluminense,1.75,0.5,1.5,1.5,1.625,1.0,1.25,0.0,0.625
4,Atlético-MG,1.4,1.0,1.4,0.6,1.4,0.8,0.3999999999999999,0.7999999999999999,0.5999999999999999
5,Cruzeiro,0.6,1.0,2.2,0.8,1.4000000000000001,0.9,-0.4,1.4000000000000001,0.5000000000000001
6,Fortaleza,1.4,0.6,0.8,0.8,1.1,0.7,0.7999999999999999,0.0,0.40000000000000013
7,São Paulo,2.0,1.0,0.8,1.2,1.4,1.1,1.0,-0.3999999999999999,0.2999999999999998
8,Bragantino,1.6,1.2,1.4,1.6,1.5,1.4,0.40000000000000013,-0.20000000000000018,0.10000000000000009
9,Athletico-PR,1.6,1.0,1.0,1.6,1.3,1.3,0.6000000000000001,-0.6000000000000001,0.0
10,Santos,1.4,0.8,0.4,1.0,0.8999999999999999,0.9,0.5999999999999999,-0.6,-1.1102230246251565e-16
11,Grêmio,1.8,1.0,1.0,2.0,1.4,1.5,0.8,-1.0,-0.10000000000000009
12,Internacional,1.4,0.8,0.6,1.8,1.0,1.3,0.5999999999999999,-1.2000000000000002,-0.30000000000000004
13,Bahia,1.6,1.8,0.6,1.4,1.1,1.6,-0.19999999999999996,-0.7999999999999999,-0.5
14,Corinthians,1.2,0.8,0.2,2.0,0.7,1.4,0.3999999999999999,-1.8,-0.7
15,Cuiabá,0.75,2.0,1.0,1.1666666666666667,0.875,1.5833333333333335,-1.25,-0.16666666666666674,-0.7083333333333335
16,Goiás,1.4,1.8,0.6,1.8,1.0,1.8,-0.40000000000000013,-1.2000000000000002,-0.8
17,América-MG,1.0,1.6666666666666667,1.25,2.5,1.125,2.0833333333333335,-0.6666666666666667,-1.25,-0.9583333333333335
18,Vasco,0.75,2.25,1.0,1.5,0.875,1.875,-1.5,-0.5,-1.0
19,Coritiba,0.6,1.4,1.0,2.4,0.8,1.9,-0.7999999999999999,-1.4,-1.0999999999999999
