,clube,xG_mean,xG_total
0,Palmeiras,1.7014020757686317,17.01402075768631
1,Cruzeiro,1.6057018072849325,16.057018072849324
2,Fortaleza,1.5838358300807502,15.838358300807506
3,Botafogo,1.567983869920076,15.679838699200763
4,Flamengo,1.485529431953613,14.855294319536135
5,Bahia,1.428957610852052,14.289576108520519
6,São Paulo,1.3642229997241957,13.642229997241953
7,Grêmio,1.3576600145824496,13.576600145824493
8,América-MG,1.3480204520627366,13.480204520627359
9,Fluminense,1.3193734062828582,13.193734062828586
10,Atlético-MG,1.2762730794086141,12.762730794086133
11,Bragantino,1.2462510243663323,12.462510243663314
12,Internacional,1.224569026875078,12.245690268750776
13,Goiás,1.1958956080167904,11.958956080167905
14,Athletico-PR,1.1632467280592325,11.632467280592323
15,Corinthians,1.1072452383480176,11.072452383480176
16,Cuiabá,1.0680630296602371,10.680630296602372
17,Vasco,1.0122188543710955,10.122188543710955
18,Coritiba,0.9433396805412624,9.43339680541262
19,Santos,0.9279228197183202,9.279228197183201
