,atleta_id,apelido,ranking
0,89840,Calleri,1
1,94583,Pedro,2
2,112136,Lucas Beraldo,3
3,68708,Eduardo,4
4,79631,Cano,5
5,91664,Adryelson,6
6,111578,António Oliveira,7
7,68928,Rafael,8
8,106822,Rodrigo Nestor,9
9,102318,Caio Paulista,10
10,38144,Rafinha,11
11,94509,Raphael Veiga,12
12,97468,Marçal,13
13,79113,Víctor Cuesta,14
14,83257,Gabriel,15
15,40990,Dorival Júnior,16
16,101728,Diego Costa,17
17,80287,Luciano,18
18,89256,Gerson,19
19,68685,Alan Patrick,20
