,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral
0,Palmeiras,2.2670376792078253,0.8239138290516289,0.9862292603051154,1.127671255870754,1.6266334697564704,0.9757925424611915,1.4431238501561965,-0.14144199556563863,0.6508409272952789
1,Cruzeiro,1.576084991884468,0.9346851692023672,1.5307729916103057,1.2338031788137833,1.5534289917473867,1.0842441740080753,0.6413998226821007,0.29696981279652235,0.4691848177393114
2,Atlético-MG,1.5637051584389388,0.8023503895258421,0.9665045630049128,1.0072855124372062,1.2651048607219257,0.9048179509815242,0.7613547689130966,-0.04078094943229338,0.36028690974040156
3,Fortaleza,1.6810355222873237,0.9689607644164486,1.45387027953294,1.4995382578468288,1.5674529009101317,1.2342495111316387,0.712074757870875,-0.04566797831388891,0.33320338977849295
4,Bahia,1.5712422289589991,1.137357384527226,1.1761435834265357,1.107589680975766,1.3736929061927674,1.122473532751496,0.4338848444317731,0.06855390245076975,0.2512193734412713
5,Botafogo,1.675900209840612,0.7720210922017542,1.0481096786248822,1.7137795939878058,1.362004944232747,1.24290034309478,0.9038791176388578,-0.6656699153629235,0.11910460113796706
6,São Paulo,1.6111045337448913,1.1573123309398037,1.102452203642407,1.3943078563200175,1.3567783686936492,1.2758100936299106,0.4537922028050876,-0.2918556526776106,0.0809682750637386
7,Bragantino,1.6549629129180952,1.0166098609194631,1.1069854868259994,1.6452789949155981,1.3809741998720473,1.3309444279175306,0.638353051998632,-0.5382935080895987,0.05002977195451663
8,Athletico-PR,1.4265848455458179,1.0600317647453257,1.0051718919785366,1.2833854662049975,1.2158783687621773,1.1717086154751617,0.3665530808004922,-0.27821357422646087,0.044169753287015556
9,Cuiabá,1.2190294036135982,0.7503793438153994,1.1560816610825502,1.5778699624971442,1.1875555323480742,1.164124653156272,0.46865005979819885,-0.421788301414594,0.023430879191802312
10,Corinthians,1.2916554297326843,1.214440205299724,0.9682767718748043,1.076429383378509,1.1299661008037443,1.1454347943391165,0.07721522443296025,-0.1081526115037047,-0.01546869353537228
11,Vasco,1.3643388053968897,0.9004244603526509,0.9201505865271234,1.5035878427234124,1.1422446959620065,1.2020061515380316,0.4639143450442388,-0.583437256196289,-0.05976145557602508
12,Grêmio,1.7191004162308505,1.5501415427313796,1.3384655961265097,1.7770109409189054,1.52878300617868,1.6635762418251425,0.16895887349947092,-0.4385453447923957,-0.1347932356464625
13,Fluminense,1.2035468442255552,1.0555671640475355,1.283245668695739,1.902825066619213,1.243396256460647,1.4791961153333744,0.14797968017801977,-0.619579397923474,-0.23579985887272725
14,América-MG,1.3069949919929027,1.2218553842630786,1.0725316111443681,1.68101869235125,1.1897633015686355,1.4514370383071644,0.0851396077298241,-0.6084870812068819,-0.2616737367385289
15,Internacional,1.2198798573822067,1.2985578202391224,0.9849372474430766,1.4360562553112277,1.1024085524126417,1.367307037775175,-0.07867796285691564,-0.45111900786815107,-0.26489848536253335
16,Santos,1.0022672981654779,1.0560495926863283,0.9013933407062128,1.4069663135202544,0.9518303194358453,1.2315079531032913,-0.05378229452085037,-0.5055729728140416,-0.279677633667446
17,Coritiba,1.3319909920491038,1.1023322409672678,0.664273374759657,1.5521920542374599,0.9981321834043804,1.3272621476023638,0.22965875108183598,-0.8879186794778029,-0.32912996419798346
18,Flamengo,1.5452014651260455,1.6220875109930903,1.1979504008708393,1.7856064384223824,1.3715759329984425,1.7038469747077363,-0.07688604586704484,-0.5876560375515432,-0.3322710417092938
19,Goiás,1.1274354751197202,1.2740747680259517,1.0206693804718883,1.8024471017616008,1.0740524277958041,1.5382609348937764,-0.14663929290623146,-0.7817777212897126,-0.46420850709797223
