,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1365,Mendoza,90031,Santos,ATA,10.9,1.9333333333333333,Goiás,mandante,4.857142857142857,7.878571428571428
1366,Moisés,104666,Fortaleza,ATA,11.766666666666667,1.0666666666666667,Athletico-PR,mandante,3.1999999999999997,7.483333333333333
1367,Mateusinho,111879,Cuiabá,LAT,9.649999999999999,2.066666666666667,Bahia,mandante,5.083333333333333,7.366666666666665
1368,Maicon,71227,Santos,ZAG,8.6,0.0,Goiás,mandante,4.857142857142857,6.728571428571428
1369,Hulk,39148,Atlético-MG,ATA,9.040000000000001,8.028571428571428,Corinthians,mandante,4.385714285714285,6.712857142857143
1370,Fernando Sobral,84428,Cuiabá,MEI,7.966666666666668,4.833333333333333,Bahia,mandante,5.083333333333333,6.525
1371,Luis Suárez,69318,Grêmio,ATA,11.657142857142857,4.125,Botafogo,mandante,1.3333333333333333,6.495238095238095
1372,Raphael Veiga,94509,Palmeiras,MEI,12.375000000000002,3.8750000000000004,Flamengo,mandante,0.5,6.437500000000001
1373,Rikelme,105547,Cuiabá,ATA,7.266666666666667,6.325,Bahia,mandante,5.083333333333333,6.175
1374,Juninho Capixaba,94968,Bragantino,LAT,7.566666666666666,5.533333333333332,São Paulo,mandante,4.5,6.033333333333333
1375,Paulinho,99818,Atlético-MG,ATA,7.56,4.016666666666667,Corinthians,mandante,4.385714285714285,5.972857142857142
1376,Pepê,101573,Grêmio,MEI,10.5,0.0,Botafogo,mandante,1.3333333333333333,5.916666666666667
1377,Pedro Caixinha,117711,Bragantino,TEC,7.115714285714286,4.573333333333333,São Paulo,mandante,4.5,5.807857142857143
1378,Eduardo Bauermann,86970,Santos,ZAG,6.7,2.5,Goiás,mandante,4.857142857142857,5.7785714285714285
1379,Odair Hellmann,92273,Santos,TEC,6.636,4.994,Goiás,mandante,4.857142857142857,5.746571428571428
1380,Luan Patrick,106835,Bragantino,ZAG,6.966666666666666,3.4,São Paulo,mandante,4.5,5.7333333333333325
1381,Vitinho,101960,Bragantino,ATA,6.959999999999999,1.875,São Paulo,mandante,4.5,5.7299999999999995
1382,Soteldo,87258,Santos,ATA,6.45,4.3,Goiás,mandante,4.857142857142857,5.6535714285714285
1383,Andrés Hurtado,110715,Bragantino,LAT,6.766666666666666,1.4,São Paulo,mandante,4.5,5.633333333333333
1384,Helinho,102598,Bragantino,ATA,6.4799999999999995,1.55,São Paulo,mandante,4.5,5.49
1385,Tinga,82628,Fortaleza,LAT,7.733333333333334,3.7166666666666663,Athletico-PR,mandante,3.1999999999999997,5.466666666666667
1386,António Oliveira,111578,Cuiabá,TEC,5.706666666666667,5.595,Bahia,mandante,5.083333333333333,5.395
1387,Natanael,107554,Coritiba,LAT,7.220000000000001,2.4000000000000004,América-MG,mandante,3.5,5.36
