,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,14.0,Vasco,Cruzeiro,28.907668994620877,31.453877669806218,40.64696790710372,23.49583362618734,35.209982110293154
1,14.0,Cuiabá,Bahia,41.291748323836764,31.087632214374207,28.632170385137517,31.98325681628731,24.898593747964924
2,14.0,Atlético-MG,Corinthians,,,,38.68020392926578,18.975172246828592
3,14.0,Coritiba,América-MG,37.57180389840258,28.98996217445666,34.47678774133168,18.746917959838868,17.354044270746215
4,14.0,Palmeiras,Flamengo,47.9347586347466,26.809822767351438,26.257757911582228,22.630424008872886,10.779871408039748
5,14.0,Santos,Goiás,45.20713088706474,31.191251463806413,24.619141825179465,36.06287400047351,23.99223581772551
6,14.0,Fluminense,Internacional,50.56143742275066,29.057801660343795,21.39240929396284,38.681045226893865,19.281991081519685
7,14.0,Bragantino,São Paulo,42.64148677849864,29.91213209326038,28.442116546102607,28.71360214509681,20.681515517430302
8,14.0,Grêmio,Botafogo,37.353305307433914,28.71209738364463,34.94612629507527,22.19831356835187,27.123278774611926
9,14.0,Fortaleza,Athletico-PR,45.11931141555731,30.460535411236595,25.444842959692178,34.612051851806875,22.43159182605339
