,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,gato_mestre,slug,apelido,apelido_abreviado,nome,foto,status
0,"{'A': 1, 'CA': 3, 'DS': 18, 'FC': 21, 'FD': 3, 'FF': 4, 'FS': 18, 'G': 3, 'PS': 1, 'SG': 5}",88393,14,262,2,3,-1.7,14.42,-1.64,5.94,14,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",ayrton-lucas,Ayrton Lucas,A. Lucas,Ayrton Lucas Dantas de Medeiros,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,Suspenso
1,"{'DS': 5, 'FC': 3, 'FS': 3}",63013,14,275,2,7,0.0,5.12,0.0,3.3,2,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",marcos-rocha,Marcos Rocha,M. Rocha,Marcos Luis Rocha Aquino,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_OnxH8aq.png,Provável
2,"{'CA': 3, 'DS': 2, 'FC': 14, 'FD': 7, 'FF': 7, 'FS': 10, 'FT': 1, 'G': 2, 'I': 8}",98225,14,267,5,6,0.0,5.81,-0.11,2.7,12,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",pedro-raul,Pedro Raul,P. Raul,Pedro Raul Garay da Silva,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_IDn4App.png,Nulo
3,"{'A': 1, 'CA': 1, 'DS': 12, 'FC': 8, 'FD': 7, 'FF': 9, 'FS': 20, 'FT': 3, 'G': 4, 'I': 3}",95799,14,275,5,7,2.9,11.48,-0.38,6.33,13,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",artur,Artur,Artur,Artur Victor Guimarães,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Provável
4,"{'CA': 2, 'DS': 6, 'FC': 5, 'FD': 3, 'FF': 5, 'FS': 13, 'G': 3, 'I': 2, 'PP': 1}",80196,14,356,4,7,9.7,8.83,2.1,2.69,14,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",yago-pikachu,Yago Pikachu,Y. Pikachu,Glaybson Yago Souza Lisboa,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,Provável
5,"{'CA': 3, 'DS': 10, 'FC': 14, 'FD': 1, 'FF': 5, 'FS': 5, 'G': 1, 'I': 2, 'SG': 4}",87225,14,293,3,7,0.0,8.95,-0.31,3.65,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Ribeiro Gonçalves,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,Provável
6,"{'CA': 4, 'DS': 9, 'FC': 12, 'FF': 3, 'FS': 7, 'G': 1}",98619,14,294,3,7,1.0,3.41,-1.04,1.9,9,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",kuscevic,Kuscevic,Kuscevic,Benjamín Kuščević Jaramillo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qacVCwx.png,Provável
7,"{'CA': 2, 'DE': 36, 'FS': 4, 'GS': 14, 'SG': 4}",72294,14,282,1,7,0.0,5.38,-0.18,3.0,14,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",everson,Everson,Everson,Everson Felipe Marques Pires,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,Provável
8,"{'CA': 2, 'DS': 6, 'FC': 6, 'FD': 5, 'FF': 7, 'FS': 11, 'G': 2, 'I': 4}",71844,14,356,5,7,5.2,7.05,0.58,3.28,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",thiago-galhardo,Thiago Galhardo,T. Galhardo,Thiago Galhardo do Nascimento Rocha,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,Provável
9,"{'CA': 3, 'CV': 1, 'DS': 14, 'FC': 11, 'FF': 3, 'FS': 4, 'G': 1, 'I': 2, 'PC': 1, 'SG': 1}",102253,14,290,3,7,-1.3,4.32,-0.67,2.15,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",lucas-halter,Lucas Halter,L. Halter,Lucas Halter,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,Provável
10,"{'A': 1, 'DS': 11, 'FC': 8, 'FF': 3, 'FS': 5, 'I': 3, 'SG': 3}",105175,14,293,2,7,0.0,6.77,-0.05,3.55,10,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",khellven,Khellven,Khellven,Khellven Douglas Silva Oliveira,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7lRpDNN.png,Provável
11,{'V': 3},110818,14,265,6,7,1.76,8.7,-0.21,4.49,14,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",renato-paiva,Renato Paiva,R. Paiva,Renato Manuel Alves Paiva,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Provável
12,"{'CA': 2, 'DS': 9, 'FC': 13, 'FF': 4, 'FS': 8, 'G': 1}",86388,14,327,4,6,0.0,5.42,0.0,2.01,10,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",ale,Alê,Alê,Alexandre Egea,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BijuTNZ.png,Nulo
13,"{'CV': 1, 'DE': 26, 'DP': 1, 'FC': 1, 'FS': 1, 'GC': 1, 'GS': 19}",72580,14,327,1,6,0.0,5.43,0.0,1.17,7,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",matheus-cavichioli,Matheus Cavichioli,M. Cavichioli,Matheus Fernando Cavichioli,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,Nulo
14,"{'A': 2, 'CA': 3, 'DS': 13, 'FC': 18, 'FD': 8, 'FF': 9, 'FS': 27, 'FT': 1, 'G': 7, 'I': 3}",114802,14,293,5,7,0.0,13.41,0.0,8.17,13,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",vitor-roque,Vitor Roque,V. Roque,Vitor Hugo Roque Ferreira,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0B2D0LR.png,Provável
15,"{'A': 2, 'CA': 4, 'CV': 1, 'DS': 2, 'FC': 19, 'FD': 16, 'FF': 17, 'FS': 41, 'G': 6, 'I': 6, 'PS': 1}",39148,14,282,5,7,0.0,17.78,0.0,8.45,12,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",hulk,Hulk,Hulk,Givanildo Vieira de Souza,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_VrWmS3u.png,Provável
16,"{'DS': 18, 'FC': 9, 'FD': 13, 'FF': 6, 'FS': 8, 'G': 3, 'I': 3}",99818,14,282,5,7,5.1,10.75,0.43,5.59,12,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",paulinho,Paulinho,Paulinho,Paulo Henrique Sampaio Filho,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6AtAEsy.png,Provável
