,atleta_id,apelido,clube_id,xG_total,shots_total,jogos_num,goals_total,xG_per_match,G_per_match,xG_per_shot,shots_per_goal,clube
0,99818,Paulinho,282,5.097564255325297,37,11,4,0.46341493230229974,0.36363636363636365,0.1377720069006837,9.25,Atlético-MG
1,114802,Vitor Roque,293,5.451946571171585,38,13,8,0.4193805054747373,0.6153846153846154,0.14347227818872593,4.75,Athletico-PR
2,69318,Luis Suárez,284,5.423749157925275,55,13,4,0.4172114736865596,0.3076923076923077,0.09861362105318681,13.75,Grêmio
3,72142,Danilo Avelar,327,2.307130308024572,18,6,3,0.38452171800409535,0.5,0.1281739060013651,6.0,América-MG
4,84042,Tiquinho Soares,263,5.198427122679039,46,14,13,0.3713162230485028,0.9285714285714286,0.11300928527563128,3.5384615384615383,Botafogo
5,104666,Moisés,356,2.1563963448420633,16,6,3,0.35939939080701055,0.5,0.13477477155262896,5.333333333333333,Fortaleza
6,115915,Lelê,266,3.884018709055296,29,11,2,0.35309260991411784,0.18181818181818182,0.13393167962259642,14.5,Fluminense
7,83257,Gabriel,262,4.443012525491929,34,13,4,0.3417701942686099,0.3076923076923077,0.13067683898505672,8.5,Flamengo
8,87470,Thaciano,265,4.083641778270781,42,12,3,0.3403034815225651,0.25,0.09722956614930431,14.0,Bahia
9,89840,Calleri,276,3.6431991168202504,28,11,5,0.3311999197109319,0.45454545454545453,0.1301142541721518,5.6,São Paulo
10,90031,Mendoza,277,3.3114932374117125,27,10,5,0.33114932374117123,0.5,0.12264789768191528,5.4,Santos
11,98022,Erick,293,2.9495607795176904,25,9,1,0.3277289755019656,0.1111111111111111,0.11798243118070761,25.0,Athletico-PR
12,68920,Dudu,275,3.506780496964701,35,11,3,0.318798226996791,0.2727272727272727,0.10019372848470574,11.666666666666666,Palmeiras
13,101254,Alef Manga,294,2.8606254953218757,27,9,4,0.31784727725798617,0.4444444444444444,0.10594909241932873,6.75,Coritiba
14,94509,Raphael Veiga,275,3.1253078007690225,36,10,5,0.31253078007690227,0.5,0.0868141055769173,7.2,Palmeiras
15,87098,Matheus Peixoto,290,2.447801684267343,20,8,2,0.30597521053341786,0.25,0.12239008421336714,10.0,Goiás
16,80287,Luciano,276,3.294652001821144,34,11,4,0.2995138183473767,0.36363636363636365,0.09690152946532776,8.5,São Paulo
17,92708,Deyverson,1371,3.7852126598412177,33,13,7,0.2911702046031706,0.5384615384615384,0.11470341393458236,4.714285714285714,Cuiabá
18,79631,Cano,266,3.780429006045912,37,13,5,0.29080223123430093,0.38461538461538464,0.10217375692015979,7.4,Fluminense
