,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
0,Flamengo,1.5829914226960493,1.1283838140109141,1.4530721619221776,1.6284110192059298
1,Botafogo,1.5626806138140785,0.7890339350104435,1.0144030397884183,1.649374607635682
2,Corinthians,1.0101789623811088,0.9767158288325511,0.8644315816620933,1.2132452511330758
3,Bahia,1.6655264197323723,1.067673206009207,1.2076039975550323,1.2625976411711757
4,Fluminense,1.3830826725586842,0.8921022755596404,1.2334718445211392,2.091364142146246
5,Vasco,1.1674974055109093,0.9576577377457123,0.8655584261053857,1.8022470477769417
6,Palmeiras,2.2862942439783893,0.9206985352474555,1.1273765399000688,0.8983811390077993
7,São Paulo,1.1773624745373046,1.3667671708931473,1.2419846963034804,1.1924549505673592
8,Santos,1.066923236392186,1.0906521917768066,1.1669493127474198,1.5561113222503715
9,Bragantino,1.5751970163585933,1.1426547824692743,1.2539442493617434,1.732190719734894
10,Atlético-MG,1.7092243302652854,0.5812097752093672,1.0006851589431756,0.9698002815914659
11,Cruzeiro,1.876552459412201,1.0795900357214772,1.4994412207665064,1.1560696866589872
12,Grêmio,1.419399045429524,1.8845042020782201,0.8792521623633424,2.0887256993466288
13,Internacional,1.372689957845038,1.4787445068633855,0.9720164040698294,1.4880511120183413
14,Goiás,1.0350927277541955,1.3144171119592525,1.2501828745951202,1.5815882105322674
15,Athletico-PR,1.4135388289523212,0.9448563496265129,1.068586684891133,1.1231686988044611
16,Coritiba,1.2602421732927405,1.550001974045562,0.771616618418502,1.484354640490767
17,América-MG,1.130524728961527,1.6445466704306178,1.4187181591330378,1.7640921795844908
18,Fortaleza,2.190115492439152,1.1480609752822466,1.842071588875547,1.1940397946534371
19,Cuiabá,1.2739369266415084,1.0443742390796726,1.1431464686545045,1.6546802136931515
