,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
0,Flamengo,2.0877283303774377,1.170658637074897,1.4272380587575348,1.2516558292203313
1,Botafogo,1.7050026699841054,0.9878146493135591,1.1628182427123261,2.392126965549697
2,Corinthians,1.303177597770381,1.1198382095061772,0.7650301909795674,1.5921663041228322
3,Bahia,1.3610925672674266,0.7948970371260622,1.1597019688578594,1.2399488362924895
4,Fluminense,1.4629881517941266,0.8316367976958865,1.6423557637970698,2.058186441703775
5,Vasco,1.0979963669813035,1.1546446006177637,0.6993019949402007,2.172881780911286
6,Palmeiras,1.9264509758832822,0.8828735926704283,1.1603080400857917,0.9972255463591959
7,São Paulo,1.0644732834032014,1.5639658923350441,1.4325378368469994,1.4426189625315677
8,Santos,1.1664290644942839,1.1617636208985933,1.374023870961901,1.2624861515468178
9,Bragantino,1.2957123510294681,1.1355777493467447,1.6062799719032141,1.443499332984704
10,Atlético-MG,1.9086461589870618,0.5920220996136158,0.8986501596966671,1.5417200763028733
11,Cruzeiro,1.5916138117029226,0.9505067067158897,0.966494656649642,1.1630819234231686
12,Grêmio,1.4624624961318382,2.1812985548964776,1.1065729367137254,1.8418047275062
13,Internacional,1.7091785833149844,1.4547512047259694,1.0742379922243583,1.4405950161900616
14,Goiás,1.196350594183423,1.0387439926127031,1.1349071032341111,1.414832116136363
15,Athletico-PR,0.9573093620417097,1.1073939572656766,0.7243569023693015,1.1987525298699022
16,Coritiba,1.6250974718496725,1.9853926338959407,0.8027374314886331,1.0566939320951674
17,América-MG,1.6245030737872423,1.3771764761873022,1.6768067448186914,1.6556315478920056
18,Fortaleza,2.3273524864509905,1.2469444593734083,1.9769879130809138,1.4476611656072615
19,Cuiabá,1.4937139042029606,0.9550715179664735,0.901624609720104,1.7537101153921228
