,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,7.0,Bahia,Goiás,45.09430562492082,29.902658159208745,26.046010307248835,28.10584127185017,19.384449038109587
1,7.0,Botafogo,Fluminense,40.44462561175947,28.502927092916224,32.05519922548024,21.702688667785758,14.764855916477309
2,7.0,São Paulo,Vasco,45.42895601662789,33.56942963220906,22.00588524955893,46.39972598488789,25.350940175367075
3,7.0,Bragantino,Athletico-PR,33.586989781009216,28.825810951252794,38.60469598776129,16.899434952735128,24.881145300736595
4,7.0,Coritiba,Atlético-MG,23.08309108227974,27.39742770939057,50.54619369631582,16.17430897451093,33.657427094626854
5,7.0,América-MG,Fortaleza,23.80218143361249,24.89100752856159,52.26601888692169,9.649241653394292,35.901102217579975
6,7.0,Santos,Palmeiras,28.951483344035314,31.761634941067957,40.28333170050809,24.753260709454164,28.634000003716256
7,7.0,Flamengo,Corinthians,53.32841584999386,25.883051599744093,21.803223554983905,24.261891480410135,11.189644801398714
8,7.0,Grêmio,Internacional,43.752134490130885,30.80639525966099,26.483652941257173,34.781799694697,20.980294575215723
9,7.0,Cruzeiro,Cuiabá,59.856807240039785,23.36783315028816,17.748837937156196,43.92439063958986,10.838548067374987
