,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1405,Marlon,91706,Cruzeiro,LAT,6.828571428571429,12.416666666666664,Vasco,visitante,6.25,9.333333333333332
1406,Mastriani,102561,América-MG,ATA,2.1,9.0,Coritiba,visitante,6.25,7.625
1407,Bruno Rodrigues,92811,Cruzeiro,ATA,4.499999999999999,8.883333333333335,Vasco,visitante,6.25,7.566666666666667
1408,Gilberto,61188,Cruzeiro,ATA,1.9714285714285713,7.660000000000001,Vasco,visitante,6.25,6.955
1409,Neris,83786,Cruzeiro,ZAG,2.95,7.2,Vasco,visitante,6.25,6.725
1410,Gerson,89256,Flamengo,MEI,4.7,9.875,Palmeiras,visitante,3.5,6.6875
1411,Pepa,123907,Cruzeiro,TEC,4.448571428571428,6.811666666666667,Vasco,visitante,6.25,6.530833333333334
1412,Danilo Avelar,72142,América-MG,ZAG,4.68,6.5200000000000005,Coritiba,visitante,6.25,6.385
1413,Rodriguinho,115563,América-MG,MEI,0.25,0.0,Coritiba,visitante,6.25,6.25
1414,Júlio,113295,América-MG,ZAG,9.7,0.0,Coritiba,visitante,6.25,6.25
1415,Daniel Junior,116432,Cruzeiro,MEI,0.75,0.0,Vasco,visitante,6.25,6.25
1416,Gabriel Mesquita,102290,Cruzeiro,GOL,-1.0,0.0,Vasco,visitante,6.25,6.25
1417,Wellington Paulista,38279,América-MG,ATA,2.4250000000000003,0.0,Coritiba,visitante,6.25,6.25
1418,Ian Luccas,109412,Cruzeiro,MEI,1.2,0.0,Vasco,visitante,6.25,6.25
1419,Richard Coelho,86711,Cruzeiro,MEI,3.3,6.2,Vasco,visitante,6.25,6.225
1420,William,89275,Cruzeiro,LAT,3.8999999999999995,6.05,Vasco,visitante,6.25,6.15
1421,Christian,104502,Athletico-PR,MEI,3.614285714285714,6.800000000000001,Fortaleza,visitante,5.416666666666667,6.108333333333334
1422,Vitor Roque,114802,Athletico-PR,ATA,9.342857142857143,6.8,Fortaleza,visitante,5.416666666666667,6.108333333333333
1423,Tiquinho Soares,84042,Botafogo,ATA,10.799999999999999,9.916666666666666,Grêmio,visitante,2.0714285714285716,5.994047619047619
1424,Rafael Cabral,68940,Cruzeiro,GOL,4.071428571428571,5.033333333333333,Vasco,visitante,6.25,5.641666666666667
1425,Reynaldo,97768,Cruzeiro,ZAG,4.4,5.0,Vasco,visitante,6.25,5.625
1426,Patryck,106829,São Paulo,LAT,6.800000000000001,6.4,Bragantino,visitante,4.714285714285714,5.557142857142857
1427,Aloísio,73850,América-MG,ATA,4.400000000000001,4.733333333333333,Coritiba,visitante,6.25,5.491666666666667
1428,Wesley,105811,Cruzeiro,ATA,5.516666666666666,4.72,Vasco,visitante,6.25,5.484999999999999
1429,Alê,86388,América-MG,MEI,0.23333333333333336,4.675,Coritiba,visitante,6.25,5.4625
1430,Marcelo Cirino,69022,Athletico-PR,ATA,0.0,0.0,Fortaleza,visitante,5.416666666666667,5.416666666666667
1431,Thiago Andrade,109404,Athletico-PR,ATA,1.9666666666666668,0.0,Fortaleza,visitante,5.416666666666667,5.416666666666667
1432,Bryan García,110013,Athletico-PR,MEI,0.0,0.0,Fortaleza,visitante,5.416666666666667,5.416666666666667
1433,Arriagada,108624,Athletico-PR,ATA,0.3,0.0,Fortaleza,visitante,5.416666666666667,5.416666666666667
1434,Reinaldo,104420,Athletico-PR,ATA,1.7,0.0,Fortaleza,visitante,5.416666666666667,5.416666666666667
1435,Benítez,93550,América-MG,MEI,5.5,4.533333333333333,Coritiba,visitante,6.25,5.391666666666667
1436,Igor Formiga,106708,Cruzeiro,LAT,1.2,4.45,Vasco,visitante,6.25,5.35
1437,Fernando,106950,Athletico-PR,LAT,5.266666666666667,5.266666666666667,Fortaleza,visitante,5.416666666666667,5.341666666666667
1438,Everaldo,91151,América-MG,ATA,4.38,4.38,Coritiba,visitante,6.25,5.3149999999999995
1439,Oliveira,94514,Cruzeiro,ZAG,2.1166666666666667,4.359999999999999,Vasco,visitante,6.25,5.305
1440,Danilo Fernandes,69051,Bahia,GOL,-1.0,7.0,Cuiabá,visitante,3.5833333333333335,5.291666666666667
1441,Ramiro,78715,Cruzeiro,MEI,3.266666666666667,4.333333333333333,Vasco,visitante,6.25,5.291666666666666
1442,Vitor Bueno,87552,Athletico-PR,MEI,4.68,5.08,Fortaleza,visitante,5.416666666666667,5.248333333333333
1443,Matheusinho,93886,América-MG,MEI,0.5,4.2,Coritiba,visitante,6.25,5.225
1444,Emmanuel Martínez,103388,América-MG,MEI,3.0833333333333335,4.05,Coritiba,visitante,6.25,5.15
1445,Hugo,109668,Botafogo,LAT,8.1,8.200000000000001,Grêmio,visitante,2.0714285714285716,5.135714285714286
1446,Vitor Jacaré,101201,Bahia,ATA,5.5,6.666666666666667,Cuiabá,visitante,3.5833333333333335,5.125
1447,Bento,105208,Athletico-PR,GOL,3.9499999999999997,4.7,Fortaleza,visitante,5.416666666666667,5.058333333333334
1448,Vagner Mancini,39850,América-MG,TEC,3.8799999999999994,3.7616666666666667,Coritiba,visitante,6.25,5.005833333333333
1449,Henrique Dourado,81905,Cruzeiro,ATA,0.9833333333333333,3.7249999999999996,Vasco,visitante,6.25,4.9875
1450,Marlon,86864,América-MG,LAT,3.8249999999999997,3.5,Coritiba,visitante,6.25,4.875
1451,Wesley Carvalho,91971,Athletico-PR,TEC,6.7,4.26,Fortaleza,visitante,5.416666666666667,4.838333333333333
