,atleta_id,apelido,ranking
0,87863,Arrascaeta,1
1,83257,Gabriel,2
2,114802,Vitor Roque,3
3,84042,Tiquinho Soares,4
4,88393,Ayrton Lucas,5
5,91664,Adryelson,6
6,91706,Marlon,7
7,71684,Gustavo Gómez,8
8,111690,Matheus Cunha,9
9,94509,Raphael Veiga,10
10,70800,Jorge Sampaoli,11
11,69318,Luis Suárez,12
12,111578,António Oliveira,13
13,95799,Artur,14
14,89256,Gerson,15
15,51772,Everton Ribeiro,16
16,94968,Juninho Capixaba,17
17,90768,Fabrício Bruno,18
18,115239,Wesley,19
19,97145,Villasanti,20
