,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1180,Calleri,89840,São Paulo,ATA,10.1,3.9000000000000004,Goiás,mandante,7.0,8.55
1181,Moisés,104666,Fortaleza,ATA,16.3,1.0666666666666667,Vasco,mandante,0.125,8.2125
1182,Dorival Júnior,40990,São Paulo,TEC,8.496666666666668,4.260000000000001,Goiás,mandante,7.0,7.748333333333334
1183,Lucas Beraldo,112136,São Paulo,ZAG,8.333333333333334,1.4,Goiás,mandante,7.0,7.666666666666667
1184,Pablo,69138,Athletico-PR,ATA,9.966666666666667,1.9,Grêmio,mandante,4.833333333333333,7.4
1185,Luciano,80287,São Paulo,ATA,7.733333333333333,3.0,Goiás,mandante,7.0,7.366666666666667
1186,Rafael,68928,São Paulo,GOL,7.5,3.0,Goiás,mandante,7.0,7.25
1187,Juan,106831,São Paulo,ATA,7.4,0.46666666666666673,Goiás,mandante,7.0,7.2
1188,Maurício,105647,Internacional,MEI,10.049999999999999,1.6333333333333335,Bahia,mandante,4.333333333333333,7.191666666666666
1189,Arboleda,91573,São Paulo,ZAG,7.2,2.9000000000000004,Goiás,mandante,7.0,7.1
1190,Tiquinho Soares,84042,Botafogo,ATA,9.35,13.166666666666666,América-MG,mandante,4.666666666666667,7.008333333333333
1191,Caio Paulista,102318,São Paulo,LAT,6.666666666666667,4.45,Goiás,mandante,7.0,6.833333333333334
1192,Víctor Cuesta,79113,Botafogo,ZAG,8.875,0.55,América-MG,mandante,4.666666666666667,6.770833333333334
1193,Hulk,39148,Atlético-MG,ATA,10.800000000000002,9.0,Palmeiras,mandante,2.6666666666666665,6.733333333333334
1194,Matheus Nascimento,109114,Botafogo,ATA,8.7,0.0,América-MG,mandante,4.666666666666667,6.683333333333334
1195,Erick,98022,Athletico-PR,MEI,8.533333333333333,0.6,Grêmio,mandante,4.833333333333333,6.683333333333334
1196,Fernando,106950,Athletico-PR,LAT,8.5,4.7,Grêmio,mandante,4.833333333333333,6.666666666666666
1197,Mateusinho,111879,Cuiabá,LAT,9.649999999999999,2.066666666666667,Coritiba,mandante,3.5,6.574999999999999
1198,Raí Ramos,90232,São Paulo,LAT,6.1,3.9499999999999997,Goiás,mandante,7.0,6.55
1199,Marcos Paulo,103645,São Paulo,ATA,6.033333333333334,4.2250000000000005,Goiás,mandante,7.0,6.5166666666666675
1200,Di Placido,98605,Botafogo,LAT,8.25,2.4333333333333336,América-MG,mandante,4.666666666666667,6.458333333333334
1201,Marçal,97468,Botafogo,LAT,8.25,5.1,América-MG,mandante,4.666666666666667,6.458333333333334
1202,Patryck,106829,São Paulo,LAT,5.9,6.4,Goiás,mandante,7.0,6.45
1203,Willian,42116,Athletico-PR,ATA,8.0,4.4,Grêmio,mandante,4.833333333333333,6.416666666666666
1204,Luís Castro,88037,Botafogo,TEC,8.102500000000001,5.676666666666667,América-MG,mandante,4.666666666666667,6.3845833333333335
1205,Victor Sá,108946,Botafogo,ATA,8.0,3.3666666666666667,América-MG,mandante,4.666666666666667,6.333333333333334
1206,Léo Pereira,83528,Flamengo,ZAG,13.35,1.0333333333333334,Cruzeiro,mandante,-0.8333333333333334,6.258333333333333
1207,Róger Guedes,89898,Corinthians,ATA,9.200000000000001,6.45,Fluminense,mandante,3.25,6.2250000000000005
1208,Rafinha,38144,São Paulo,LAT,5.3,4.775,Goiás,mandante,7.0,6.15
1209,Hugo,109668,Botafogo,LAT,7.6,0.0,América-MG,mandante,4.666666666666667,6.133333333333333
1210,Pablo Maia,113359,São Paulo,MEI,5.233333333333333,1.8,Goiás,mandante,7.0,6.116666666666667
1211,Vitor Roque,114802,Athletico-PR,ATA,7.3999999999999995,3.725,Grêmio,mandante,4.833333333333333,6.116666666666666
1212,Cantillo,85315,Corinthians,MEI,8.9,0.0,Fluminense,mandante,3.25,6.075
1213,Paulo Turra,82747,Athletico-PR,TEC,7.3066666666666675,3.8875,Grêmio,mandante,4.833333333333333,6.07
1214,Vargas,69102,Atlético-MG,ATA,9.2,0.85,Palmeiras,mandante,2.6666666666666665,5.933333333333333
1215,Gustavo Campanharo,72497,Internacional,MEI,7.4,3.6999999999999997,Bahia,mandante,4.333333333333333,5.866666666666667
1216,John Victor,94044,Internacional,GOL,7.0,4.0,Bahia,mandante,4.333333333333333,5.666666666666666
1217,Christian,104502,Athletico-PR,MEI,6.233333333333333,6.1000000000000005,Grêmio,mandante,4.833333333333333,5.533333333333333
1218,Rodrigo Nestor,106822,São Paulo,MEI,4.066666666666667,4.833333333333333,Goiás,mandante,7.0,5.533333333333333
1219,Lucas Perri,91260,Botafogo,GOL,6.25,4.0,América-MG,mandante,4.666666666666667,5.458333333333334
1220,Eduardo,68708,Botafogo,MEI,6.175,3.966666666666667,América-MG,mandante,4.666666666666667,5.420833333333333
1221,Wellington Rato,82766,São Paulo,MEI,3.733333333333334,3.0999999999999996,Goiás,mandante,7.0,5.366666666666667
1222,Daniel Borges,73318,Botafogo,LAT,5.9,0.0,América-MG,mandante,4.666666666666667,5.283333333333333
1223,Pedrinho,110995,Athletico-PR,LAT,5.699999999999999,0.55,Grêmio,mandante,4.833333333333333,5.266666666666666
1224,Wanderson,93478,Internacional,ATA,6.1,3.45,Bahia,mandante,4.333333333333333,5.216666666666667
1225,Paulinho,99818,Atlético-MG,ATA,7.633333333333333,4.3999999999999995,Palmeiras,mandante,2.6666666666666665,5.1499999999999995
1226,Alisson,81845,São Paulo,MEI,3.1999999999999997,2.125,Goiás,mandante,7.0,5.1
1227,Matheus Cunha,111690,Flamengo,GOL,11.0,0.5,Cruzeiro,mandante,-0.8333333333333334,5.083333333333333
1228,Philipe Sampaio,87808,Botafogo,ZAG,5.0,1.7,América-MG,mandante,4.666666666666667,4.833333333333334
1229,Bryan García,110013,Athletico-PR,MEI,0.0,0.0,Grêmio,mandante,4.833333333333333,4.833333333333333
1230,Pedro Henrique,87225,Athletico-PR,ZAG,4.766666666666667,3.95,Grêmio,mandante,4.833333333333333,4.8
1231,Mano Menezes,37281,Internacional,TEC,5.256666666666667,3.9624999999999995,Bahia,mandante,4.333333333333333,4.795
1232,Michel Araújo,107173,São Paulo,MEI,2.4,3.9,Goiás,mandante,7.0,4.7
1233,Janderson,121830,Botafogo,ATA,0.0,0.0,América-MG,mandante,4.666666666666667,4.666666666666667
1234,Segovia,100453,Botafogo,ZAG,0.0,-0.8,América-MG,mandante,4.666666666666667,4.666666666666667
1235,Canobbio,102928,Athletico-PR,ATA,4.4,3.6,Grêmio,mandante,4.833333333333333,4.616666666666667
1236,Gabriel Pires,71898,Botafogo,MEI,4.566666666666666,0.0,América-MG,mandante,4.666666666666667,4.616666666666667
