,clube,xG_total,xGA_total,xG_saldo
0,Palmeiras,22.94936189975487,16.10393044209537,6.845431457659501
1,Atlético-MG,18.887948192653738,13.651347767484149,5.2366004251695895
2,Bragantino,20.924517534458026,16.42179421752126,4.502723316936766
3,Fortaleza,23.333725668432322,18.8478262573159,4.485899411116421
4,Athletico-PR,22.23047082093118,18.376329899341552,3.8541409215896287
5,Cruzeiro,20.346590533675027,16.902482841945634,3.4441076917293927
6,Botafogo,19.988608879167366,17.748101335374194,2.2405075437931714
7,Bahia,19.078486975127916,17.430815549383937,1.6476714257439795
8,São Paulo,19.700393543955478,18.19489298785782,1.5055005560976582
9,Cuiabá,17.0252123750905,17.09116690782234,-0.06595453273184049
10,América-MG,19.040935559718207,19.356098279121838,-0.31516271940363083
11,Grêmio,22.03615931234122,22.72755071928738,-0.6913914069461597
12,Fluminense,18.97421169366069,20.391404326748578,-1.4171926330878897
13,Vasco,15.16924641393186,18.224945114457384,-3.0556987005255234
14,Goiás,16.622810240028684,20.585990939048894,-3.96318069902021
15,Flamengo,20.176903537236928,24.25795911467291,-4.081055577435983
16,Internacional,15.960757868788232,20.568312348231036,-4.607554479442804
17,Coritiba,16.93148426592074,21.639295006155344,-4.707810740234603
18,Santos,14.694143401302966,20.063485168069516,-5.369341766766549
19,Corinthians,12.904875843352269,18.39311533759319,-5.488239494240922
