,atleta_id,apelido,ranking
0,41327,Vanderlei Luxemburgo,1
1,89898,Róger Guedes,2
2,84042,Tiquinho Soares,3
3,87863,Arrascaeta,4
4,42234,Cássio,5
5,79631,Cano,6
6,38398,Renato Augusto,7
7,79113,Víctor Cuesta,8
8,99815,Arias,9
9,99818,Paulinho,10
10,106002,Johnny,11
11,114802,Vitor Roque,12
12,105531,Matheus Bidu,13
13,91708,Nino,14
14,91706,Marlon,15
15,42500,Fagner,16
16,96340,Lima,17
17,94509,Raphael Veiga,18
18,103700,Bruno Méndez,19
19,68685,Alan Patrick,20
