,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral
0,Botafogo,2.0,0.14285714285714285,1.4285714285714286,0.8571428571428571,1.7142857142857144,0.5,1.8571428571428572,0.5714285714285715,1.2142857142857144
1,Palmeiras,2.0,1.0,1.5714285714285714,0.8571428571428571,1.7857142857142856,0.9285714285714286,1.0,0.7142857142857143,0.857142857142857
2,Flamengo,1.8571428571428572,0.5714285714285714,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.2142857142857144,1.2857142857142858,0.0,0.6428571428571428
3,Fluminense,1.7142857142857142,0.42857142857142855,1.2857142857142858,1.4285714285714286,1.5,0.9285714285714286,1.2857142857142856,-0.1428571428571428,0.5714285714285714
4,Bragantino,1.75,0.75,1.4,1.6,1.575,1.175,1.0,-0.20000000000000018,0.3999999999999999
5,São Paulo,1.8571428571428572,0.8571428571428571,0.5714285714285714,0.8571428571428571,1.2142857142857144,0.8571428571428571,1.0,-0.2857142857142857,0.3571428571428573
6,Fortaleza,1.4285714285714286,0.5714285714285714,0.7142857142857143,0.8571428571428571,1.0714285714285714,0.7142857142857142,0.8571428571428572,-0.1428571428571428,0.3571428571428572
7,Cruzeiro,0.42857142857142855,0.8571428571428571,1.7142857142857142,0.5714285714285714,1.0714285714285714,0.7142857142857142,-0.42857142857142855,1.1428571428571428,0.3571428571428572
8,Atlético-MG,1.1428571428571428,1.1428571428571428,1.1428571428571428,0.8571428571428571,1.1428571428571428,1.0,0.0,0.2857142857142857,0.1428571428571428
9,Grêmio,2.0,1.125,1.1666666666666667,1.8333333333333333,1.5833333333333335,1.4791666666666665,0.875,-0.6666666666666665,0.10416666666666696
10,Athletico-PR,1.5714285714285714,1.0,0.8571428571428571,1.5714285714285714,1.2142857142857142,1.2857142857142856,0.5714285714285714,-0.7142857142857143,-0.0714285714285714
11,Internacional,1.1666666666666667,0.6666666666666666,0.75,1.5,0.9583333333333334,1.0833333333333333,0.5000000000000001,-0.75,-0.12499999999999989
12,Corinthians,1.2,0.8,0.5,1.375,0.85,1.0875,0.3999999999999999,-0.875,-0.23749999999999993
13,Cuiabá,1.0,1.2857142857142858,0.8571428571428571,1.1428571428571428,0.9285714285714286,1.2142857142857144,-0.2857142857142858,-0.2857142857142857,-0.2857142857142858
14,Santos,1.625,1.5,0.3333333333333333,1.3333333333333333,0.9791666666666666,1.4166666666666665,0.125,-1.0,-0.4374999999999999
15,Bahia,1.4285714285714286,1.5714285714285714,0.5714285714285714,1.4285714285714286,1.0,1.5,-0.1428571428571428,-0.8571428571428572,-0.5
16,Goiás,1.3333333333333333,1.8333333333333333,0.875,1.875,1.1041666666666665,1.8541666666666665,-0.5,-1.0,-0.75
17,Vasco,0.5714285714285714,1.5714285714285714,0.8571428571428571,1.5714285714285714,0.7142857142857142,1.5714285714285714,-1.0,-0.7142857142857143,-0.8571428571428572
18,América-MG,1.0,1.7142857142857142,1.2857142857142858,2.2857142857142856,1.1428571428571428,2.0,-0.7142857142857142,-0.9999999999999998,-0.8571428571428572
19,Coritiba,0.8571428571428571,1.2857142857142858,1.1428571428571428,2.5714285714285716,1.0,1.9285714285714288,-0.4285714285714287,-1.4285714285714288,-0.9285714285714288
