,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1250,David Luiz,52827,Flamengo,ZAG,3.4333333333333336,13.3,Vasco,visitante,8.333333333333334,10.816666666666666
1251,Gerson,89256,Flamengo,MEI,3.733333333333333,8.9,Vasco,visitante,8.333333333333334,8.616666666666667
1252,Matheus Gonçalves,116012,Flamengo,MEI,0.75,0.0,Vasco,visitante,8.333333333333334,8.333333333333334
1253,Igor Jesus,116013,Flamengo,MEI,1.9,0.0,Vasco,visitante,8.333333333333334,8.333333333333334
1254,Gabriel,83257,Flamengo,ATA,5.325,7.8,Vasco,visitante,8.333333333333334,8.066666666666666
1255,Hulk,39148,Atlético-MG,ATA,8.625000000000002,9.0,Cruzeiro,visitante,6.625,7.8125
1256,Matheus França,115100,Flamengo,MEI,3.05,6.033333333333334,Vasco,visitante,8.333333333333334,7.183333333333334
1257,Tiquinho Soares,84042,Botafogo,ATA,9.35,13.166666666666666,Athletico-PR,visitante,0.875,7.020833333333333
1258,Johnny,106002,Internacional,MEI,6.066666666666666,9.05,Santos,visitante,4.5,6.775
1259,Vitor Jacaré,101201,Bahia,ATA,5.5,6.666666666666667,Fortaleza,visitante,6.625,6.645833333333334
1260,Kayky,111829,Bahia,ATA,0.3333333333333333,0.0,Fortaleza,visitante,6.625,6.625
1261,Lucas Mugni,81121,Bahia,MEI,-0.3,0.0,Fortaleza,visitante,6.625,6.625
1262,Isaac,124247,Atlético-MG,ATA,-0.3,0.0,Cruzeiro,visitante,6.625,6.625
1263,Daniel,93791,Bahia,MEI,1.2,0.0,Fortaleza,visitante,6.625,6.625
1264,Pedrinho,98706,Atlético-MG,MEI,0.0,0.0,Cruzeiro,visitante,6.625,6.625
1265,Thaciano,87470,Bahia,MEI,8.0,6.574999999999999,Fortaleza,visitante,6.625,6.6
1266,Rubens,110727,Atlético-MG,LAT,5.65,6.3999999999999995,Cruzeiro,visitante,6.625,6.512499999999999
1267,Jorge Sampaoli,70800,Flamengo,TEC,6.425,4.62,Vasco,visitante,8.333333333333334,6.476666666666667
1268,Everton,86757,Flamengo,ATA,4.7,4.6000000000000005,Vasco,visitante,8.333333333333334,6.466666666666667
1269,Pavón,91908,Atlético-MG,ATA,6.225,6.275,Cruzeiro,visitante,6.625,6.45
1270,Eduardo Coudet,94853,Atlético-MG,TEC,5.614999999999999,5.970000000000001,Cruzeiro,visitante,6.625,6.2975
1271,Everton Ribeiro,51772,Flamengo,MEI,6.166666666666667,3.8,Vasco,visitante,8.333333333333334,6.066666666666666
1272,Nathan Silva,95794,Atlético-MG,ZAG,3.3,5.5,Cruzeiro,visitante,6.625,6.0625
1273,Hyoran,85931,Atlético-MG,MEI,3.575,5.35,Cruzeiro,visitante,6.625,5.9875
1274,Wesley,115239,Flamengo,LAT,4.0,3.6,Vasco,visitante,8.333333333333334,5.966666666666667
1275,Pedro,94583,Flamengo,ATA,4.16,3.4,Vasco,visitante,8.333333333333334,5.866666666666667
1276,Arrascaeta,87863,Flamengo,MEI,5.0,3.4000000000000004,Vasco,visitante,8.333333333333334,5.866666666666667
1277,Matheus Bahia,97899,Bahia,LAT,0.75,4.9,Fortaleza,visitante,6.625,5.7625
1278,Saravia,96725,Atlético-MG,LAT,2.033333333333333,4.75,Cruzeiro,visitante,6.625,5.6875
1279,Réver,52253,Atlético-MG,ZAG,-1.0,4.7,Cruzeiro,visitante,6.625,5.6625
1280,Biel,110760,Bahia,ATA,7.675,4.7,Fortaleza,visitante,6.625,5.6625
1281,Everson,72294,Atlético-MG,GOL,2.125,4.625,Cruzeiro,visitante,6.625,5.625
1282,Paulinho,99818,Atlético-MG,ATA,6.25,4.3999999999999995,Cruzeiro,visitante,6.625,5.512499999999999
1283,Ayrton Lucas,88393,Flamengo,LAT,8.2,2.6666666666666665,Vasco,visitante,8.333333333333334,5.5
1284,António Oliveira,111578,Cuiabá,TEC,4.26,7.53,Goiás,visitante,3.3333333333333335,5.431666666666667
