,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,17.0,Fluminense,Santos,55.63436148848959,26.85585412382846,18.483775379616485,37.17690193996083,14.164164638856295
1,17.0,Internacional,Cuiabá,41.14674826057171,34.261682637621455,25.584688461325243,38.86322650093818,29.967982635468367
2,17.0,Athletico-PR,Cruzeiro,42.29378007068502,31.033213383792187,27.687891795067248,34.32348688234566,24.717647000574125
3,17.0,Corinthians,Vasco,48.18171932975375,31.539016981232674,21.300121087171977,45.242492817998595,24.14323197405364
4,17.0,Fortaleza,Bragantino,41.17819834836297,30.99761597438905,28.8088507913715,31.21780470724392,25.614120705369075
5,17.0,Atlético-MG,Flamengo,40.09843406732612,30.366997127981733,30.580083710916465,26.551337411596656,21.39775880889863
6,17.0,São Paulo,Bahia,55.10074045142679,26.012029875393228,19.86362278963036,39.132057214901614,15.085471507030991
7,17.0,Botafogo,Coritiba,62.529846341363054,21.9754245746367,16.48664726787735,45.514856542638654,10.185721455249498
8,17.0,América-MG,Palmeiras,25.25310828349873,28.740157640914216,47.001994601271555,16.651056630650196,29.163281772116118
9,17.0,Goiás,Grêmio,,,,21.09404020319011,21.595991551879486
