,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,8.0,Athletico-PR,Grêmio,44.57269893016956,28.281053546847858,28.16705405345409,24.89854150240677,14.935366663756419
1,8.0,Fortaleza,Vasco,50.7028283313397,27.693980752508438,22.639809814399655,31.834146646148795,14.960797193725005
2,8.0,Flamengo,Cruzeiro,38.86308814971405,28.561598140527007,33.567962807378485,18.974198918891844,23.780765103218755
3,8.0,Cuiabá,Coritiba,44.81759292322192,31.312047713722805,24.86609881989651,35.4348273883573,21.195159002532527
4,8.0,São Paulo,Goiás,56.41530999845141,26.364436176394932,18.211251288932708,40.38911914196937,14.833714183140426
5,8.0,Corinthians,Fluminense,31.17956847987199,29.08004531298512,40.77432819203278,23.390873423545962,34.088931872850154
6,8.0,Internacional,Bahia,39.990115819329475,31.62343413951925,29.379568021073624,29.093192079974322,25.619942019943352
7,8.0,Bragantino,Santos,37.66976896145146,30.769917299569006,32.55650850067844,27.798237754365104,31.306832811654335
8,8.0,Atlético-MG,Palmeiras,34.75123609509236,30.746497069007713,35.51723811957346,22.936901502496283,26.039791899179157
9,8.0,Botafogo,América-MG,59.96414766143749,22.134775026000323,18.712940139412943,32.80686366425152,7.703910282574167
