,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,12.0,Athletico-PR,Corinthians,45.1018585311326,29.30782011288529,26.58986815843214,32.012399197082885,20.635439698721246
1,12.0,Fluminense,Bahia,53.864008306959704,26.156885362210886,20.98059468871878,35.422280592695,16.310546970394974
2,12.0,Fortaleza,Atlético-MG,36.55309092007452,32.91903883181663,31.515144962727295,35.46355627534104,31.367121808602462
3,12.0,Cruzeiro,São Paulo,41.71470905125751,29.842096759041084,29.470204910870574,29.331810115238593,21.240943552382788
4,12.0,Palmeiras,Botafogo,45.73374674761541,28.854967096916607,26.430741292856194,27.846217213671444,22.37712407579591
5,12.0,Grêmio,Coritiba,59.15442068319569,24.490765129762462,17.367637054571755,35.99293373426162,10.45255435649004
6,12.0,Santos,Flamengo,31.487176812642357,30.81466549769785,38.72134076192648,28.99571184581762,26.968423576541266
7,12.0,Bragantino,Goiás,58.21222010144576,24.896948935420188,17.854188397199618,33.33951561504564,11.43716522716598
8,12.0,América-MG,Internacional,38.96392080336747,30.25819713108341,31.787158547383797,25.534326502962443,20.482590416967334
9,12.0,Vasco,Cuiabá,,,,30.684171929862025,24.764569463513226
