,atleta_id,apelido,clube_id,xG,clube
0,83257,Gabriel,262,1.7483577124384941,Flamengo
1,69318,Luis Suárez,284,1.6799997937996713,Grêmio
2,104666,Moisés,356,1.419693273192709,Fortaleza
3,99818,Paulinho,282,1.3058700032088282,Atlético-MG
4,61188,Gilberto,283,1.2089601100192162,Cruzeiro
5,110759,John Kennedy,266,1.2001903615155234,Fluminense
6,109497,Marcos Leonardo,277,1.1892849689576193,Santos
7,86970,Eduardo Bauermann,277,1.0754088441218161,Santos
8,79631,Cano,266,1.0611318333472792,Fluminense
9,94583,Pedro,262,1.032627644885721,Flamengo
10,39148,Hulk,282,1.0265995907277088,Atlético-MG
11,89840,Calleri,276,0.9917784053199443,São Paulo
12,68917,Vinicius,290,0.980477173392865,Goiás
13,94207,Guilherme,356,0.97905462368887,Fortaleza
14,101314,Ademir,265,0.9782750061654777,Bahia
15,92811,Bruno Rodrigues,283,0.9219201164963154,Cruzeiro
16,101002,Júnior Santos,263,0.9167068043267356,Botafogo
17,101254,Alef Manga,294,0.909972443168427,Coritiba
18,87242,Carlos de Pena,285,0.8911389728488255,Internacional
19,72583,Pedro Henrique,285,0.869119803931442,Internacional
20,86799,Rodrigo Pinho,294,0.8394356117019337,Coritiba
21,123360,Cauly,265,0.8250316960419715,Bahia
22,98219,Alemão,285,0.8150835218128689,Internacional
23,113103,Flaco López,275,0.7950249965588831,Palmeiras
24,106199,Gabriel Pec,267,0.7808511438569377,Vasco
25,84042,Tiquinho Soares,263,0.7775957336406767,Botafogo
26,109461,Calebe,356,0.7764575524007582,Fortaleza
27,93108,Mateus Vital,283,0.7742645424271927,Cruzeiro
28,98225,Pedro Raul,267,0.7431359889185264,Vasco
29,95799,Artur,275,0.741982016362744,Palmeiras
30,106822,Rodrigo Nestor,276,0.6970380173073143,São Paulo
31,114802,Vitor Roque,293,0.6860659321912752,Athletico-PR
32,92708,Deyverson,1371,0.6711103799971228,Cuiabá
33,100079,Zaracho,282,0.6602689116403677,Atlético-MG
34,71844,Thiago Galhardo,356,0.6593829634842978,Fortaleza
35,69375,Vidal,262,0.6381688534557466,Flamengo
36,115915,Lelê,266,0.6277936496155272,Fluminense
37,70360,Eduardo Sasha,280,0.625621571562017,Bragantino
38,82381,Juninho,327,0.6220949169515904,América-MG
39,94509,Raphael Veiga,275,0.6165249496679579,Palmeiras
40,103645,Marcos Paulo,276,0.611530603594657,São Paulo
41,113558,Bruninho,280,0.6015055575030739,Bragantino
42,117314,Thiago Borbas,280,0.5900874012986261,Bragantino
43,82628,Tinga,356,0.5885863750625357,Fortaleza
44,78117,Everaldo,265,0.5836962115130886,Bahia
45,60793,Alex Teixeira,267,0.5593221984207084,Vasco
46,105647,Maurício,285,0.5535924175005102,Internacional
47,106202,Bruno Gomes,294,0.5404331089698218,Coritiba
48,86388,Alê,327,0.5319967446680549,América-MG
49,91151,Everaldo,327,0.5312538857182221,América-MG
50,101201,Vitor Jacaré,265,0.514304757842433,Bahia
51,105770,Rafael Navarro,275,0.5025273573988762,Palmeiras
52,115100,Matheus França,262,0.48868871484122256,Flamengo
53,100652,Yuri Alberto,264,0.4740729910229813,Corinthians
54,80196,Yago Pikachu,356,0.4574835678914132,Fortaleza
55,87552,Vitor Bueno,293,0.4558432735774103,Athletico-PR
56,96340,Lima,266,0.4528457705644715,Fluminense
57,107554,Natanael,294,0.4499251894308371,Coritiba
58,102253,Lucas Halter,290,0.4497407429842809,Goiás
59,38279,Wellington Paulista,327,0.4491452886351653,América-MG
60,102318,Caio Paulista,276,0.4457770316439378,São Paulo
61,87853,Mauricio Lemos,282,0.44557684386967056,Atlético-MG
62,107173,Michel Araújo,276,0.4419506932458914,São Paulo
63,73850,Aloísio,327,0.43005170767204104,América-MG
64,90061,Bruno Pacheco,356,0.40952912869447816,Fortaleza
65,85931,Hyoran,282,0.40395374183003896,Atlético-MG
66,123153,Zinho,284,0.39336714789201316,Grêmio
67,69138,Pablo,293,0.38977538650609383,Athletico-PR
68,73620,Bruno Alves,284,0.38971723153571836,Grêmio
69,68952,Marinho,262,0.3828929414402317,Flamengo
70,68920,Dudu,275,0.38082202941162324,Palmeiras
71,87009,Nathan,284,0.37871614267867654,Grêmio
72,87098,Matheus Peixoto,290,0.37422232329190336,Goiás
73,68685,Alan Patrick,285,0.36692791073361425,Internacional
74,116447,Hércules,356,0.36672928306915664,Fortaleza
75,93790,Marlon Freitas,263,0.36434274510455994,Botafogo
76,72142,Danilo Avelar,327,0.3614748363132986,América-MG
77,86757,Everton,262,0.3601142565037463,Flamengo
78,99267,Pochettino,356,0.35731843237307814,Fortaleza
79,109591,Andrey Santos,267,0.35366109058361744,Vasco
80,87258,Soteldo,277,0.35246808375530386,Santos
81,110607,Gabriel Pirani,266,0.3467061931851597,Fluminense
82,112370,Emerson Negueba,1371,0.34314507876325906,Cuiabá
83,99213,Puma Rodríguez,267,0.33661363835087665,Vasco
84,90031,Mendoza,277,0.3362267049261429,Santos
85,89226,Iago Maidana,327,0.3332527341686905,América-MG
86,70666,Marllon,1371,0.3325664193145229,Cuiabá
87,111333,Sorriso,280,0.3235686694115266,Bragantino
88,86711,Richard Coelho,283,0.3235408862045911,Cruzeiro
89,89846,Cristaldo,284,0.32167640805828623,Grêmio
90,80287,Luciano,276,0.32116303124177925,São Paulo
91,89898,Róger Guedes,264,0.3164755578939259,Corinthians
92,84263,Jemerson,282,0.30258176700150285,Atlético-MG
93,102598,Helinho,280,0.2990409741655598,Bragantino
94,60825,Felipe Azevedo,327,0.29850232841890234,América-MG
95,115959,Endrick,275,0.2976164399450359,Palmeiras
96,86841,Boschilia,294,0.295534760340498,Coritiba
97,93478,Wanderson,285,0.2927862872195234,Internacional
98,89918,Everton Galdino,284,0.28918722144030495,Grêmio
99,115986,Denilson,1371,0.28914996276476146,Cuiabá
100,83528,Léo Pereira,262,0.2877875402350047,Flamengo
101,87402,Messias,277,0.270304414857081,Santos
102,109404,Thiago Andrade,293,0.2596773569611968,Athletico-PR
103,68773,Henrique Almeida,327,0.2591976233851673,América-MG
104,99412,Morelli,290,0.2550126636068496,Goiás
105,69034,Paulinho,264,0.2547949965961871,Corinthians
106,93886,Matheusinho,327,0.2539818096676474,América-MG
107,103767,Gabriel Menino,275,0.25329620382407975,Palmeiras
108,99214,Rodrigo Fernández,277,0.25313126773597655,Santos
109,124239,Henry Mosquera,280,0.2530038655310669,Bragantino
110,69189,Sidimar,290,0.2523488005882492,Goiás
111,62969,Alan,266,0.2520169099086079,Fluminense
112,84339,Bruno Melo,290,0.2512663741353467,Goiás
113,100969,Ronald Lopes,1371,0.2512413238924761,Cuiabá
114,93787,Andrey,294,0.24945527103588724,Coritiba
115,81845,Alisson,276,0.2470900594785257,São Paulo
116,72772,Luiz Adriano,285,0.2441569739379803,Internacional
117,111829,Kayky,265,0.2404973606441247,Bahia
118,87470,Thaciano,265,0.23938724741214312,Bahia
119,95662,Lucas Kal,327,0.23873973777598434,América-MG
120,95556,Raniele,1371,0.2381834760496797,Cuiabá
121,102911,Zé Ricardo,290,0.23619844364607412,Goiás
122,71829,Júnior Urso,294,0.2348536282043286,Coritiba
123,63058,Willian Farias,294,0.2335704873641441,Coritiba
124,101027,Diego,290,0.21828150555702644,Goiás
125,78715,Ramiro,283,0.21804017562534078,Cruzeiro
126,68991,Lucas Sasha,356,0.21729848193022114,Fortaleza
127,99994,Jhonny Lucas,290,0.21664673127769635,Goiás
128,91190,PK,1371,0.2152608451699231,Cuiabá
129,104502,Christian,293,0.21190854937227976,Athletico-PR
130,68708,Eduardo,263,0.2053340987935552,Botafogo
131,52827,David Luiz,262,0.19896456820929928,Flamengo
132,115239,Wesley,262,0.19849599475221452,Flamengo
133,51548,Giuliano,264,0.19753643691114373,Corinthians
134,112140,Bitello,284,0.19648599398619632,Grêmio
135,82455,Zé Rafael,275,0.19301623152678316,Palmeiras
136,110415,Ângelo,277,0.1923090507255675,Santos
137,80583,Lucas Lima,277,0.19047553547871354,Santos
138,111949,Quagliata,1371,0.19039812786763338,Cuiabá
139,84523,Romarinho,356,0.18709958183790712,Fortaleza
140,72532,Maguinho,290,0.18294720922421623,Goiás
141,111879,Mateusinho,1371,0.18116985718555148,Cuiabá
142,86864,Marlon,327,0.1804159125403454,América-MG
143,111682,Adson,264,0.17965706601185388,Corinthians
144,108133,Isidro Pitta,1371,0.1774397403085043,Cuiabá
145,51042,Apodi,290,0.17650650925606604,Goiás
146,111771,Arthur Sales,265,0.172377746212417,Bahia
147,71162,Vina,284,0.1707562485530884,Grêmio
148,68942,Luciano Castán,283,0.1700592064938584,Cruzeiro
149,97653,Murilo,275,0.166382474034116,Palmeiras
150,107197,Rômulo,293,0.16549739801621796,Athletico-PR
151,83786,Neris,283,0.16456827017195844,Cruzeiro
152,107498,André,266,0.16208065436937918,Fluminense
153,87808,Philipe Sampaio,263,0.15721896861861956,Botafogo
154,72951,Mercado,285,0.15383363125139266,Internacional
155,110760,Biel,265,0.15360440698602573,Bahia
156,78077,Madson,293,0.15114593790984246,Athletico-PR
157,107950,Fausto Vera,264,0.14888165456792496,Corinthians
158,103576,Rafael Bilu,283,0.1486149475313262,Cruzeiro
159,86777,Danilo Barbosa,263,0.14814833768241498,Botafogo
160,78445,Renê,285,0.1461101332166293,Internacional
161,70986,Léo Cittadini,293,0.1448432703354381,Athletico-PR
162,123022,Pedro,264,0.14439612645206285,Corinthians
163,96725,Saravia,282,0.1443017473762183,Atlético-MG
164,98619,Kuscevic,294,0.14420987259593232,Coritiba
165,111759,Giovani,275,0.1439686517672173,Palmeiras
166,106434,Eduardo Santos,280,0.13877117148050508,Bragantino
167,82463,Otávio,282,0.13788283959333797,Atlético-MG
168,101728,Diego Costa,276,0.13599169730132624,São Paulo
169,106201,Figueiredo,267,0.13538960439426467,Vasco
170,73781,Guilherme Marques,290,0.134347222148952,Goiás
171,101995,Brítez,356,0.1332507073597899,Fortaleza
172,89256,Gerson,262,0.13204977003502288,Flamengo
173,105049,Luis Henrique,263,0.1315474163169838,Botafogo
174,97900,Vitão,285,0.13017757501250796,Internacional
175,87225,Pedro Henrique,293,0.12918929444924263,Athletico-PR
176,51772,Everton Ribeiro,262,0.12772797573451916,Flamengo
177,103388,Emmanuel Martínez,327,0.12758812670907022,América-MG
178,118844,Kaio César,294,0.12618305802832863,Coritiba
179,121792,André,284,0.12471279264455043,Grêmio
180,85465,Alex Santana,293,0.1242193289672387,Athletico-PR
181,110021,Jhoanner Chávez,265,0.12398542909565885,Bahia
182,89695,Iury Castilho,1371,0.12243675900975827,Cuiabá
183,112886,Lucas Barbosa,277,0.12106207050858175,Santos
