,clube,Goal_diff_geral,xG_diff_geral
5,Bahia,-0.5000000000000002,0.3394905103891075
6,Bragantino,-0.3333333333333335,0.19855874721936773
7,América-MG,-1.4166666666666665,0.023461608494356856
