,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,4.156666666666667,5.64
1,Acevedo,104783,Bahia,MEI,6.0,2.8
2,Ademir,101314,Bahia,ATA,1.5499999999999998,3.266666666666667
3,Aderlan,88423,Bragantino,LAT,6.1,11.8
4,Adryelson,91664,Botafogo,ZAG,6.3,5.25
5,Adson,111682,Corinthians,MEI,1.5,1.1
6,Alan Empereur,88033,Cuiabá,ZAG,-0.44999999999999996,4.824999999999999
7,Alan Franco,99889,São Paulo,ZAG,4.85,-1.2
8,Alan Kardec,50347,Atlético-MG,ATA,-0.15000000000000002,8.7
9,Alan Patrick,68685,Internacional,MEI,0.3999999999999999,2.5
10,Alef Manga,101254,Coritiba,ATA,6.3,9.533333333333333
11,Alemão,98219,Internacional,ATA,2.3,6.65
12,Alerrandro,101715,Bragantino,ATA,11.5,0.35
13,Alesson,97321,Goiás,ATA,2.766666666666667,-0.05
14,Alex Santana,85465,Athletico-PR,MEI,5.7,2.1
15,Alex Teixeira,60793,Vasco,MEI,2.7249999999999996,4.4
16,Alexandre Pato,49675,São Paulo,ATA,8.0,0.0
17,Alison,73974,Santos,MEI,2.1,0.5
18,Alisson,81845,São Paulo,MEI,2.05,2.566666666666667
19,Alisson,125469,Atlético-MG,ATA,-0.3,0.0
20,Allano,87391,Goiás,ATA,5.3,0.0
21,Allyson,124340,Cuiabá,ZAG,5.0,4.1
22,Aloísio,73850,América-MG,ATA,1.5666666666666664,1.5
23,Alê,86388,América-MG,MEI,-0.05,2.9
24,Anderson Oliveira,102096,Goiás,ATA,1.9,1.2
25,Andrey,93787,Coritiba,MEI,2.8499999999999996,0.32499999999999996
26,Andrey Santos,109591,Vasco,MEI,0.3,0.0
27,André,107498,Fluminense,MEI,3.4000000000000004,5.3
28,André,121792,Grêmio,ATA,4.066666666666666,0.0
29,Andrés Hurtado,110715,Bragantino,LAT,5.0,1.6333333333333335
30,António Oliveira,111578,Cuiabá,TEC,5.3100000000000005,5.345
31,Antônio Carlos Zago,69029,Coritiba,TEC,4.57,3.4749999999999996
32,Apodi,51042,Goiás,LAT,1.9333333333333336,2.8
33,Arboleda,91573,São Paulo,ZAG,4.500000000000001,3.3333333333333335
34,Arias,99815,Fluminense,MEI,5.466666666666666,3.4499999999999997
35,Armando Evangelista,125081,Goiás,TEC,4.845,4.826666666666667
36,Arrascaeta,87863,Flamengo,MEI,10.5,5.980000000000001
37,Arriagada,108624,Athletico-PR,ATA,0.3,1.8
38,Arthur Sales,111771,Bahia,ATA,9.8,0.8
39,Artur,95799,Palmeiras,ATA,5.3999999999999995,3.8333333333333335
40,Aránguiz,69325,Internacional,MEI,1.55,-0.3
