,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Athletico-PR,Grêmio,44.28528310229576,23.390346952330646,32.32413513333524,23.777083004813537,17.990733327512835
1,Fortaleza,Vasco,57.42553568526334,24.49490522048827,18.07942944319897,45.04829329229759,19.40159438745001
2,Flamengo,Cruzeiro,31.919264449142148,25.003571399998282,43.07708570104703,21.668397837783683,27.741530206437513
3,Cuiabá,Coritiba,48.57917221228873,28.26332945295549,23.157481111967712,43.909654776714596,26.46031800506506
4,São Paulo,Goiás,74.08087505029928,17.809703087007932,8.108151625901762,58.90823828393873,12.307428366280854
5,Corinthians,Fluminense,14.097423388333924,24.693098901918322,61.20937913392148,20.32174684709192,54.1378637457003
6,Internacional,Bahia,39.341892522366095,29.757802418557755,30.900300701876336,37.866384159948645,32.10988403988671
7,Bragantino,Santos,26.08426183930933,32.534716933672044,41.38101975490889,35.536475508730206,47.03366562330867
8,Atlético-MG,Palmeiras,34.34248526369433,27.556991207023135,38.10050987692767,28.803803004992567,31.12958379835832
9,Botafogo,América-MG,92.77739793926742,4.521511389788036,2.0588204182388328,47.27372732850304,1.1378205651483353
