,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Santos,Bahia,27.228500412699653,33.76330349076477,39.00819541164889,38.454381547995844,47.497734063439815
1,Bragantino,América-MG,69.03030027317605,14.73280842413017,16.188172517595707,20.34119042316143,4.112015819134126
2,Internacional,Athletico-PR,50.713973839437486,46.56536216581244,2.720663941956506,94.36638542470364,47.269066436237146
3,Flamengo,Goiás,65.19747365590818,16.470945052411643,18.312862010914703,22.08300712404303,5.821768256399426
4,Cuiabá,Atlético-MG,24.80736981660086,41.56315113804323,33.629479025628974,50.878289006554986,58.49781174178395
5,Palmeiras,Grêmio,75.31264258906121,14.34783258362858,10.323135777861387,37.86009558824777,6.079153279362046
6,Cruzeiro,Fluminense,45.543584108084914,25.52276000398716,28.933591921772205,31.5905769956762,22.033641988107313
7,Coritiba,Vasco,6.741889461215342,20.97903713330637,72.27883482901774,17.39339994806757,70.5675040208332
8,Botafogo,Corinthians,80.72822998216624,14.202508228072944,5.065735801316527,65.60379449119506,9.56907631139891
9,Fortaleza,São Paulo,56.623957912486645,20.17342284488625,23.20046416404468,25.328993476368417,10.880121972960561
