,clube,Goal_diff_geral,xG_diff_geral
2,Athletico-PR,-0.0714285714285714,0.29710957309486385
6,Cuiabá,-0.2857142857142858,0.06701711070634997
7,Bahia,-0.5,0.0662424915562656
10,América-MG,-0.8571428571428572,0.03249187754820437
