,atleta_id,apelido,ranking
0,39148,Hulk,1
1,87863,Arrascaeta,2
2,92811,Bruno Rodrigues,3
3,81150,Mayke,4
4,79631,Cano,5
5,94509,Raphael Veiga,6
6,68942,Luciano Castán,7
7,93108,Mateus Vital,8
8,71684,Gustavo Gómez,9
9,89275,William,10
10,72294,Everson,11
11,89840,Calleri,12
12,94514,Oliveira,13
13,100079,Zaracho,14
14,110818,Renato Paiva,15
15,83257,Gabriel,16
16,102130,Piquerez,17
17,99815,Arias,18
18,41327,Vanderlei Luxemburgo,19
19,69318,Luis Suárez,20
