,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1465,João Magno,108715,Goiás,ATA,2.5,8.0,Cruzeiro,visitante,6.5625,7.28125
1466,Allano,87391,Goiás,ATA,5.3,0.0,Cruzeiro,visitante,6.5625,6.5625
1467,Pedrinho,118304,Goiás,ATA,-0.3,0.0,Cruzeiro,visitante,6.5625,6.5625
1468,Dodô,107375,Goiás,MEI,2.55,0.0,Cruzeiro,visitante,6.5625,6.5625
1469,Vitor Roque,114802,Athletico-PR,ATA,9.512500000000001,6.8,Vasco,visitante,6.214285714285714,6.507142857142857
1470,Bryan García,110013,Athletico-PR,MEI,0.0,0.0,Vasco,visitante,6.214285714285714,6.214285714285714
1471,Reinaldo,104420,Athletico-PR,ATA,1.7,0.0,Vasco,visitante,6.214285714285714,6.214285714285714
1472,Thiago Andrade,109404,Athletico-PR,ATA,1.9666666666666668,0.0,Vasco,visitante,6.214285714285714,6.214285714285714
1473,Fernando Miguel,71571,Fortaleza,GOL,1.5,9.0,Palmeiras,visitante,3.2857142857142856,6.142857142857142
1474,Tiquinho Soares,84042,Botafogo,ATA,9.485714285714284,8.342857142857143,Santos,visitante,3.875,6.108928571428572
1475,Johnny,106002,Internacional,MEI,4.5,6.8,Bragantino,visitante,5.25,6.025
1476,Guilherme Marques,73781,Goiás,ATA,2.475,5.2,Cruzeiro,visitante,6.5625,5.88125
1477,Alan Kardec,50347,Atlético-MG,ATA,-0.15000000000000002,8.7,Grêmio,visitante,3.0,5.85
1478,Christian,104502,Athletico-PR,MEI,3.6999999999999997,5.380000000000001,Vasco,visitante,6.214285714285714,5.797142857142857
1479,Fernando,106950,Athletico-PR,LAT,5.266666666666667,5.266666666666667,Vasco,visitante,6.214285714285714,5.7404761904761905
1480,Armando Evangelista,125081,Goiás,TEC,4.845,4.826666666666667,Cruzeiro,visitante,6.5625,5.694583333333334
1481,Vitor Bueno,87552,Athletico-PR,MEI,4.2,5.08,Vasco,visitante,6.214285714285714,5.647142857142857
1482,Pedro Rangel,110708,Fluminense,GOL,-1.0,0.0,Coritiba,visitante,5.5,5.5
1483,Leo Fernández,111017,Fluminense,MEI,0.9,0.0,Coritiba,visitante,5.5,5.5
1484,Felipe Andrade,111839,Fluminense,ZAG,1.9333333333333333,0.0,Coritiba,visitante,5.5,5.5
1485,Hugo,109668,Botafogo,LAT,8.1,7.075,Santos,visitante,3.875,5.475
1486,Lucas Perri,91260,Botafogo,GOL,7.625,7.071428571428571,Santos,visitante,3.875,5.473214285714286
1487,Patryck,106829,São Paulo,LAT,6.800000000000001,7.15,Cuiabá,visitante,3.7142857142857144,5.432142857142857
1488,Fábio,37656,Fluminense,GOL,4.375,5.357142857142857,Coritiba,visitante,5.5,5.428571428571429
1489,Bento,105208,Athletico-PR,GOL,4.957142857142857,4.6000000000000005,Vasco,visitante,6.214285714285714,5.4071428571428575
1490,Marcelo,38402,Fluminense,LAT,8.0,5.3,Coritiba,visitante,5.5,5.4
1491,Zé Ricardo,102911,Goiás,MEI,5.916666666666667,4.228571428571429,Cruzeiro,visitante,6.5625,5.395535714285714
1492,Hulk,39148,Atlético-MG,ATA,9.040000000000001,7.775,Grêmio,visitante,3.0,5.3875
1493,Lima,96340,Fluminense,MEI,5.262499999999999,5.214285714285714,Coritiba,visitante,5.5,5.357142857142858
1494,Guga,101319,Fluminense,LAT,1.6,5.214285714285714,Coritiba,visitante,5.5,5.357142857142858
1495,Sander,86391,Goiás,LAT,7.371428571428571,4.15,Cruzeiro,visitante,6.5625,5.35625
1496,Fernando Diniz,72391,Fluminense,TEC,5.75375,5.162857142857144,Coritiba,visitante,5.5,5.331428571428572
1497,Estevão,117870,Internacional,MEI,0.2,0.0,Bragantino,visitante,5.25,5.25
1498,Gabriel,78605,Internacional,MEI,0.0,0.0,Bragantino,visitante,5.25,5.25
1499,Gabriel Barros,108352,Internacional,ATA,-1.3,0.0,Bragantino,visitante,5.25,5.25
1500,Lucas Ramos,106000,Internacional,MEI,0.0,0.0,Bragantino,visitante,5.25,5.25
1501,Vitor Mendes,104401,Fluminense,ZAG,5.0,4.9,Coritiba,visitante,5.5,5.2
1502,Mastriani,102561,América-MG,ATA,2.1,9.0,Flamengo,visitante,1.2857142857142858,5.142857142857143
1503,Alexsander,118774,Fluminense,LAT,6.2,4.766666666666667,Coritiba,visitante,5.5,5.133333333333333
1504,John Kennedy,110759,Fluminense,ATA,0.3499999999999999,4.733333333333333,Coritiba,visitante,5.5,5.116666666666667
1505,Ganso,62977,Fluminense,MEI,5.057142857142857,4.68,Coritiba,visitante,5.5,5.09
1506,Diego,101027,Goiás,MEI,3.7249999999999996,3.6,Cruzeiro,visitante,6.5625,5.08125
1507,Vinicius,68917,Goiás,ATA,3.2,3.5666666666666664,Cruzeiro,visitante,6.5625,5.064583333333333
1508,Samuel Xavier,73384,Fluminense,LAT,5.428571428571429,4.55,Coritiba,visitante,5.5,5.025
1509,Bruno Melo,84339,Goiás,ZAG,2.914285714285714,3.428571428571428,Cruzeiro,visitante,6.5625,4.9955357142857135
1510,Rubens,110727,Atlético-MG,LAT,5.8999999999999995,6.9399999999999995,Grêmio,visitante,3.0,4.97
1511,Hugo Moura,101594,Athletico-PR,MEI,2.6333333333333333,3.6285714285714286,Vasco,visitante,6.214285714285714,4.921428571428572
1512,Cano,79631,Fluminense,ATA,4.3375,4.2857142857142865,Coritiba,visitante,5.5,4.892857142857143
1513,Paulo Turra,82747,Athletico-PR,TEC,6.96,3.527142857142857,Vasco,visitante,6.214285714285714,4.8707142857142856
