,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,4.266666666666667,5.887499999999999
1,Acevedo,104783,Bahia,MEI,3.9,3.525
2,Ademir,101314,Bahia,ATA,2.433333333333333,3.5666666666666664
3,Aderlan,88423,Bragantino,LAT,6.1,11.8
4,Adryelson,91664,Botafogo,ZAG,5.9,5.8999999999999995
5,Adson,111682,Corinthians,MEI,4.3,3.033333333333333
6,Alan Empereur,88033,Cuiabá,ZAG,-0.3,3.433333333333333
7,Alan Franco,39656,Atlético-MG,MEI,0.6,0.5
8,Alan Franco,99889,São Paulo,ZAG,4.85,0.0
9,Alan Kardec,50347,Atlético-MG,ATA,-0.10000000000000002,4.55
10,Alan Patrick,68685,Internacional,MEI,1.0666666666666667,1.2
11,Alef Manga,101254,Coritiba,ATA,8.45,9.45
12,Alemão,98219,Internacional,ATA,2.3,6.65
13,Alerrandro,101715,Bragantino,ATA,11.5,-0.3
14,Alesson,97321,Goiás,ATA,-0.6,-0.05
15,Alex,101600,Santos,ZAG,-0.1,3.6
16,Alex Santana,85465,Athletico-PR,MEI,3.6,1.2
17,Alex Teixeira,60793,Vasco,MEI,2.2333333333333334,3.3
18,Alexandre Pato,49675,São Paulo,ATA,4.6,0.0
19,Alisson,81845,São Paulo,MEI,2.15,1.7333333333333334
20,Alisson,125469,Atlético-MG,ATA,-0.04999999999999999,-1.3
21,Allan,96652,Flamengo,MEI,2.1,2.65
22,Allano,87391,Goiás,ATA,2.9,-0.8
23,Allyson,124340,Cuiabá,ZAG,5.0,0.0
24,Aloísio,73850,América-MG,ATA,-0.9,1.5
25,Alê,86388,América-MG,MEI,2.0500000000000003,2.9
26,Anderson Oliveira,102096,Goiás,ATA,1.75,1.6
27,Andrey,93787,Coritiba,MEI,2.4,2.2
28,Andrey Santos,109591,Vasco,MEI,0.3,0.0
29,André,107498,Fluminense,MEI,2.35,0.1
30,André,121792,Grêmio,ATA,3.2249999999999996,9.2
31,Andrés Hurtado,110715,Bragantino,LAT,4.6,5.3
32,António Oliveira,111578,Cuiabá,TEC,5.57,5.376666666666666
33,Antônio Carlos Zago,69029,Coritiba,TEC,2.48,3.78
34,Apodi,51042,Goiás,LAT,2.6,2.8
35,Arboleda,91573,São Paulo,ZAG,5.833333333333333,2.9333333333333336
36,Arias,99815,Fluminense,MEI,7.8999999999999995,2.4
37,Armando Evangelista,125081,Goiás,TEC,4.166666666666667,5.157500000000001
38,Arrascaeta,87863,Flamengo,MEI,11.5,6.1
39,Arriagada,108624,Athletico-PR,ATA,0.65,1.8
40,Artur,95799,Palmeiras,ATA,2.8333333333333335,5.933333333333334
41,Aránguiz,69325,Internacional,MEI,1.5999999999999999,1.05
42,Ayrton Lucas,88393,Flamengo,LAT,4.25,1.0333333333333332
43,Battaglia,94845,Atlético-MG,MEI,1.5666666666666667,2.8666666666666667
44,Bento,105208,Athletico-PR,GOL,5.233333333333333,4.0
45,Benítez,93550,América-MG,MEI,2.75,3.85
46,Bitello,112140,Grêmio,MEI,5.25,2.9
47,Boschilia,86841,Coritiba,MEI,0.75,1.0
48,Brenno,100830,Grêmio,GOL,0.0,0.0
49,Breno,122991,América-MG,MEI,1.85,2.15
50,Breno Lopes,93988,Palmeiras,ATA,12.7,4.45
51,Bruninho,113558,Bragantino,MEI,1.7000000000000002,7.25
52,Bruno Alves,73620,Grêmio,ZAG,3.2249999999999996,1.0
