,atleta_id,apelido,clube_id,xG_total,shots_total,jogos_num,goals_total,xG_per_match,G_per_match,xG_per_shot,shots_per_goal,clube,eficiência
0,101960,Vitinho,280,3.3709395973644547,38,12,1,0.28091163311370454,0.08333333333333333,0.08870893677274881,38.0,Bragantino,-2.3709395973644547
1,115915,Lelê,266,3.884018709055296,29,11,2,0.35309260991411784,0.18181818181818182,0.13393167962259642,14.5,Fluminense,-1.884018709055296
2,101002,Júnior Santos,263,3.4647507959726633,32,14,2,0.2474821997123331,0.14285714285714285,0.10827346237414573,16.0,Botafogo,-1.4647507959726633
3,69318,Luis Suárez,284,5.423749157925275,55,13,4,0.4172114736865596,0.3076923076923077,0.09861362105318681,13.75,Grêmio,-1.4237491579252746
4,99818,Paulinho,282,5.097564255325297,37,11,4,0.46341493230229974,0.36363636363636365,0.1377720069006837,9.25,Atlético-MG,-1.0975642553252971
5,87470,Thaciano,265,4.083641778270781,42,12,3,0.3403034815225651,0.25,0.09722956614930431,14.0,Bahia,-1.0836417782707812
6,61188,Gilberto,283,3.8636727065731753,34,14,3,0.275976621898084,0.21428571428571427,0.11363743254626986,11.333333333333334,Cruzeiro,-0.8636727065731753
7,68920,Dudu,275,3.506780496964701,35,11,3,0.318798226996791,0.2727272727272727,0.10019372848470574,11.666666666666666,Palmeiras,-0.506780496964701
8,83257,Gabriel,262,4.443012525491929,34,13,4,0.3417701942686099,0.3076923076923077,0.13067683898505672,8.5,Flamengo,-0.4430125254919286
9,80287,Luciano,276,3.294652001821144,34,11,4,0.2995138183473767,0.36363636363636365,0.09690152946532776,8.5,São Paulo,0.7053479981788562
10,105811,Wesley,283,3.1275312191061877,28,13,4,0.24057932454662984,0.3076923076923077,0.1116975435395067,7.0,Cruzeiro,0.8724687808938123
11,79631,Cano,266,3.780429006045912,37,13,5,0.29080223123430093,0.38461538461538464,0.10217375692015979,7.4,Fluminense,1.219570993954088
12,89840,Calleri,276,3.6431991168202504,28,11,5,0.3311999197109319,0.45454545454545453,0.1301142541721518,5.6,São Paulo,1.3568008831797496
13,95799,Artur,275,3.4122152261653564,34,14,5,0.24372965901181118,0.35714285714285715,0.1003592713578046,6.8,Palmeiras,1.5877847738346436
14,90031,Mendoza,277,3.3114932374117125,27,10,5,0.33114932374117123,0.5,0.12264789768191528,5.4,Santos,1.6885067625882875
15,89898,Róger Guedes,264,3.5923343888643404,43,13,6,0.2763334145280262,0.46153846153846156,0.08354266020614745,7.166666666666667,Corinthians,2.4076656111356596
16,114802,Vitor Roque,293,5.451946571171585,38,13,8,0.4193805054747373,0.6153846153846154,0.14347227818872593,4.75,Athletico-PR,2.548053428828415
17,39148,Hulk,282,3.3588598533682905,61,15,6,0.2239239902245527,0.4,0.05506327628472608,10.166666666666666,Atlético-MG,2.6411401466317095
18,92708,Deyverson,1371,3.7852126598412177,33,13,7,0.2911702046031706,0.5384615384615384,0.11470341393458236,4.714285714285714,Cuiabá,3.2147873401587823
19,84042,Tiquinho Soares,263,5.198427122679039,46,14,13,0.3713162230485028,0.9285714285714286,0.11300928527563128,3.5384615384615383,Botafogo,7.801572877320961
