,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,São Paulo,Fluminense,41.460549149211005,27.173489829027563,31.36594111903708,32.712726108695286,26.51186897760256
1,Flamengo,Fortaleza,39.13962560885359,26.294476670183364,34.5658675296483,28.47550302782258,25.822018866421647
2,Bahia,Grêmio,31.991106875966846,23.617531673498814,44.39115936177658,18.44095324574196,24.565697833004453
3,Internacional,Cruzeiro,30.412810210459185,33.491847221405216,36.09534199449937,39.77361727661534,44.07377094075598
4,Corinthians,Bragantino,27.122208818411096,27.006597733295873,45.87116510498688,24.788174277182694,36.58024700771132
5,Botafogo,Vasco,86.33848300236424,10.499049943911864,3.1503857110356073,69.5093311198476,6.707194944758729
6,Atlético-MG,América-MG,77.50970930474578,14.049257567763126,8.429592750278886,45.630100253549735,6.822957037077779
7,Athletico-PR,Palmeiras,26.619726703115642,27.866583190760625,45.51367237850579,26.44642673239766,38.80314531315873
8,Cuiabá,Santos,29.565147381067465,38.96787809979732,31.466974479423193,49.87116767850112,51.45622484052241
9,Goiás,Coritiba,60.19517620943529,23.250141293385596,16.554450237019775,45.54069843260317,17.481369193993363
