,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,gato_mestre,slug,apelido,apelido_abreviado,nome,foto,status
0,"{'DS': 5, 'FD': 6, 'FF': 2, 'FS': 2, 'I': 1}",99818,4,282,5,7,0.4,8.54,-1.07,3.92,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",paulinho,Paulinho,Paulinho,Paulo Henrique Sampaio Filho,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6AtAEsy.png,Provável
1,"{'CA': 1, 'CV': 1, 'DS': 2, 'FC': 5, 'FF': 1, 'FS': 2, 'G': 1}",102253,4,290,3,3,-3.3,4.46,-1.57,2.23,3,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",lucas-halter,Lucas Halter,L. Halter,Lucas Halter,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,Suspenso
2,"{'DS': 4, 'FC': 3, 'FD': 3, 'FF': 3, 'FS': 3, 'G': 2}",95799,4,275,5,7,8.5,10.44,1.27,6.85,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",artur,Artur,Artur,Artur Victor Guimarães,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Provável
3,"{'FD': 1, 'FS': 2, 'G': 1}",71844,4,356,5,7,0.0,6.61,-1.51,3.4,3,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",thiago-galhardo,Thiago Galhardo,T. Galhardo,Thiago Galhardo do Nascimento Rocha,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,Provável
4,"{'FC': 1, 'FD': 1, 'FF': 1, 'FS': 2, 'G': 2}",80196,4,356,4,6,0.0,8.78,-0.74,4.67,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",yago-pikachu,Yago Pikachu,Y. Pikachu,Glaybson Yago Souza Lisboa,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,Nulo
5,"{'CA': 2, 'DS': 1, 'FC': 2, 'FD': 1, 'FS': 7, 'G': 1}",71162,4,284,4,7,-0.8,5.62,-1.55,2.82,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",vina,Vina,Vina,Vinícius Goes Barbosa de Souza,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q8oUM9e.png,Provável
6,"{'DS': 4, 'FC': 2, 'FS': 1}",63013,4,275,2,5,0.0,6.26,0.0,4.7,1,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",marcos-rocha,Marcos Rocha,M. Rocha,Marcos Luis Rocha Aquino,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_OnxH8aq.png,Contundido
7,"{'DS': 5, 'FC': 6, 'FD': 2, 'FF': 1, 'FS': 8, 'G': 1, 'SG': 1}",88393,4,262,2,7,3.4,15.17,-0.38,6.1,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",ayrton-lucas,Ayrton Lucas,A. Lucas,Ayrton Lucas Dantas de Medeiros,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,Provável
8,"{'CA': 1, 'DS': 2, 'FC': 2, 'FD': 1, 'FS': 2, 'G': 1, 'SG': 1}",87225,4,293,3,7,1.2,10.14,-1.23,5.33,3,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Ribeiro Gonçalves,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,Provável
9,"{'CA': 2, 'DS': 2, 'FC': 5, 'FD': 2, 'FF': 1, 'FS': 4, 'G': 2, 'I': 3}",98225,4,267,5,7,8.5,7.7,1.91,4.95,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",pedro-raul,Pedro Raul,P. Raul,Pedro Raul Garay da Silva,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_IDn4App.png,Provável
10,"{'CA': 1, 'DS': 4, 'FC': 5, 'FF': 1, 'FS': 2}",98619,4,294,3,7,0.0,3.7,0.0,1.37,3,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",kuscevic,Kuscevic,Kuscevic,Benjamín Kuščević Jaramillo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qacVCwx.png,Provável
11,"{'CA': 1, 'DE': 10, 'FS': 1, 'GS': 5, 'SG': 1}",72294,4,282,1,7,3.0,4.15,0.57,2.38,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",everson,Everson,Everson,Everson Felipe Marques Pires,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,Provável
12,"{'CV': 1, 'DE': 14, 'DP': 1, 'FC': 1, 'GS': 10}",72580,4,327,1,3,-0.3,7.38,-0.68,1.93,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",matheus-cavichioli,Matheus Cavichioli,M. Cavichioli,Matheus Fernando Cavichioli,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,Suspenso
13,"{'DS': 4, 'FC': 2, 'FS': 1}",105175,4,293,2,7,3.0,6.81,0.1,2.35,2,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",khellven,Khellven,Khellven,Khellven Douglas Silva Oliveira,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7lRpDNN.png,Provável
14,"{'DE': 13, 'FS': 1, 'GS': 5, 'SG': 1}",105208,4,293,1,7,3.0,9.59,-0.04,3.38,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",bento,Bento,Bento,Bento Matheus Krepski,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,Provável
15,"{'CA': 2, 'DS': 6, 'FC': 7, 'FF': 4, 'FS': 3, 'G': 1}",86388,4,327,4,7,-1.7,6.68,-2.38,5.27,3,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",ale,Alê,Alê,Alexandre Egea,https://s.sde.globo.com/media/person_role/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png,Provável
16,"{'CA': 1, 'FC': 7, 'FD': 5, 'FF': 8, 'FS': 13, 'G': 2, 'I': 3}",39148,4,282,5,7,1.8,15.22,-2.35,7.87,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",hulk,Hulk,Hulk,Givanildo Vieira de Souza,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_VrWmS3u.png,Provável
17,"{'DS': 4, 'FC': 7, 'FF': 2, 'FS': 10, 'G': 2, 'I': 1}",114802,4,293,5,7,11.7,10.02,1.76,6.3,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",vitor-roque,Vitor Roque,V. Roque,Vitor Hugo Roque Ferreira,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0B2D0LR.png,Provável
18,"{'DS': 5, 'FS': 3}",83433,4,282,4,6,1.7,6.25,-0.04,1.87,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",patrick,Patrick,Patrick,Patrick Bezerra do Nascimento,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_TvGvJD9.png,Nulo
19,"{'DS': 1, 'FC': 1, 'FD': 2, 'FF': 1, 'FS': 3, 'I': 1}",102878,4,293,4,7,3.9,12.65,-0.18,2.75,2,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",terans,Terans,Terans,Miguel David Terans Pérez,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_rzjzN6M.png,Provável
20,"{'CA': 2, 'DS': 2, 'FC': 5, 'FD': 2, 'FS': 6, 'G': 1}",110760,4,265,5,2,11.4,6.54,2.84,4.1,3,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",biel,Biel,Biel,Gabriel Teixeira Aragão,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_iT5hY8V.png,Dúvida
21,"{'DS': 1, 'FC': 5, 'FD': 2, 'FF': 1, 'FS': 4, 'G': 1, 'I': 1}",78117,4,265,5,7,1.6,9.34,-0.21,3.2,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",everaldo,Everaldo,Everaldo,Everaldo Stum,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,Provável
22,"{'A': 1, 'CA': 2, 'DS': 9, 'FC': 11, 'FD': 1, 'FF': 3, 'FS': 4}",94968,4,280,2,7,11.9,8.23,2.74,4.02,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",juninho-capixaba,Juninho Capixaba,J. Capixaba,Luis Antônio da Rocha Júnior,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_VYzv5cy.png,Provável
23,"{'DS': 1, 'FS': 2}",97468,4,263,2,7,0.0,9.6,0.0,2.2,1,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",marcal,Marçal,Marçal,Fernando Marçal de Oliveira,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_lpafgKV.png,Provável
24,"{'A': 2, 'CA': 2, 'DS': 2, 'FC': 5, 'FD': 1, 'FF': 3, 'FS': 4, 'G': 3, 'I': 5}",84042,4,263,5,7,-0.3,17.26,-2.96,9.5,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",tiquinho-soares,Tiquinho Soares,T. Soares,Francisco das Chagas Soares dos Santos Meireles,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TbDAa67.png,Provável
25,"{'DE': 9, 'FS': 1, 'GS': 7}",42234,4,264,1,7,-1.0,6.77,-1.12,0.63,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",cassio,Cássio,Cássio,Cássio Roberto Ramos,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uEoWXC8.png,Provável
26,"{'CA': 2, 'DS': 2, 'FC': 4, 'FD': 4, 'FF': 9, 'FS': 15, 'G': 2}",89898,4,264,5,7,9.0,17.43,1.0,8.68,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",roger-guedes,Róger Guedes,R. Guedes,Róger Krug Guedes,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_39SGFR6.png,Provável
27,"{'DS': 5, 'FC': 1, 'FD': 2, 'FF': 1, 'FS': 5, 'I': 1}",111682,4,264,4,7,5.3,4.66,0.63,3.77,3,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",adson,Adson,Adson,Adson Ferreira Soares,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,Provável
28,"{'DS': 1, 'FC': 7, 'FD': 1, 'FF': 3, 'FS': 6, 'G': 1, 'I': 5}",100652,4,264,5,7,8.0,10.42,1.5,3.3,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",yuri-alberto,Yuri Alberto,Y. Alberto,Yuri Alberto Monteiro da Silva,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_QVzSGOZ.png,Provável
29,"{'CA': 1, 'DS': 2, 'FC': 6, 'FD': 1, 'FF': 9, 'FS': 4, 'G': 1, 'I': 1}",61188,4,283,5,7,4.3,8.23,-0.34,4.47,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",gilberto,Gilberto,Gilberto,Gilberto Oliveira Souza Júnior,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JtLzuBr.png,Provável
30,"{'DE': 20, 'FS': 1, 'GS': 3, 'SG': 2}",68940,4,283,1,7,1.0,10.92,-1.44,6.87,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",rafael-cabral,Rafael Cabral,R. Cabral,Rafael Cabral Barbosa,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_tTstlht.png,Provável
31,"{'DS': 1, 'FC': 1}",87863,4,262,4,2,0.9,13.49,-5.51,0.9,1,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",arrascaeta,Arrascaeta,Arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Dúvida
32,"{'CA': 2, 'DS': 1, 'FC': 4, 'FD': 1, 'FF': 3, 'FS': 5, 'FT': 1, 'I': 5}",92708,4,1371,5,7,-0.1,4.3,-0.72,1.65,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",deyverson,Deyverson,Deyverson,Deyverson Brum Silva Acosta,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,Provável
33,"{'A': 1, 'CA': 1, 'DS': 6, 'FC': 4, 'FD': 1, 'FS': 4, 'SG': 1}",90768,4,262,3,7,2.9,9.63,-0.39,4.55,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",fabricio-bruno,Fabrício Bruno,F. Bruno,Fabrício Bruno Soares de Faria,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,Provável
34,"{'DS': 2, 'FC': 1, 'FD': 3, 'FF': 1, 'FS': 1, 'G': 1}",94583,4,262,5,7,0.0,14.33,0.0,5.0,3,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",pedro,Pedro,Pedro,Pedro Guilherme Abreu dos Santos,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_BmbzG97.png,Provável
35,"{'DS': 2, 'FC': 2, 'FF': 1, 'FS': 6, 'FT': 1, 'G': 1, 'SG': 2}",91708,4,266,3,7,5.3,13.51,0.69,6.65,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",nino,Nino,Nino,Marcílio Florêncio Mota Filho,https://s.sde.globo.com/media/person_role/2022/04/20/983b87b8c957e991f5f30f85aa8009a1_FORMATO.png,Provável
