,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,5.641249999999999,5.8875
1,Acevedo,104783,Bahia,MEI,2.8285714285714283,2.6999999999999997
2,Ademir,101314,Bahia,ATA,3.371428571428571,2.3285714285714287
3,Aderlan,88423,Bragantino,LAT,5.45,5.333333333333333
4,Adriel,107748,Grêmio,GOL,9.0,1.5
5,Adryelson,91664,Botafogo,ZAG,5.3125,3.725
6,Adson,111682,Corinthians,MEI,3.34,3.1
7,Adyson,115998,América-MG,ATA,0.9,2.4
8,Alan Empereur,88033,Cuiabá,ZAG,0.19999999999999987,3.771428571428572
9,Alan Franco,99889,São Paulo,ZAG,2.6999999999999997,2.6666666666666665
10,Alan Kardec,50347,Atlético-MG,ATA,-0.15000000000000002,4.55
11,Alan Patrick,68685,Internacional,MEI,1.142857142857143,3.6
12,Alef Manga,101254,Coritiba,ATA,7.159999999999999,7.18
13,Alemão,98219,Internacional,ATA,1.5,4.2
14,Alerrandro,101715,Bragantino,ATA,5.85,-0.03333333333333335
15,Alesson,97321,Goiás,ATA,2.12,1.1999999999999997
16,Alex,101600,Santos,ZAG,-0.1,0.0
17,Alex Santana,85465,Athletico-PR,MEI,3.8000000000000003,1.6666666666666663
18,Alex Teixeira,60793,Vasco,MEI,3.257142857142857,2.1571428571428575
19,Alexandre Pato,49675,São Paulo,ATA,8.0,0.0
20,Alexsander,118774,Fluminense,LAT,6.2,4.766666666666667
21,Alison,73974,Santos,MEI,1.9000000000000001,0.25
22,Alisson,81845,São Paulo,MEI,3.6125000000000003,2.025
23,Alisson,125469,Atlético-MG,ATA,-0.3,-1.3
24,Allan,96652,Flamengo,MEI,2.1,-0.4
25,Allano,87391,Goiás,ATA,5.3,-0.8
26,Allyson,124340,Cuiabá,ZAG,3.45,3.466666666666667
27,Aloísio,73850,América-MG,ATA,4.400000000000001,4.733333333333333
28,Alê,86388,América-MG,MEI,0.23333333333333336,4.319999999999999
29,Anderson Oliveira,102096,Goiás,ATA,1.9,1.6
30,Andrey,93787,Coritiba,MEI,1.64,0.58
31,Andrey Santos,109591,Vasco,MEI,1.7,5.833333333333333
32,André,107498,Fluminense,MEI,3.316666666666667,2.9714285714285715
33,André,121792,Grêmio,ATA,2.0999999999999996,0.6
34,Andrés Hurtado,110715,Bragantino,LAT,5.8999999999999995,1.8199999999999998
35,António Oliveira,111578,Cuiabá,TEC,5.308,5.782
36,Antônio Carlos Zago,69029,Coritiba,TEC,4.144,3.242
37,Apodi,51042,Goiás,LAT,3.3199999999999994,1.375
38,Arboleda,91573,São Paulo,ZAG,5.58,3.033333333333333
39,Arias,99815,Fluminense,MEI,4.3500000000000005,3.5285714285714285
40,Armando Evangelista,125081,Goiás,TEC,4.845,5.157500000000001
41,Arrascaeta,87863,Flamengo,MEI,7.55,5.242857142857143
42,Arriagada,108624,Athletico-PR,ATA,0.3,1.8
43,Arthur Sales,111771,Bahia,ATA,2.9200000000000004,1.3
44,Artur,95799,Palmeiras,ATA,5.6875,5.942857142857142
45,Aránguiz,69325,Internacional,MEI,1.55,1.05
46,Ayrton Lucas,88393,Flamengo,LAT,7.05,3.757142857142857
47,Baralhas,99440,Internacional,MEI,1.45,3.566666666666667
48,Barros,122485,Vasco,MEI,2.15,1.9749999999999999
49,Battaglia,94845,Atlético-MG,MEI,1.4333333333333333,1.942857142857143
50,Bento,105208,Athletico-PR,GOL,4.957142857142857,4.9
51,Benítez,93550,América-MG,MEI,5.5,3.1999999999999997
52,Biel,110760,Bahia,ATA,7.675,4.7
53,Bitello,112140,Grêmio,MEI,5.911111111111111,5.540000000000001
54,Boschilia,86841,Coritiba,MEI,2.5599999999999996,3.683333333333333
55,Brenno,100830,Grêmio,GOL,0.0,0.0
56,Breno,122991,América-MG,MEI,4.05,2.2
57,Breno Lopes,93988,Palmeiras,ATA,3.4,3.35
58,Bruninho,113558,Bragantino,MEI,2.75,3.2999999999999994
59,Bruno Alves,73620,Grêmio,ZAG,3.0222222222222217,0.62
60,Bruno Fuchs,104085,Atlético-MG,ZAG,2.5,2.54
61,Bruno Gomes,106202,Coritiba,MEI,4.8,3.614285714285714
62,Bruno Henrique,90285,Flamengo,ATA,3.1666666666666665,1.1
63,Bruno Lage,105631,Botafogo,TEC,8.41,4.99
64,Bruno Melo,84339,Goiás,ZAG,2.914285714285714,3.428571428571428
65,Bruno Mezenga,37865,Santos,ATA,-0.025000000000000022,0.7499999999999999
66,Bruno Méndez,103700,Corinthians,ZAG,1.2666666666666668,2.4285714285714284
67,Bruno Pacheco,90061,Fortaleza,LAT,7.375,5.257142857142857
68,Bruno Rodrigues,92811,Cruzeiro,ATA,4.499999999999999,7.800000000000002
69,Bruno Santos,122668,Goiás,LAT,0.7999999999999999,0.2333333333333334
70,Bruno Tabata,107174,Palmeiras,MEI,0.575,1.3
71,Bruno Uvini,70221,Grêmio,ZAG,2.0500000000000003,2.48
72,Bruno Viana,92291,Coritiba,ZAG,1.0499999999999998,0.76
73,Bryan García,110013,Athletico-PR,MEI,0.0,0.0
74,Brítez,101995,Fortaleza,ZAG,4.657142857142857,3.185714285714286
75,Bustos,96678,Internacional,LAT,5.239999999999999,4.483333333333333
76,Caetano,103575,Corinthians,ZAG,0.0,4.325
77,Caio Alexandre,106323,Fortaleza,MEI,2.375,5.142857142857143
78,Caio Paulista,102318,São Paulo,LAT,4.114285714285715,4.3428571428571425
79,Calebe,109461,Fortaleza,MEI,2.7375000000000003,2.75
80,Calleri,89840,São Paulo,ATA,8.214285714285712,4.133333333333334
81,Camacho,68770,Santos,MEI,1.1,1.3199999999999998
82,Cano,79631,Fluminense,ATA,4.3375,4.2857142857142865
83,Canobbio,102928,Athletico-PR,ATA,5.142857142857143,2.8600000000000003
84,Cantillo,85315,Corinthians,MEI,8.9,0.0
85,Capasso,112913,Vasco,ZAG,-0.09999999999999994,1.3333333333333333
86,Carabajal,98723,Vasco,MEI,0.7000000000000001,3.5
