,clube,xG_total,xGA_total,xG_saldo
0,Palmeiras,13.272582207844275,7.0037180895639,6.268864118280375
1,Fortaleza,13.677983472968975,9.277678182140418,4.400305290828557
2,Atlético-MG,10.403973767023599,6.533149892240649,3.8708238747829498
3,Cruzeiro,12.345441705210167,9.059447760032391,3.2859939451777755
4,Bahia,11.542529687376403,8.414797433208069,3.1277322541683343
5,Botafogo,11.053359489501272,8.15018623677372,2.9031732527275516
6,Flamengo,12.347031618344435,11.093277426467399,1.2537541918770359
7,Athletico-PR,9.78289970198481,8.660599808630852,1.1222998933539579
8,Bragantino,10.513441728562,10.010904721660884,0.5025370069011164
9,São Paulo,9.56440366693274,9.179629910497116,0.3847737564356244
10,Fluminense,11.061528181917346,11.258951775833932,-0.19742359391658582
11,Cuiabá,9.100583887013038,10.277682494129262,-1.1770986071162248
12,Corinthians,7.920324037706303,9.259672932475844,-1.3393488947695413
13,Santos,8.076879176766164,9.721976943618689,-1.6450977668525244
14,Internacional,8.91063236630156,10.685513252672386,-1.774880886370827
15,América-MG,9.215934963064141,12.706147644360366,-3.4902126812962244
16,Goiás,8.28057369991565,11.930670508342972,-3.650096808427323
17,Vasco,7.447918882436673,11.2156195225566,-3.7677006401199282
18,Coritiba,7.515100754956886,12.42138065037181,-4.906279895414925
19,Grêmio,9.204208676508939,14.376326486758108,-5.172117810249169
