,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral
0,Palmeiras,2.5,1.0,1.75,0.75,2.125,0.875,1.5,1.0,1.25
1,Botafogo,2.0,0.2,2.0,1.6666666666666667,2.0,0.9333333333333333,1.8,0.33333333333333326,1.0666666666666667
2,São Paulo,2.25,0.5,0.75,1.0,1.5,0.75,1.75,-0.25,0.75
3,Fortaleza,1.75,0.75,1.0,0.5,1.375,0.625,1.0,0.5,0.75
4,Cruzeiro,0.75,1.0,2.25,0.5,1.5,0.75,-0.25,1.75,0.75
5,Fluminense,1.6666666666666667,0.3333333333333333,1.4,1.4,1.5333333333333332,0.8666666666666666,1.3333333333333335,0.0,0.6666666666666666
6,Atlético-MG,1.5,1.0,1.5,0.75,1.5,0.875,0.5,0.75,0.625
7,Flamengo,1.6,0.8,1.6666666666666667,1.6666666666666667,1.6333333333333333,1.2333333333333334,0.8,0.0,0.3999999999999999
8,Bragantino,1.6,1.2,1.6666666666666667,1.6666666666666667,1.6333333333333333,1.4333333333333333,0.40000000000000013,0.0,0.19999999999999996
9,Santos,1.5,0.5,0.5,1.25,1.0,0.875,1.0,-0.75,0.125
10,Grêmio,1.75,1.0,1.25,1.75,1.5,1.375,0.75,-0.5,0.125
11,Athletico-PR,1.75,1.25,0.75,1.5,1.25,1.375,0.5,-0.75,-0.125
12,Internacional,1.25,0.75,0.5,2.0,0.875,1.375,0.5,-1.5,-0.5
13,Bahia,1.5,1.75,0.75,1.75,1.125,1.75,-0.25,-1.0,-0.625
14,Corinthians,1.25,0.75,0.25,2.0,0.75,1.375,0.5,-1.75,-0.625
15,Vasco,0.6666666666666666,1.6666666666666667,1.0,1.4,0.8333333333333333,1.5333333333333332,-1.0,-0.3999999999999999,-0.7
16,Goiás,1.6666666666666667,2.0,0.4,1.6,1.0333333333333334,1.8,-0.33333333333333326,-1.2000000000000002,-0.7666666666666666
17,Cuiabá,0.75,2.0,1.0,1.5,0.875,1.75,-1.25,-0.5,-0.875
18,Coritiba,0.75,1.75,1.0,2.25,0.875,2.0,-1.0,-1.25,-1.125
19,América-MG,0.5,2.0,1.0,2.5,0.75,2.25,-1.5,-1.5,-1.5
