,clube,Goal_diff_geral,xG_diff_geral
4,Bahia,-0.3999999999999999,0.2512193734412713
8,Athletico-PR,-0.03333333333333344,0.044169753287015556
9,Cuiabá,-0.6833333333333333,0.023430879191802312
