,atleta_id,apelido,clube_id,xG_total,shots_total,jogos_num,goals_total,xG_per_match,G_per_match,xG_per_shot,shots_per_goal,clube,eficiência
0,84042,Tiquinho Soares,263,3.3603668215190687,29,7,8,0.4800524030741527,1.1428571428571428,0.11587471798341617,3.625,Botafogo,4.639633178480931
1,99818,Paulinho,282,3.3578800854876927,21,7,3,0.47969715506967037,0.42857142857142855,0.15989905168989013,7.0,Atlético-MG,-0.3578800854876927
2,69318,Luis Suárez,284,3.2514135557056796,31,8,2,0.40642669446320995,0.25,0.10488430824857031,15.5,Grêmio,-1.2514135557056796
3,83257,Gabriel,262,3.237014655000291,25,8,3,0.4046268318750364,0.375,0.12948058620001165,8.333333333333334,Flamengo,-0.23701465500029117
4,87470,Thaciano,265,3.1281085514803535,31,7,2,0.4468726502114791,0.2857142857142857,0.10090672746710817,15.5,Bahia,-1.1281085514803535
5,73850,Aloísio,327,3.065598891268497,29,9,3,0.340622099029833,0.3333333333333333,0.1057103065954654,9.666666666666666,América-MG,-0.06559889126849683
6,61188,Gilberto,283,2.912870881246296,26,10,3,0.29128708812462956,0.3,0.11203349543254984,8.666666666666666,Cruzeiro,0.08712911875370422
7,89898,Róger Guedes,264,2.8342776808019563,33,9,4,0.31491974231132847,0.4444444444444444,0.08588720244854413,8.25,Corinthians,1.1657223191980437
8,95799,Artur,275,2.7776987071407797,23,9,4,0.30863318968230885,0.4444444444444444,0.12076950900612085,5.75,Palmeiras,1.2223012928592203
9,89840,Calleri,276,2.7520595803932073,19,8,3,0.3440074475491509,0.375,0.1448452410733267,6.333333333333333,São Paulo,0.2479404196067927
10,92811,Bruno Rodrigues,283,2.6903287001071536,33,10,3,0.26903287001071535,0.3,0.0815251121244592,11.0,Cruzeiro,0.30967129989284636
11,101002,Júnior Santos,263,2.6899051389902677,24,9,2,0.2988783487766964,0.2222222222222222,0.11207938079126116,12.0,Botafogo,-0.6899051389902677
12,39148,Hulk,282,2.6711692920074315,32,9,5,0.2967965880008257,0.5555555555555556,0.08347404037523223,6.4,Atlético-MG,2.3288307079925685
13,92708,Deyverson,1371,2.5844458639074963,22,8,3,0.32305573298843704,0.375,0.11747481199579529,7.333333333333333,Cuiabá,0.4155541360925037
14,79631,Cano,266,2.4910126550544907,24,8,3,0.31137658188181133,0.375,0.10379219396060378,8.0,Fluminense,0.5089873449455093
15,123360,Cauly,265,2.3966413697419755,22,9,0,0.26629348552688614,0.0,0.10893824407918071,inf,Bahia,-2.3966413697419755
16,87098,Matheus Peixoto,290,2.392142405342115,18,7,2,0.34173462933458787,0.2857142857142857,0.1328968002967842,9.0,Goiás,-0.3921424053421152
17,68920,Dudu,275,2.3680611324164196,29,9,2,0.2631179036018244,0.2222222222222222,0.0816572804281524,14.5,Palmeiras,-0.3680611324164196
18,114802,Vitor Roque,293,2.2662577567864264,18,8,4,0.2832822195983033,0.5,0.125903208710357,4.5,Athletico-PR,1.7337422432135736
19,104666,Moisés,356,2.1990127455874595,16,6,3,0.36650212426457657,0.5,0.13743829659921622,5.333333333333333,Fortaleza,0.8009872544125405
20,80287,Luciano,276,2.1932116080417763,24,8,2,0.27415145100522204,0.25,0.09138381700174068,12.0,São Paulo,-0.19321160804177628
21,108946,Victor Sá,263,2.164331214498014,19,8,1,0.2705414018122517,0.125,0.11391216918410599,19.0,Botafogo,-1.1643312144980138
22,94509,Raphael Veiga,275,2.130551274666694,25,6,4,0.35509187911111567,0.6666666666666666,0.08522205098666776,6.25,Palmeiras,1.869448725333306
23,110759,John Kennedy,266,2.0381564102469714,16,6,2,0.3396927350411619,0.3333333333333333,0.1273847756404357,8.0,Fluminense,-0.03815641024697136
