,mandante,visitante,odds_mandante_percent,odds_empate_percent,odds_visitante_percent,odds_mandante,odds_empate,odds_visitante
0,Vasco,Cruzeiro,30.959752321981426,39.0625,33.003300330033,3.23,2.56,3.03
1,Coritiba,América-MG,34.01360544217687,39.0625,30.03003003003003,2.94,2.56,3.33
2,Cuiabá,Bahia,42.016806722689076,37.03703703703704,23.980815347721823,2.38,2.7,4.17
3,Fluminense,Internacional,50.0,34.01360544217687,19.011406844106464,2.0,2.94,5.26
4,Fortaleza,Athletico-PR,44.052863436123346,38.02281368821293,21.008403361344538,2.27,2.63,4.76
5,Palmeiras,Flamengo,37.03703703703704,40.0,25.97402597402597,2.7,2.5,3.85
6,Bragantino,São Paulo,40.98360655737705,38.02281368821293,23.980815347721823,2.44,2.63,4.17
7,Grêmio,Botafogo,42.016806722689076,37.03703703703704,23.980815347721823,2.38,2.7,4.17
8,Santos,Goiás,46.08294930875576,35.97122302158274,21.008403361344538,2.17,2.78,4.76
